_group,_leagueName,_seasonYear,底角三分命中率,有效命中率,赛事名称,赛事ID,赛季,赛季ID,年份,长中距离命中率,中距离命中率,上场时间(分钟),非底角三分命中率,对手底角三分命中率,对手有效命中率,对手有效命中率百分位,对手远中距离命中率,对手中距离命中率,对手中距离命中率百分位排名,对手侧翼三分命中率,对手底角三分比重,对手远中距离比重,对手中距离比重,对手中距离出手占比百分位排名,对手侧翼三分比重,对手篮下比重,对手篮下出手占比百分位排名,对手近距离比重,对手三分比重,对手三分出手占比百分位排名,对手篮下命中率,对手篮下命中率百分位排名,对手近距离命中率,对手三分命中率,对手三分命中率百分位排名,底角三分比重,远中距离比重,中距离比重,侧翼三分比重,篮下比重,篮下近距离比重,三分比重,篮下命中率,上场时间(秒),短中距离命中率,球队有效命中率百分位,球队ID,球队中距离命中率百分位排名,球队名称,球队中距离出手占比百分位排名,球队篮下出手占比百分位排名,球队三分出手占比百分位排名,球队篮下命中率百分位排名,球队三分命中率百分位排名,三分命中率
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.2,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,1.7,0,0,0.5,,0,0,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0.5,,0,0,0.6,0,0,0,0.4,0,99,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.6,0,0,0.5,,0,0,,0,0,0,0.5,,0,0.5,,0,0,,1,,0,0,,0,0,1,0,0,0,0,0,36,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.583333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,5.4,0,0,0.777778,,0,0.5,,0,0,0,0.222222,,0,0.333333,,0,0.444444,,1,,0,0.5,,0,0,0.333333,0,0.166667,0,0.5,1,322,0,,1003320449,,北京大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.269231,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.4,12.2,0,0,0.466667,,0,0.333333,,0,0,0,0.4,,0,0.333333,,0,0.266667,,1,,0,0,,0,0,0.192308,0,0.461538,0,0.346154,0.416667,732,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.55,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,9.1,0,0,0.153846,,0,0,,0,0,0,0.615385,,0,0.230769,,0,0.153846,,0.666667,,0,0,,0,0,0.2,0,0.35,0,0.45,0.857143,543,0,,1003320449,,北京大学,,,,,,0.222222
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,6.7,0,0,0.214286,,0,0,,0,0,0,0.285714,,0,0.5,,0,0.214286,,0.428571,,0,0,,0,0,0.071429,0,0.714286,0,0.214286,0.9,400,0,,1003320449,,北京大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.4,0,0,0,,0,0,,0,0,0,0.5,,0,0.25,,0,0.25,,0,,0,0,,0,0,0,0,1,0,0,1,84,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.8,0,0,0,,0,0,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,0,,0,0,0,0,0,0,0,0,49,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.602564,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.4,23,0,0,0.27907,92.38,0,0.142857,90.89,0,0,0,0.162791,85.26,0,0.27907,77.98,0,0.55814,3.15,0.166667,99.83,0,0.25,50.17,0,0,0.128205,0,0.410256,0,0.461538,0.6875,1377,0,95.36,1003320449,77.98,北京大学,6.46,56.79,89.24,84.6,88.08,0.388889
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,7.8,0,0,0.4,,0,0,,0,0,0,0.4,,0,0.2,,0,0.4,,0.5,,0,0.5,,0,0,0.133333,0,0.266667,0,0.6,0.25,470,0,,1003320449,,北京大学,,,,,,0.222222
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.071429,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.1,0,0,0.357143,,0,0.333333,,0,0,0,0.428571,,0,0,,0,0.571429,,0,,0,0.25,,0,0,0,0,0.857143,0,0.142857,1,186,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.560606,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,16.7,0,0,0.333333,,0,0.375,,0,0,0,0.333333,,0,0.291667,,0,0.375,,0.285714,,0,0.222222,,0,0,0.181818,0,0.545455,0,0.272727,0.5,1001,0,,1003320449,,北京大学,,,,,,0.555556
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.571429,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.4,0,0,0.416667,,0,0.5,,0,0,0,0.333333,,0,0.166667,,0,0.5,,0,,0,0.333333,,0,0,0.285714,0,0.714286,0,0,0.8,205,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.352941,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,11.1,0,0,0.361111,,0,0.2,,0,0,0,0.555556,,0,0,,0,0.444444,,0,,0,0.375,,0,0,0.117647,0,0.294118,0,0.588235,0.6,665,0,,1003320449,,北京大学,,,,,,0.2
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.434783,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,11.6,0,0,0.5,,0,0.333333,,0,0,0,0.333333,,0,0.166667,,0,0.5,,0.333333,,0,0.444444,,0,0,0.217391,0,0.478261,0,0.304348,0.454545,693,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.625,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.6,0,0,0.25,,0,0.5,,0,0,0,0.5,,0,0.5,,0,0,,0,,0,0,,0,0,0.25,0,0.625,0,0.125,1,216,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0.666667,0,0.333333,1,78,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.875,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,3.4,0,0,0.5,,0,0,,0,0,0,0.375,,0,0.125,,0,0.5,,1,,0,0.5,,0,0,0.5,0,0.25,0,0.25,1,205,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.166667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.8,0,0,1.5,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,1,,0,0,0,0,0.666667,0,0.333333,0.25,110,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.527778,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,8.5,0,0,0.363636,,0,0.6,,0,0,0,0.454545,,0,0.181818,,0,0.363636,,0.5,,0,0,,0,0,0.222222,0,0.333333,0,0.444444,0.666667,508,0,,1003320449,,北京大学,,,,,,0.375
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.4,0,0,0,,0,0,,0,0,0,0.333333,,0,0.333333,,0,0.333333,,0,,0,0,,0,0,0,0,0.285714,0,0.714286,1,205,0,,1003320449,,北京大学,,,,,,0.2
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,1.9,0,0,0.5,,0,0.5,,0,0,0,0.5,,0,0.5,,0,0,,0.5,,0,0,,0,0,0.5,0,0.5,0,0,0.5,116,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,2,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0.2,0,0.2,0,0.6,1,117,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.8,0,0,0.75,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0.5,,0,0,0,0,0,0,1,0,48,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.714286,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.4,7.5,0,0,0.090909,,0,0.2,,0,0,0,0.454545,,0,0.181818,,0,0.363636,,0,,0,0,,0,0,0.357143,0,0.5,0,0.142857,0.714286,451,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.0625,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,4.9,0,0,0.3,,0,0,,0,0,0,0.1,,0,0.2,,0,0.7,,0,,0,0.285714,,0,0,0.25,0,0.25,0,0.5,1,293,0,,1003320449,,北京大学,,,,,,0.75
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,5.6,0,0,0.45,,0,0.5,,0,0,0,0.4,,0,0.1,,0,0.5,,1,,0,0.2,,0,0,0.3,0,0.4,0,0.3,0.25,337,0,,1003320449,,北京大学,,,,,,0.666667
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.533333,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,10.9,0,0,0.470588,,0,0.333333,,0,0,0,0.352941,,0,0.235294,,0,0.411765,,0.75,,0,0.285714,,0,0,0.066667,0,0.466667,0,0.466667,0.571429,653,0,,1003320449,,北京大学,,,,,,0.285714
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.7,0,0,0,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,0,,0,0,,0,0,0,0,0,0,1,0,42,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.2,0,0,0.833333,,0,0.5,,0,0,0,0.666667,,0,0,,0,0.333333,,0,,0,1,,0,0,0,0,0.8,0,0.2,0.5,134,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.083333,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,3.5,0,0,0.5,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0.333333,,0,0,0.166667,0,0.666667,0,0.166667,1,211,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.277778,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,5.2,0,0,0.3,,0,0,,0,0,0,0.4,,0,0,,0,0.6,,0,,0,0.333333,,0,0,0.111111,0,0.555556,0,0.333333,0.2,311,0,,1003320449,,北京大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.8,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,48,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.5,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0.5,0,0.5,0,29,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.375,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,14.1,0,0,0.4,,0,0.444444,,0,0,0,0.36,,0,0.28,,0,0.36,,0.428571,,0,0.222222,,0,0,0.25,0,0.5,0,0.25,0.5,848,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.9,0,0,0.75,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0.5,,0,0,0,0,0,0,0,0,115,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.5,0,0,0,,0,0,,0,0,0,0.5,,0,0.5,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,87,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.6,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0,0,0,0,36,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.54,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,15.8,0,0,0.44,,0,0.333333,,0,0,0,0.36,,0,0.28,,0,0.36,,0.714286,,0,0.222222,,0,0,0.36,0,0.48,0,0.16,0.75,950,0,,1003320449,,北京大学,,,,,,0.25
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.428571,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.75,3.5,0,0,0.333333,,0,0.5,,0,0,0,0.666667,,0,0,,0,0.333333,,0,,0,0,,0,0,0.571429,0,0.285714,0,0.142857,0,212,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.7,0,0,0.25,,0,0,,0,0,0,0.25,,0,0.5,,0,0.25,,0.5,,0,0,,0,0,0,0,0.25,0,0.75,0,159,0,,1003320449,,北京大学,,,,,,0.666667
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.25,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.2,0,0,0.25,,0,0.5,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,0,,0,0,0.5,0,0.5,0,0,0.5,189,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.3,0,0,0.666667,,0,1,,0,0,0,0.333333,,0,0.666667,,0,0,,0.5,,0,0,,0,0,0.25,0,0,0,0.75,0,136,0,,1003320449,,北京大学,,,,,,0.666667
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.416667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.7,0,0,0,,0,0,,0,0,0,0,,0,0.666667,,0,0.333333,,0,,0,0,,0,0,0,0,0.666667,0,0.333333,0.25,99,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.4,0,0,0,,0,0,,0,0,0,0,,0,0.666667,,0,0.333333,,0,,0,0,,0,0,0,0,0,0,0,0,24,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.666667,5.2,0,0,0.55,,0,0.25,,0,0,0,0.4,,0,0.2,,0,0.4,,0,,0,0.75,,0,0,0.428571,0,0.285714,0,0.285714,1,311,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4375,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,4.8,0,0,0.5,,0,0,,0,0,0,0.25,,0,0.25,,0,0.5,,0.5,,0,0.5,,0,0,0.25,0,0.5,0,0.25,0.5,289,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.9,0,0,0.7,,0,1,,0,0,0,0.2,,0,0.4,,0,0.4,,0.5,,0,0.5,,0,0,0,0,1,0,0,0,116,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.611111,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,9.5,0,0,0.346154,,0,0.166667,,0,0,0,0.461538,,0,0.307692,,0,0.230769,,0.5,,0,0.333333,,0,0,0.222222,0,0.555556,0,0.222222,0.7,570,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.7,0,0,0.625,,0,0,,0,0,0,0.25,,0,0.25,,0,0.5,,1,,0,0.5,,0,0,0.2,0,0.2,0,0.6,1,159,0,,1003320449,,北京大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,6.6,0,0,0.363636,,0,0,,0,0,0,0.090909,,0,0.363636,,0,0.545455,,0.25,,0,0.333333,,0,0,0.1875,0,0.3125,0,0.5,0.8,397,0,,1003320449,,北京大学,,,,,,0.25
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.9,0,0,0.611111,,0,0.666667,,0,0,0,0.333333,,0,0.222222,,0,0.444444,,1,,0,0.25,,0,0,0,0,0.5,0,0.5,0.333333,235,0,,1003320449,,北京大学,,,,,,0.666667
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.7,0,0,0,,0,0,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0,,0,0,0,0,0.75,0,0.25,0.666667,103,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.8,0,0,0.333333,,0,0,,0,0,0,0,,0,0.333333,,0,0.666667,,1,,0,0,,0,0,0.5,0,0,0,0.5,0,110,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.7,0,0,1.5,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,1,,0,0,0,0,0.333333,0,0.666667,0,104,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.6,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,1,0,0,1,97,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,5.3,0,0,0.5,,0,0.5,,0,0,0,0.4,,0,0.2,,0,0.4,,0,,0,0.5,,0,0,0.2,0,0.7,0,0.1,0.571429,319,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.375,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.8,0,0,0.333333,,0,0,,0,0,0,0,,0,0.666667,,0,0.333333,,0.5,,0,0,,0,0,0.5,0,0,0,0.5,0,108,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.857143,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0.142857,0,0.142857,0,0.714286,0,179,0,,1003320449,,北京大学,,,,,,0.8
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.7,0,0,0,,0,0,,0,0,0,0,,0,1,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,44,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.1,0,0,1,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0.666667,,0,0,0,0,1,0,0,1,126,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.857143,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,4.4,0,0,0.333333,,0,0,,0,0,0,0,,0,0.333333,,0,0.666667,,1,,0,0,,0,0,0.142857,0,0.714286,0,0.142857,1,263,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.1,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,6,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.3,0,0,0.5,,0,0.5,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0.5,0,0.5,0,0,0.5,79,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.6,0,0,0.5,,0,0,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0.5,,0,0,0.5,0,0.5,0,0,1,98,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,1,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.9,0,0,0.75,,0,0,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,1,,0,0,0,0,0.666667,0,0.333333,1,115,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,1,0,0,0,0,0,19,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.5,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,32,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.833333,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.4,0,0,0.5,,0,0,,0,0,0,0.5,,0,0.5,,0,0,,1,,0,0,,0,0,0.333333,0,0.333333,0,0.333333,0,82,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.233333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,4,0,0,0,,0,0,,0,0,0,0.166667,,0,0.333333,,0,0.5,,0,,0,0,,0,0,0.2,0,0.4,0,0.4,0.333333,238,0,,1003320449,,北京大学,,,,,,0.166667
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.375,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2,0,0,0,,0,0,,0,0,0,0.25,,0,0,,0,0.75,,0,,0,0,,0,0,0,0,0.25,0,0.75,0,120,0,,1003320449,,北京大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.694444,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.75,7.4,0,0,0.55,,0,0.5,,0,0,0,0.4,,0,0.2,,0,0.4,,1,,0,0.25,,0,0,0.222222,0,0.611111,0,0.166667,0.727273,441,0,,1003320449,,北京大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.05,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.666667,4.7,0,0,0.375,,0,0,,0,0,0,0.375,,0,0.125,,0,0.5,,0,,0,0.5,,0,0,0.3,0,0.4,0,0.3,1,284,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1,0,0,0,,0,0,,0,0,0,0.666667,,0,0,,0,0.333333,,0,,0,0,,0,0,0,0,0,0,1,0,59,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.625,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.6,0,0,0.25,,0,0.25,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0.25,0,0.25,0,0.5,1,157,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.4,0,0,0.25,,0,0.5,,0,0,0,0.5,,0,0.25,,0,0.25,,0,,0,0,,0,0,0.2,0,0.4,0,0.4,1,142,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,2.9,0,0,0,,0,0,,0,0,0,0.4,,0,0,,0,0.6,,0,,0,0,,0,0,0.333333,0,0.5,0,0.166667,0.666667,174,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,4.2,0,0,0.4375,,0,0,,0,0,0,0.25,,0,0.25,,0,0.5,,1,,0,0.25,,0,0,0.25,0,0.625,0,0.125,0.6,250,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.8,0,0,0,,0,0,,0,0,0,0.25,,0,0.25,,0,0.5,,0,,0,0,,0,0,0.166667,0,0.5,0,0.333333,0.333333,110,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.7,0,0,0.166667,,0,0,,0,0,0,0.333333,,0,0.333333,,0,0.333333,,0.5,,0,0,,0,0,0,0,0.6,0,0.4,0.666667,223,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,1.8,0,0,0,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,0,,0,0,,0,0,0.4,0,0.6,0,0,0.333333,108,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.384615,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,6,0,0,0.583333,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,0.666667,,0,0.333333,,0,0,0.307692,0,0.461538,0,0.230769,0.5,359,0,,1003320449,,北京大学,,,,,,0
