playerId,playerName,teamId,leagueEventId,seasonId,stageType,gameMode,opponentId,对手,胜负,playerEnName,number,position,上场时间(秒),上场时间(分钟),scheduleId,gameStart,date,出场次数,首发次数,单场正负值百分位排名,单场正负值,球权使用率百分位排名,球权使用率,真实投篮命中率百分位排名,真实投篮命中率,助攻率百分位排名,助攻率,失误率百分位排名,失误率,抢断率,抢断率百分位排名,盖帽率,盖帽率百分位排名,进攻篮板率,进攻篮板率百分位排名,防守篮板率,防守篮板率百分位排名,防守投篮出手数,防守投篮未命中数,防守投篮被命中数,防守投篮命中率,时间段,_group
80546,陈怡静,1003320449,20005,200406,,2,1003320453,清华大学,1,Chen Yijing,21,PF,205,3.4,200050010977,0,2025-06-06,1,0,,-0.62,,0.375,,1,,0,,0.666667,0,,0,,0.25,,0.2,,0,0,0,,Q2,awayTeamPlayerList
32013,王雨桐,1003320449,20005,200406,,2,1003320453,清华大学,1,Wang Yutong,16,C,199,3.3,200050010977,1,2025-06-06,1,0,,-0.07,,0,,0,,0,,0,0,,0,,0,,0.142857,,0,0,0,,Q2,awayTeamPlayerList
80548,罗巧梅,1003320449,20005,200406,,2,1003320453,清华大学,1,Luo Qiaomei,7,PG,171,2.9,200050010977,0,2025-06-06,1,0,,-1.5,,0.2,,0,,0,,0.5,0,,0,,0,,0,,0,0,0,,Q2,awayTeamPlayerList
30230,安恒瑶,1003320449,20005,200406,,2,1003320453,清华大学,1,An Hengyao,6,C,75,1.3,200050010977,0,2025-06-06,1,0,,-0.38,,0.333333,,0,,0,,0,0,,0,,1,,0,,0,0,0,,Q2,awayTeamPlayerList
32064,王小青,1003320453,20005,200406,,2,1003320449,北京大学,2,Wang Xiaoqing,5,PG,600,10,200050010977,1,2025-06-06,1,0,51.03,2.17,23.2,0.155449,100,0.694444,46.4,0.285714,42.4,0.257732,0,0,0,0,0.111111,98.4,0.2,100,2,2,0,0,Q3,homeTeamPlayerList
32067,高梓悦,1003320453,20005,200406,,2,1003320449,北京大学,2,Gao Ziyue,16,C,600,10,200050010977,1,2025-06-06,1,0,49.2,1.96,50,0.160256,68.06,0.5,0,0,100,0,0,0,0.142857,100,0.111111,73.61,0.066667,4.86,6,3,3,0.5,Q3,homeTeamPlayerList
32071,张涛,1003320453,20005,200406,,2,1003320449,北京大学,2,Zhang Tao,11,PF,600,10,200050010977,1,2025-06-06,1,0,56.32,2.87,100,0.328526,88.51,0.564516,100,0.5,27.03,0.243902,0.048522,95.27,0,0,0.333333,100,0.066667,8.11,0,0,0,,Q3,homeTeamPlayerList
80514,王镘淋,1003320453,20005,200406,,2,1003320449,北京大学,2,Wang Manlin,9,PG,373,6.2,200050010977,0,2025-06-06,1,0,,0.56,,0.124378,,0.5,,0,,0,0,,0,,0,,0.111111,,0,0,0,,Q3,homeTeamPlayerList
40730,李嘉琳,1003320453,20005,200406,,2,1003320449,北京大学,2,Li Jialin,2,SF,248,4.1,200050010977,0,2025-06-06,1,0,,1.76,,0.214592,,0.75,,0.25,,0,0,,0,,0,,0,,0,0,0,,Q3,homeTeamPlayerList
32072,吴语桐,1003320453,20005,200406,,2,1003320449,北京大学,2,Wu Yutong,4,SG,227,3.8,200050010977,1,2025-06-06,1,0,,-1.61,,0.324324,,0.568182,,0,,0.694444,0,,0,,0,,0,,0,0,0,,Q3,homeTeamPlayerList
93035,李瑜婧,1003320453,20005,200406,,2,1003320449,北京大学,2,Li Yujing,21,SF,201,3.4,200050010977,1,2025-06-06,1,0,,-0.34,,0,,0,,0,,0,0,,0,,0,,0,,1,0,1,1,Q3,homeTeamPlayerList
92064,刘琦,1003320453,20005,200406,,2,1003320449,北京大学,2,Liu Qi,6,PF,151,2.5,200050010977,0,2025-06-06,1,0,,0.93,,0.333333,,0.5,,0,,0,0,,0.2,,0,,0,,2,1,1,0.5,Q3,homeTeamPlayerList
32013,王雨桐,1003320449,20005,200406,,2,1003320453,清华大学,1,Wang Yutong,16,C,600,10,200050010977,1,2025-06-06,1,0,61.79,3.55,31.25,0.144092,68.06,0.5,98.61,0.375,100,0,0.052929,99.31,0,0,0.133333,84.03,0,0,0,0,0,,Q3,awayTeamPlayerList
80550,伍湘琳,1003320449,20005,200406,,2,1003320453,清华大学,1,Wu Xianglin,10,PG,548,9.1,200050010977,1,2025-06-06,1,0,,0.93,,0.271739,,0.285714,,0,,0,0.13289,,0,,0.142857,,0,,0,0,0,,Q3,awayTeamPlayerList
32005,王家绘,1003320449,20005,200406,,2,1003320453,清华大学,1,Wang Jiahui,11,SF,507,8.5,200050010977,1,2025-06-06,1,0,,2.53,,0.383224,,0.546448,,0.2,,0.214592,0.061256,,0,,0.071429,,0.333333,,0,0,0,,Q3,awayTeamPlayerList
32006,李美潼,1003320449,20005,200406,,2,1003320453,清华大学,1,Li Meitong,13,PF,393,6.6,200050010977,1,2025-06-06,1,0,,1.6,,0.105932,,0.75,,0,,0,0,,0,,0,,0.2,,2,1,1,0.5,Q3,awayTeamPlayerList
32012,李若莹,1003320449,20005,200406,,2,1003320453,清华大学,1,Li Ruoying,31,SG,341,5.7,200050010977,0,2025-06-06,1,0,,-1.1,,0.14881,,0,,0,,0,0,,0,,0,,0,,1,1,0,0,Q3,awayTeamPlayerList
80548,罗巧梅,1003320449,20005,200406,,2,1003320453,清华大学,1,Luo Qiaomei,7,PG,217,3.6,200050010977,0,2025-06-06,1,0,,0.09,,0,,0,,0.25,,0,0,,0,,0,,0,,0,0,0,,Q3,awayTeamPlayerList
76061,赵婧涵,1003320449,20005,200406,,2,1003320453,清华大学,1,Zhao Jinghan,1,PF,207,3.5,200050010977,0,2025-06-06,1,0,,2.63,,0.387387,,0.872093,,0.333333,,0,0,,0,,0.25,,0,,2,0,2,1,Q3,awayTeamPlayerList
30097,钱媛媛,1003320449,20005,200406,,2,1003320453,清华大学,1,Qian Yuanyuan,3,PG,187,3.1,200050010977,1,2025-06-06,1,0,,-0.34,,0,,0,,0,,0,0,,0,,0,,0,,1,0,1,1,Q3,awayTeamPlayerList
32071,张涛,1003320453,20005,200406,,2,1003320449,北京大学,2,Zhang Tao,11,PF,600,10,200050010977,1,2025-06-06,1,0,53.23,2.42,4.05,0.083752,76.35,0.5,95.27,0.285714,100,0,0.061237,96.62,0,0,0,0,0.166667,81.76,3,1,2,0.666667,Q4,homeTeamPlayerList
40730,李嘉琳,1003320453,20005,200406,,2,1003320449,北京大学,2,Li Jialin,2,SF,600,10,200050010977,0,2025-06-06,1,0,26.54,-0.26,97.28,0.311558,24.49,0.336022,0,0,100,0,0,0,0,0,0.181818,100,0.166667,91.84,1,0,1,1,Q4,homeTeamPlayerList
80514,王镘淋,1003320453,20005,200406,,2,1003320449,北京大学,2,Wang Manlin,9,PG,600,10,200050010977,0,2025-06-06,1,0,39.13,1.01,56.8,0.20938,93.6,0.625,0,0,63.2,0.2,0,0,0,0,0.181818,100,0,0,0,0,0,,Q4,homeTeamPlayerList
32064,王小青,1003320453,20005,200406,,2,1003320449,北京大学,2,Wang Xiaoqing,5,PG,336,5.6,200050010977,1,2025-06-06,1,0,,-2.5,,0.372024,,0.333333,,0,,0.4,0,,0,,0,,0,,0,0,0,,Q4,homeTeamPlayerList
92064,刘琦,1003320453,20005,200406,,2,1003320449,北京大学,2,Liu Qi,6,PF,317,5.3,200050010977,0,2025-06-06,1,0,,1.69,,0.134409,,0.75,,0.2,,0,0,,0,,0,,0.5,,0,0,0,,Q4,homeTeamPlayerList
32067,高梓悦,1003320453,20005,200406,,2,1003320449,北京大学,2,Gao Ziyue,16,C,283,4.7,200050010977,1,2025-06-06,1,0,,-0.75,,0.111111,,0,,0,,1,0,,0,,0,,0.5,,1,0,1,1,Q4,homeTeamPlayerList
32072,吴语桐,1003320453,20005,200406,,2,1003320449,北京大学,2,Wu Yutong,4,SG,264,4.4,200050010977,1,2025-06-06,1,0,,1.55,,0.137931,,1.041667,,0,,0,0,,0,,0.25,,0,,0,0,0,,Q4,homeTeamPlayerList
80548,罗巧梅,1003320449,20005,200406,,2,1003320453,清华大学,1,Luo Qiaomei,7,PG,600,10,200050010977,0,2025-06-06,1,0,54.65,2.6,29.6,0.170068,100,0.833333,19.2,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,,Q4,awayTeamPlayerList
32005,王家绘,1003320449,20005,200406,,2,1003320453,清华大学,1,Wang Jiahui,11,SF,453,7.6,200050010977,1,2025-06-06,1,0,,2.74,,0.366569,,0.5,,1,,0.2,0.075415,,0.125,,0,,0.166667,,1,1,0,0,Q4,awayTeamPlayerList
31999,贾晋文,1003320449,20005,200406,,2,1003320453,清华大学,1,Jia Jinwen,4,C,434,7.2,200050010977,0,2025-06-06,1,0,,2.3,,0.297468,,0.930851,,0,,0,0,,0,,0,,0.142857,,1,1,0,0,Q4,awayTeamPlayerList
80546,陈怡静,1003320449,20005,200406,,2,1003320453,清华大学,1,Chen Yijing,21,PF,432,7.2,200050010977,0,2025-06-06,1,0,,0.92,,0.227848,,0.531915,,0,,0.347222,0.090498,,0,,0,,0,,2,0,2,1,Q4,awayTeamPlayerList
