_group,_seasonYear,_season,上场时间(秒),上场时间(分钟),出场次数,打法类型,得分,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,失误,有效命中率,篮下比重,中距离比重,三分比重,失误占比,造罚球回合数,造罚球占比,球衣号,球员ID,球员姓名,playerNameEn,date,主客场,胜负,opponentId,对手,赛事ID,scheduleId,gameStart,球队ID,球队名称,该打法占比
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,0,0,1,76061,赵婧涵,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,3,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,76061,赵婧涵,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,1,76061,赵婧涵,,2025-06-04,,,2010422544,华中科技大学,20005,200050010970,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,5,2.5,2,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,1,0.5,1,76061,赵婧涵,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,P&R-Ball-Handler,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,76061,赵婧涵,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Hand-Off,3,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,0,0,1,76061,赵婧涵,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,4,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,76061,赵婧涵,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,7,2.3333,3,2,2,0,0,0,0,1,1,0,0,1.166667,0.6667,0,0.3333,0,0,0,1,76061,赵婧涵,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,4,1.3333,3,1,1,0,1,1,0,0,0,0,1,1,0.5,0.5,0,0.3333,0,0,1,76061,赵婧涵,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,76061,赵婧涵,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,P&R-Ball-Handler,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2025-03-18,,,2010422337,山东理工大学,20005,200050010820,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,0,0,1,76061,赵婧涵,,2025-03-18,,,2010422337,山东理工大学,20005,200050010820,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,4,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5,1,76061,赵婧涵,,2025-03-16,,,1003320661,天津财经大学,20005,200050010808,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2025-03-16,,,1003320661,天津财经大学,20005,200050010808,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.5,0,0,1,76061,赵婧涵,,2025-03-16,,,1003320661,天津财经大学,20005,200050010808,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,76061,赵婧涵,,2025-03-16,,,1003320661,天津财经大学,20005,200050010808,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,0.4,5,1,1,0,1,0,1,3,0,3,0,0.2,0.2,0.2,0.6,0,0,0,1,76061,赵婧涵,,2025-03-14,,,1003320658,华北电力大学,20005,200050010796,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,76061,赵婧涵,,2025-03-14,,,1003320658,华北电力大学,20005,200050010796,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,5,1.6667,3,0,0,0,1,1,0,2,1,1,0,0.833333,0,0.3333,0.6667,0,0,0,1,76061,赵婧涵,,2025-03-14,,,1003320658,华北电力大学,20005,200050010796,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,3,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,0,0,1,76061,赵婧涵,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,76061,赵婧涵,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,76061,赵婧涵,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,4,0.8,5,4,2,2,0,0,0,0,0,0,1,0.5,1,0,0,0.2,0,0,1,76061,赵婧涵,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,2,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0,0,1,76061,赵婧涵,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,76061,赵婧涵,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,6,1.5,4,2,2,0,2,1,1,0,0,0,0,0.75,0.5,0.5,0,0,0,0,1,76061,赵婧涵,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,76061,赵婧涵,,2024-11-02,,,1003320453,清华大学,20005,200050010693,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,76061,赵婧涵,,2024-11-02,,,1003320453,清华大学,20005,200050010693,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2024-11-02,,,1003320453,清华大学,20005,200050010693,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2024-10-30,,,1003320451,北京科技大学,20005,200050010690,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,2,1,2,0,0,0,2,1,1,0,0,0,0,0.5,0,1,0,0,0,0,1,76061,赵婧涵,,2024-10-30,,,1003320451,北京科技大学,20005,200050010690,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2024-10-30,,,1003320451,北京科技大学,20005,200050010690,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,6,2,3,1,1,0,1,1,0,0,0,0,0,1,0.5,0.5,0,0,1,0.3333,1,76061,赵婧涵,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,76061,赵婧涵,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,4,1.3333,3,2,2,0,1,0,1,0,0,0,0,0.666667,0.6667,0.3333,0,0,0,0,1,76061,赵婧涵,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,4,2,2,1,1,0,1,1,0,0,0,0,0,1,0.5,0.5,0,0,0,0,1,76061,赵婧涵,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Post-Up,7,2.3333,3,2,2,0,1,1,0,0,0,0,0,1,0.6667,0.3333,0,0,0,0,1,76061,赵婧涵,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,1,3,0,0,0,1,0,1,2,1,1,0,0.5,0,0.3333,0.6667,0,0,0,1,76061,赵婧涵,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,76061,赵婧涵,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,4,2,2,1,1,0,1,1,0,0,0,0,0,1,0.5,0.5,0,0,0,0,1,76061,赵婧涵,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76061,赵婧涵,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,76061,赵婧涵,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,76061,赵婧涵,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,76061,赵婧涵,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,30097,钱媛媛,,2025-06-05,,,1003320452,北京师范大学,20005,200050010974,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,P&R-Ball-Handler,2,0.6667,3,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0.6667,0,0,3,30097,钱媛媛,,2025-06-05,,,1003320452,北京师范大学,20005,200050010974,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.5,3,30097,钱媛媛,,2025-06-05,,,1003320452,北京师范大学,20005,200050010974,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2025-06-05,,,1003320452,北京师范大学,20005,200050010974,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,30097,钱媛媛,,2025-06-05,,,1003320452,北京师范大学,20005,200050010974,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,30097,钱媛媛,,2025-06-04,,,2010422544,华中科技大学,20005,200050010970,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,30097,钱媛媛,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,0,0,3,30097,钱媛媛,,2025-06-03,,,2010422416,山西财经大学,20005,200050010966,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,4,0.8,5,1,1,0,1,1,0,1,0,1,2,0.666667,0.3333,0.3333,0.3333,0.4,0,0,3,30097,钱媛媛,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,0.75,4,1,0,1,0,0,0,2,1,1,1,0.5,0.3333,0,0.6667,0.25,0,0,3,30097,钱媛媛,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Put-Backs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,30097,钱媛媛,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,30097,钱媛媛,,2025-06-02,,,2010422538,武汉科技大学,20005,200050010958,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,30097,钱媛媛,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,1,3,0,0,0,2,0,2,1,1,0,0,0.5,0,0.6667,0.3333,0,0,0,3,30097,钱媛媛,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,30097,钱媛媛,,2025-06-01,,,2010422541,广西师范大学,20005,200050010947,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,1,2,1,1,0,0,0,0,1,0,1,0,0.5,0.5,0,0.5,0,0,0,3,30097,钱媛媛,,2025-03-18,,,2010422337,山东理工大学,20005,200050010820,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,6,2,3,0,0,0,0,0,0,3,2,1,0,1,0,0,1,0,0,0,3,30097,钱媛媛,,2025-03-18,,,2010422337,山东理工大学,20005,200050010820,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,0.6667,3,1,1,0,0,0,0,1,0,1,1,0.5,0.5,0,0.5,0.3333,0,0,3,30097,钱媛媛,,2025-03-14,,,1003320658,华北电力大学,20005,200050010796,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,0.6,5,0,0,0,0,0,0,5,1,4,0,0.3,0,0,1,0,0,0,3,30097,钱媛媛,,2025-03-14,,,1003320658,华北电力大学,20005,200050010796,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,30097,钱媛媛,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,P&R-Ball-Handler,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,30097,钱媛媛,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,0,0,3,1,0,1,0,0,0,2,0,2,0,0,0.3333,0,0.6667,0,0,0,3,30097,钱媛媛,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,30097,钱媛媛,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2025-03-13,,,1003320821,中国民航大学,20005,200050010789,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,2,1,2,1,1,0,0,0,0,1,0,1,0,0.5,0.5,0,0.5,0,0,0,3,30097,钱媛媛,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,6,1.5,4,0,0,0,0,0,0,4,2,2,0,0.75,0,0,1,0,0,0,3,30097,钱媛媛,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,30097,钱媛媛,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,30097,钱媛媛,,2025-03-11,,,2010422340,哈尔滨体育学院,20005,200050010783,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2024-11-02,,,1003320453,清华大学,20005,200050010693,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2024-11-02,,,1003320453,清华大学,20005,200050010693,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0.5,0,0.5,0,0,0,3,30097,钱媛媛,,2024-10-30,,,1003320451,北京科技大学,20005,200050010690,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,4,1.3333,3,2,2,0,1,0,1,0,0,0,0,0.666667,0.6667,0.3333,0,0,0,0,3,30097,钱媛媛,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,3,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,0,0,3,30097,钱媛媛,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,30097,钱媛媛,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,30097,钱媛媛,,2024-10-27,,,2010421733,北京工业大学,20005,200050010688,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,P&R-Ball-Handler,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,30097,钱媛媛,,2024-10-23,,,1003320452,北京师范大学,20005,200050010681,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,12,1.7143,7,4,3,1,0,0,0,2,2,0,1,1,0.6667,0,0.3333,0.1429,0,0,3,30097,钱媛媛,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,P&R-Ball-Handler,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,30097,钱媛媛,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,6,1.5,4,0,0,0,0,0,0,4,2,2,0,0.75,0,0,1,0,0,0,3,30097,钱媛媛,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,5,1.6667,3,1,1,0,0,0,0,1,1,0,1,1.25,0.5,0,0.5,0.3333,0,0,3,30097,钱媛媛,,2024-10-20,,,1003320454,中国人民大学,20005,200050010677,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Transition,3,0.75,4,0,0,0,0,0,0,2,1,1,2,0.75,0,0,1,0.5,0,0,3,30097,钱媛媛,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Spot-Up,5,1.25,4,0,0,0,1,1,0,3,1,2,0,0.625,0,0.25,0.75,0,0,0,3,30097,钱媛媛,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Off-Screen,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,30097,钱媛媛,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Cut,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,30097,钱媛媛,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
CUBAL一级联赛,2024,2024-25,,,,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,30097,钱媛媛,,2024-10-19,,,2010421729,北京体育大学,20005,200050010675,,1003320449,北京大学,
2024-25,2024,2024-25,,,,Transition,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,31999,贾晋文,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
2024-25,2024,2024-25,,,,Cut,7,1.4,5,1,1,0,1,1,0,0,0,0,1,1,0.5,0.5,0,0.2,2,0.4,4,31999,贾晋文,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
2024-25,2024,2024-25,,,,Put-Backs,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,31999,贾晋文,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
2024-25,2024,2024-25,,,,Miscellaneous,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,31999,贾晋文,,2025-06-06,,,1003320453,清华大学,20005,200050010977,,1003320449,北京大学,
