_group,_seasonYear,_season,球员ID,球员姓名,球队ID,赛事ID,赛季ID,stageType,gameMode,opponentId,对手,胜负,球员英文名,球衣号,位置,上场时间(秒),上场时间(分钟),scheduleId,gameStart,date,出场次数,首发次数,单场正负值百分位排名,单场正负值,回合占有率百分位排名,回合占有率,真实命中率百分位排名,真实命中率,助攻率百分位排名,助攻率,失误率百分位排名,失误率,抢断率,抢断率百分位排名,盖帽率,盖帽率百分位排名,进攻篮板率,进攻篮板率百分位排名,防守篮板率,防守篮板率百分位排名,护框尝试频率,护框成功频率,护框失败频率,护框时对手命中率
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,2010422416,山西财经大学,1,Wang Qiaorui,9,SG,1092,18.2,200050010966,0,2025-06-03,1,0,26.03,-0.31,12.23,0.14881,100,1,86.33,0.333333,0.72,0.666667,0,0,0,0,0,0,0,0,1,0,1,1
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,2010422544,华中科技大学,1,Wang Qiaorui,9,SG,447,7.5,200050010970,0,2025-06-04,1,0,,-0.12,,0.058824,,0,,0.25,,0,0,,0,,0,,0,,1,0,1,1
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,1003320452,北京师范大学,1,Wang Qiaorui,9,SG,324,5.4,200050010974,0,2025-06-05,1,0,,-0.67,,0.222222,,0,,0.333333,,0,0,,0,,0,,0,,0,0,0,
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,1003320453,清华大学,1,Wang Qiaorui,9,SG,298,5,200050010977,0,2025-06-06,1,0,,1.06,,0.105932,,0,,0,,0,0.112867,,0,,0,,0.111111,,0,0,0,
2023-24,2023,2023-24,32001,王乔睿,1003320449,20005,200267,,2,1003320493,西安交通大学,1,Wang Qiaorui,9,SG,2120,35.3,200050010627,0,2024-06-06,1,0,2.88,-5.26,26.72,0.17316,1.72,0.2,74.14,0.285714,6.03,0.375,0,0,0,0,0,0,0.1,62.07,0,0,0,
2023-24,2023,2023-24,32001,王乔睿,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Wang Qiaorui,9,SG,914,15.2,200050010634,0,2024-06-07,1,0,37.07,0.48,38.79,0.188917,100,1.5,100,1,0,0.666667,0,0,0,0,0.1,94.83,0,0,0,0,0,
2023-24,2023,2023-24,32001,王乔睿,1003320449,20005,200267,,2,1000120194,湖南师范大学,1,Wang Qiaorui,9,SG,2422,40.4,200050010648,0,2024-06-08,1,0,2.19,-5.62,86.21,0.264169,0,0.125,99.14,0.545455,27.59,0.272727,0,0,0,0,0,0,0.136364,85.34,2,2,0,0
2023-24,2023,2023-24,32001,王乔睿,1003320449,20005,200267,,2,1003320653,山西财经大学,1,Wang Qiaorui,9,SG,2142,35.7,200050010654,0,2024-06-09,1,0,95.52,11.2,0.86,0.10352,99.14,0.666667,78.45,0.294118,38.79,0.25,0.082873,100,0,0,0,0,0.071429,31.03,2,2,0,0
2023-24,2023,2023-24,32001,王乔睿,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Wang Qiaorui,9,SG,886,14.8,200050010667,0,2024-06-11,1,0,45.83,1.36,94.83,0.3125,42.24,0.375,100,0.666667,56.9,0.2,0,0,0,0,0,0,0.153846,92.24,2,2,0,0
2023-24,2023,2023-24,32001,王乔睿,1003320449,20005,200267,,2,1003320442,华中科技大学,1,Wang Qiaorui,9,SG,1846,30.8,200050010669,0,2024-06-29,1,0,37.07,0.48,70.69,0.225225,28.45,0.35,3.45,0.090909,100,0,0,0,0,0,0.04,51.72,0.076923,35.34,2,2,0,0
2023-24,2023,2023-24,32001,王乔睿,1003320449,20005,200267,,2,1003320452,北京师范大学,1,Wang Qiaorui,9,SG,2596,43.3,200050010671,0,2024-06-30,1,0,57.86,2.72,0,0.085034,100,1,85.34,0.333333,1.72,0.5,0,0,0,0,0,0,0.125,76.72,4,0,4,1
2022-23,2022,2022-23,32001,王乔睿,1003320449,20005,200069,,2,1003320780,上海交通大学,1,Wang Qiaorui,6,SG,1281,21.4,200050010395,1,2023-05-31,1,0,39.93,0.95,100,0.317677,94.74,0.619369,73.68,0.3,0,0.403226,0.049571,84.21,0,0,0,0,0.041667,15.79,0,0,0,
2022-23,2022,2022-23,32001,王乔睿,1003320449,20005,200069,,2,1003320442,华中科技大学,2,Wang Qiaorui,6,SG,1151,19.2,200050010396,1,2023-06-10,1,0,60.45,2.95,42.11,0.21199,63.16,0.451031,100,0.75,57.89,0.204918,0,0,0,0,0.095238,94.74,0.153846,84.21,0,0,0,
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,2010421733,北京工业大学,1,Wu Xianglin,10,PG,648,10.8,200050010688,0,2024-10-27,1,0,28.86,-0.02,80.8,0.243394,4,0.2,100,0.6,32.8,0.285714,0.046645,81.6,0,0,0,0,0,0,0,0,0,
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320451,北京科技大学,1,Wu Xianglin,10,PG,1290,21.5,200050010690,0,2024-10-30,1,0,75.46,5.58,7.2,0.126282,11.2,0.290698,95.2,0.5,92,0.126904,0.041142,72.8,0,0,0,0,0.09375,54.4,1,0,1,1
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320453,清华大学,2,Wu Xianglin,10,PG,1616,26.9,200050010693,0,2024-11-02,1,0,52.99,2.39,24.8,0.15753,3.2,0.1875,0.8,0.055556,63.2,0.2,0.073244,98.4,0,0,0,0,0.1,61.6,1,1,0,0
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,2010422340,哈尔滨体育学院,1,Wu Xianglin,10,PG,547,9.1,200050010783,1,2025-03-11,1,0,,2,,0.128645,,0.333333,,0.4,,0,0,,0,,0.2,,0.181818,,0,0,0,
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320821,中国民航大学,1,Wu Xianglin,10,PG,730,12.2,200050010789,1,2025-03-13,1,0,83.41,7.16,30.4,0.172018,99.2,0.666667,39.2,0.266667,100,0,0.040112,72,0,0,0.142857,99.2,0.230769,100,0,0,0,
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320658,华北电力大学,1,Wu Xianglin,10,PG,508,8.5,200050010796,1,2025-03-14,1,0,,5.91,,0.157895,,1.166667,,0.555556,,0,0,,0,,0,,0.166667,,0,0,0,
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320661,天津财经大学,1,Wu Xianglin,10,PG,1355,22.6,200050010808,1,2025-03-16,1,0,75.08,5.51,54.4,0.206522,92,0.571066,77.6,0.388889,62.4,0.202429,0.024526,36.8,0,0,0.0625,84,0.105263,68,1,1,0,0
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320452,北京师范大学,2,Wu Xianglin,10,PG,2249,37.5,200050010815,1,2025-03-17,1,0,65.99,4.09,87.2,0.255405,32.8,0.367647,95.2,0.5,64,0.19685,0.043892,78.4,0,0,0.029412,40.8,0.088235,48,1,0,1,1
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,2010422337,山东理工大学,1,Wu Xianglin,10,PG,2049,34.2,200050010820,1,2025-03-18,1,0,75.38,5.56,87.2,0.258402,40.8,0.387828,85.6,0.409091,97.6,0.10661,0.030107,51.2,0,0,0,0,0.108108,68.8,2,1,1,0.5
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,2010422541,广西师范大学,1,Wu Xianglin,10,PG,1316,21.9,200050010947,1,2025-06-01,1,0,71.16,4.82,24.8,0.157356,82.4,0.5,13.6,0.166667,100,0,0.025044,38.4,0,0,0.105263,98.4,0,0,1,0,1,1
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,2010422538,武汉科技大学,1,Wu Xianglin,10,PG,1085,18.1,200050010958,1,2025-06-02,1,0,59.74,3.32,33.6,0.176556,92,0.570776,7.2,0.125,97.6,0.102459,0.025226,38.4,0,0,0.08,93.6,0.052632,11.2,1,1,0,0
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,2010422416,山西财经大学,1,Wu Xianglin,10,PG,809,13.5,200050010966,1,2025-06-03,1,0,66.18,4.11,88.8,0.265589,89.6,0.54878,32,0.25,96,0.108696,0.04128,72.8,0,0,0.066667,88,0.076923,36.8,0,0,0,
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,2010422544,华中科技大学,1,Wu Xianglin,10,PG,1988,33.1,200050010970,1,2025-06-04,1,0,98.66,15.22,95.2,0.300779,82.4,0.496219,32,0.25,100,0.086356,0.122976,100,0,0,0.060606,82.4,0.068966,25.6,2,1,1,0.5
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320452,北京师范大学,1,Wu Xianglin,10,PG,2245,37.4,200050010974,1,2025-06-05,1,0,72.25,5.01,94.4,0.282642,57.6,0.430254,13.6,0.166667,100,0,0.014788,20.8,0,0,0.069767,88.8,0.090909,52,0,0,0,
2024-25,2024,2024-25,80550,伍湘琳,1003320449,20005,200406,,2,1003320453,清华大学,1,Wu Xianglin,10,PG,1506,25.1,200050010977,1,2025-06-06,1,0,65.6,4.05,95.2,0.299398,61.6,0.447427,2.4,0.083333,97.6,0.100604,0.064838,97.6,0,0,0.078947,93.6,0.068966,25.6,1,1,0,0
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,2010421733,北京工业大学,1,Wu Xianglin,10,SG,2716,45.3,200050010420,0,2024-01-22,1,0,61.1,3.16,7.76,0.146413,31.9,0.357143,12.93,0.130435,85.34,0.125,0.025259,51.72,0,0,0,0,0.0625,19.83,2,2,0,0
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320454,中国人民大学,1,Wu Xianglin,10,SG,3756,62.6,200050010425,0,2024-01-23,1,0,15.84,-1.84,57.76,0.206856,0,0,98.28,0.461538,23.28,0.285714,0.03259,73.28,0,0,0,0,0.05,12.07,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320452,北京师范大学,1,Wu Xianglin,10,SG,3920,65.3,200050010430,0,2024-01-25,1,0,1.69,-5.92,99.14,0.358707,8.62,0.27881,85.34,0.333333,46.55,0.218023,0.033351,73.28,0,0,0.047619,61.21,0.25,99.14,4,0,4,1
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320453,清华大学,2,Wu Xianglin,10,SG,2100,35,200050010432,0,2024-01-26,1,0,13.74,-2.16,81.03,0.242718,0,0.111111,25,0.166667,100,0,0.0379,79.31,0,0,0.045455,55.17,0.125,76.72,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,2010420380,东北师范大学,1,Wu Xianglin,10,SG,2240,37.3,200050010573,0,2024-05-04,1,0,72.32,4.62,86.21,0.26341,68.97,0.444444,40.52,0.2,63.79,0.181818,0.029336,60.34,0,0,0.052632,65.52,0.090909,50,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Wu Xianglin,10,SG,5404,90.1,200050010579,0,2024-05-05,1,0,100,34.4,14.66,0.16122,100,0.824873,9.48,0.111111,91.38,0.112613,0.040056,83.62,0,0,0,0,0.086957,48.28,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320819,吉林大学,1,Wu Xianglin,10,SG,1584,26.4,200050010591,0,2024-05-07,1,0,95.05,10.92,70.69,0.226684,93.1,0.571429,90.52,0.363636,100,0,0.039313,82.76,0,0,0,0,0,0,2,0,2,1
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320539,山东大学,1,Wu Xianglin,10,SG,1372,22.9,200050010599,0,2024-05-08,1,0,5.22,-4.06,8.62,0.148104,0,0,85.34,0.333333,56.9,0.2,0,0,0,0,0.05,62.07,0,0,2,2,0,0
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320545,中国海洋大学,1,Wu Xianglin,10,SG,1832,30.5,200050010606,0,2024-05-09,1,0,81.9,6.36,8.62,0.152332,7.76,0.255102,12.07,0.125,100,0,0.063329,98.28,0,0,0.058824,70.69,0.125,76.72,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320453,清华大学,2,Wu Xianglin,10,SG,1148,19.1,200050010614,0,2024-05-10,1,0,26.11,-0.62,93.97,0.290698,6.9,0.25,99.14,0.5,15.52,0.333333,0.052083,96.55,0,0,0,0,0.25,99.14,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320493,西安交通大学,1,Wu Xianglin,10,SG,1594,26.6,200050010627,0,2024-06-06,1,0,77.42,5.44,14.66,0.16129,12.93,0.3,19.83,0.142857,100,0,0.074221,100,0,0,0,0,0.055556,14.66,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Wu Xianglin,10,SG,1238,20.6,200050010634,0,2024-06-07,1,0,62.86,3.36,6.9,0.139925,20.69,0.333333,25,0.166667,100,0,0.053374,96.55,0,0,0.111111,95.69,0,0,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1000120194,湖南师范大学,1,Wu Xianglin,10,SG,1596,26.6,200050010648,0,2024-06-08,1,0,75.94,5.16,2.59,0.118483,0,0,100,0.666667,100,0,0.089326,100,0,0,0.0625,74.14,0,0,2,0,2,1
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320653,山西财经大学,1,Wu Xianglin,10,SG,2178,36.3,200050010654,0,2024-06-09,1,0,94.59,10.5,62.07,0.212665,31.9,0.357143,51.72,0.222222,46.55,0.222222,0.126582,100,0,0,0.0625,74.14,0.066667,23.28,0,0,0,
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Wu Xianglin,10,SG,1430,23.8,200050010667,0,2024-06-11,1,0,15.67,-1.88,43.1,0.19685,0,0,19.83,0.142857,56.9,0.2,0.044543,89.66,0,0,0.1,94.83,0.090909,50,2,2,0,0
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320442,华中科技大学,1,Wu Xianglin,10,SG,2264,37.7,200050010669,0,2024-06-29,1,0,50.74,1.88,84.48,0.251919,7.76,0.260417,3.45,0.090909,99.14,0.069252,0.050038,95.69,0,0,0.125,96.55,0.1,62.07,6,2,4,0.666667
2023-24,2023,2023-24,80550,伍湘琳,1003320449,20005,200267,,2,1003320452,北京师范大学,1,Wu Xianglin,10,SG,5868,97.8,200050010671,0,2024-06-30,1,0,77.75,5.52,93.97,0.309992,53.45,0.412437,0,0,100,0,0.023596,45.69,0,0,0.038462,45.69,0.047619,10.34,0,0,0,
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010421729,北京体育大学,1,Wang Jiahui,11,SF,1131,18.9,200050010675,1,2024-10-19,1,0,98.06,14.35,91.84,0.278879,100,0.750653,68.03,0.2,97.96,0.061275,0.047511,91.84,0.125,100,0.26087,100,0.291667,100,3,1,2,0.666667
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320454,中国人民大学,1,Wang Jiahui,11,SF,731,12.2,200050010677,1,2024-10-20,1,0,92.69,9.96,82.31,0.24821,100,0.78125,55.78,0.181818,100,0,0.072464,100,0,0,0.111111,93.88,0.333333,100,2,1,1,0.5
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320452,北京师范大学,1,Wang Jiahui,11,SF,2223,37.1,200050010681,1,2024-10-23,1,0,42.53,1.36,99.32,0.341509,97.96,0.62095,4.76,0.052632,4.76,0.372629,0.038551,79.59,0.028571,91.84,0.107143,93.2,0.184211,95.92,9,1,8,0.888889
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010421733,北京工业大学,1,Wang Jiahui,11,SF,682,11.4,200050010688,0,2024-10-27,1,0,87.69,8.17,100,0.34965,100,0.857143,99.32,0.444444,83.67,0.125,0.097135,100,0,0,0.2,100,0.266667,100,0,0,0,
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320451,北京科技大学,1,Wang Jiahui,11,SF,1414,23.6,200050010690,1,2024-10-30,1,0,84.56,7.39,63.95,0.21896,95.24,0.590129,23.13,0.117647,5.44,0.349162,0.093808,100,0,0,0.192308,100,0.216216,97.96,2,0,2,1
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320453,清华大学,2,Wang Jiahui,11,SF,1967,32.8,200050010693,1,2024-11-02,1,0,94.27,10.86,63.95,0.218642,100,0.648907,55.1,0.176471,59.86,0.170068,0.061358,97.96,0,0,0.166667,100,0.258065,99.32,5,0,5,1
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010422340,哈尔滨体育学院,1,Wang Jiahui,11,SF,328,5.5,200050010783,1,2025-03-11,1,0,,3.39,,0.288184,,1,,0.666667,,0.25,0,,0,,0,,0.142857,,1,0,1,1
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320821,中国民航大学,1,Wang Jiahui,11,SF,920,15.3,200050010789,1,2025-03-13,1,0,95.93,11.88,72.11,0.233209,97.28,0.611111,98.64,0.411765,91.84,0.1,0.128493,100,0,0,0.117647,95.92,0.266667,100,0,0,0,
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320658,华北电力大学,1,Wang Jiahui,11,SF,612,10.2,200050010796,1,2025-03-14,1,0,87.37,8.06,11.56,0.130435,100,0.666667,40.14,0.153846,100,0,0.214477,100,0,0,0.166667,100,0.142857,85.71,3,3,0,0
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320661,天津财经大学,1,Wang Jiahui,11,SF,1389,23.2,200050010808,1,2025-03-16,1,0,78.91,6.19,82.31,0.24883,40.14,0.39185,76.87,0.230769,100,0,0.047032,91.16,0,0,0.238095,100,0.285714,100,0,0,0,
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320452,北京师范大学,2,Wang Jiahui,11,SF,2108,35.1,200050010815,1,2025-03-17,1,0,73.74,5.26,42.86,0.180258,97.96,0.611888,99.32,0.454545,69.39,0.14881,0.015177,23.13,0,0,0.03125,28.57,0.125,76.87,10,6,4,0.4
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010422337,山东理工大学,1,Wang Jiahui,11,SF,1810,30.2,200050010820,1,2025-03-18,1,0,77.02,5.86,97.28,0.31518,100,0.634518,93.2,0.333333,19.05,0.275735,0,0,0.111111,100,0.111111,93.88,0.25,99.32,6,4,2,0.333333
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010422541,广西师范大学,1,Wang Jiahui,11,SF,1460,24.3,200050010947,1,2025-06-01,1,0,96.7,12.53,95.24,0.291695,100,0.633333,97.28,0.375,88.44,0.117647,0.070225,100,0.05,98.64,0.173913,100,0.318182,100,5,2,3,0.6
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010422538,武汉科技大学,1,Wang Jiahui,11,SF,1187,19.8,200050010958,1,2025-06-02,1,0,99.38,17.57,91.16,0.273011,100,0.678571,83.67,0.266667,100,0,0.122042,100,0.235294,100,0.133333,97.96,0.181818,95.24,3,2,1,0.333333
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010422416,山西财经大学,1,Wang Jiahui,11,SF,1637,27.3,200050010966,1,2025-06-03,1,0,85.18,7.59,100,0.362624,53.06,0.430162,55.1,0.176471,40.82,0.201939,0.139495,100,0,0,0.193548,100,0.142857,85.71,0,0,0,
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,2010422544,华中科技大学,1,Wang Jiahui,11,SF,2045,34.1,200050010970,1,2025-06-04,1,0,53.1,2.4,95.24,0.292596,78.23,0.497658,34.69,0.142857,19.73,0.259965,0.043892,87.07,0,0,0.027778,24.49,0.125,76.87,6,5,1,0.166667
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320452,北京师范大学,1,Wang Jiahui,11,SF,2305,38.4,200050010974,1,2025-06-05,1,0,58.51,3.15,100,0.354721,53.74,0.431034,12.24,0.090909,71.43,0.147059,0.042497,84.35,0,0,0,0,0.225806,98.64,4,2,2,0.5
2024-25,2024,2024-25,32005,王家绘,1003320449,20005,200406,,2,1003320453,清华大学,1,Wang Jiahui,11,SF,1837,30.6,200050010977,1,2025-06-06,1,0,65.39,4.02,100,0.366775,36.73,0.382883,97.28,0.352941,53.06,0.183824,0.032625,72.11,0.04,96.6,0.026316,20.41,0.25,99.32,3,3,0,0
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,2010421733,北京工业大学,1,Wang Jiahui,11,SF,1810,30.2,200050010420,1,2024-01-22,1,0,99.62,18.64,96.72,0.302064,68.85,0.465839,22.13,0.117647,100,0,0.136663,100,0,0,0.1875,99.18,0.5,100,2,0,2,1
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320454,中国人民大学,1,Wang Jiahui,11,SF,5512,91.9,200050010425,1,2024-01-23,1,0,99.6,18.6,76.23,0.250339,36.89,0.39185,86.07,0.263158,75.41,0.135501,0.04436,90.16,0.045455,99.18,0.076923,81.97,0.190476,95.9,16,12,4,0.25
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Wang Jiahui,11,SF,4276,71.3,200050010427,1,2024-01-24,1,0,92.45,9.44,97.54,0.321543,10.66,0.272727,32.79,0.133333,90.16,0.083333,0.063888,95.9,0,0,0.3125,100,0.380952,100,4,0,4,1
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320452,北京师范大学,1,Wang Jiahui,11,SF,8544,142.4,200050010430,1,2024-01-25,1,0,100,44.92,81.97,0.260094,80.33,0.495825,97.54,0.375,75.41,0.135379,0.087099,100,0.027778,94.26,0.111111,95.08,0.088235,31.97,24,20,4,0.166667
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320453,清华大学,2,Wang Jiahui,11,SF,4104,68.4,200050010432,1,2024-01-26,1,0,93.35,9.84,97.54,0.325482,63.93,0.448029,0,0,90.98,0.082237,0.032819,71.31,0.047619,100,0.046512,53.28,0.21875,97.54,4,4,0,0
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,2010420380,东北师范大学,1,Wang Jiahui,11,SF,1160,19.3,200050010573,1,2024-05-04,1,0,99.48,18.04,7.38,0.123033,100,0.872093,90.16,0.307692,100,0,0.126796,100,0,0,0.142857,98.36,0.571429,100,0,0,0,
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Wang Jiahui,11,SF,4424,73.7,200050010579,1,2024-05-05,1,0,100,54.68,70.49,0.241741,100,0.818182,86.89,0.266667,90.16,0.083333,0.048003,91.8,0.058824,100,0.090909,90.16,0.428571,100,16,12,4,0.25
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320819,吉林大学,1,Wang Jiahui,11,SF,1208,20.1,200050010591,1,2024-05-07,1,0,99.45,17.62,50,0.198614,97.54,0.595238,14.75,0.1,71.31,0.145349,0.174444,100,0.25,100,0.294118,100,0.428571,100,6,4,2,0.333333
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320539,山东大学,1,Wang Jiahui,11,SF,2058,34.3,200050010599,1,2024-05-08,1,0,99.98,26.64,57.38,0.217252,94.26,0.55668,95.08,0.357143,88.52,0.091912,0.165795,100,0,0,0.086957,89.34,0.3125,100,6,6,0,0
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320545,中国海洋大学,1,Wang Jiahui,11,SF,3298,55,200050010606,1,2024-05-09,1,0,99.98,25.44,45.9,0.192412,90.16,0.532787,98.36,0.384615,72.13,0.140845,0.067975,98.36,0.041667,99.18,0.121212,97.54,0.257143,100,10,6,4,0.4
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320453,清华大学,2,Wang Jiahui,11,SF,4154,69.2,200050010614,1,2024-05-10,1,0,99.02,15.6,9.84,0.141667,19.67,0.337838,74.59,0.235294,50.82,0.183824,0.091572,100,0,0,0.028571,22.95,0.117647,59.02,14,6,8,0.571429
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320493,西安交通大学,1,Wang Jiahui,11,SF,2370,39.5,200050010627,1,2024-06-06,1,0,100,38.5,47.54,0.196078,100,0.85,41.8,0.153846,100,0,0.180266,100,0,0,0.086957,89.34,0.277778,100,4,2,2,0.5
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Wang Jiahui,11,SF,3394,56.6,200050010634,1,2024-06-07,1,0,99.95,23.8,77.05,0.252921,86.07,0.520833,18.85,0.111111,99.18,0.057737,0.098545,100,0.090909,100,0.178571,99.18,0.121212,63.93,6,4,2,0.333333
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1000120194,湖南师范大学,1,Wang Jiahui,11,SF,1840,30.7,200050010648,1,2024-06-08,1,0,98.79,14.76,97.54,0.320388,100,0.759109,100,0.6,60.66,0.16835,0.037707,80.33,0.0625,100,0.055556,63.93,0.333333,100,2,2,0,0
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320653,山西财经大学,1,Wang Jiahui,11,SF,2202,36.7,200050010654,1,2024-06-09,1,0,98.9,15.06,48.36,0.197433,100,0.833333,86.89,0.272727,22.13,0.25,0.089286,100,0,0,0,0,0.272727,100,4,2,2,0.5
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Wang Jiahui,11,SF,3804,63.4,200050010667,1,2024-06-11,1,0,99.45,17.72,74.59,0.247878,97.54,0.591716,86.89,0.277778,32.79,0.228311,0.051822,92.62,0.04,98.36,0.115385,96.72,0.142857,82.79,6,2,4,0.666667
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320442,华中科技大学,1,Wang Jiahui,11,SF,3634,60.6,200050010669,1,2024-06-29,1,0,75.94,5.16,90.16,0.276255,61.48,0.442708,38.52,0.142857,16.39,0.267176,0.029742,69.67,0.088235,100,0.133333,98.36,0.125,74.59,12,6,6,0.5
2023-24,2023,2023-24,32005,王家绘,1003320449,20005,200267,,2,1003320452,北京师范大学,1,Wang Jiahui,11,SF,6760,112.7,200050010671,1,2024-06-30,1,0,99.95,23.88,95.9,0.296961,100,0.704225,54.92,0.181818,54.92,0.174419,0,0,0,0,0.041667,45.08,0.217391,97.54,4,0,4,1
2022-23,2022,2022-23,32005,王家绘,1003320449,20005,200069,,2,1003320780,上海交通大学,1,Wang Jiahui,11,SF,1396,23.3,200050010395,1,2023-05-31,1,0,82.09,6.25,68.42,0.215395,47.37,0.353357,42.11,0.142857,78.95,0.15015,0.058263,89.47,0.041667,89.47,0.105263,94.74,0.333333,100,3,2,1,0.333333
2022-23,2022,2022-23,32005,王家绘,1003320449,20005,200069,,2,1003320442,华中科技大学,2,Wang Jiahui,11,SF,2492,41.5,200050010396,1,2023-06-10,1,0,95.52,10.01,10.53,0.111194,26.32,0.303644,89.47,0.333333,63.16,0.16835,0.05723,89.47,0.075472,100,0.033333,42.11,0.181818,94.74,8,6,2,0.25
