_group,_seasonYear,_season,球员ID,球员姓名,球队ID,赛事ID,赛季ID,stageType,gameMode,opponentId,对手,胜负,球员英文名,球衣号,位置,上场时间(秒),上场时间(分钟),scheduleId,gameStart,date,出场次数,首发次数,单场正负值百分位排名,单场正负值,回合占有率百分位排名,回合占有率,真实命中率百分位排名,真实命中率,助攻率百分位排名,助攻率,失误率百分位排名,失误率,抢断率,抢断率百分位排名,盖帽率,盖帽率百分位排名,进攻篮板率,进攻篮板率百分位排名,防守篮板率,防守篮板率百分位排名,护框尝试频率,护框成功频率,护框失败频率,护框时对手命中率
2024-25,2024,2024-25,92972,蔡雨昕,1003320449,20005,200406,,2,2010422337,山东理工大学,1,Cai Yuxin,5,SG,116,1.9,200050010820,0,2025-03-18,1,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,1,1,0,0
2023-24,2023,2023-24,92972,蔡雨昕,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Cai Yuxin,15,PG,2340,39,200050010427,0,2024-01-24,1,0,15.84,-1.84,57.84,0.214602,28.43,0.347222,42.16,0.25,47.06,0.257732,0,0,0,0,0,0,0.125,87.25,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,2010421729,北京体育大学,1,An Hengyao,6,C,1092,18.2,200050010675,0,2024-10-19,1,0,76.14,5.71,59.03,0.180578,100,0.75,72.92,0.153846,81.25,0.111111,0,0,0.058824,91.67,0.190476,98.61,0.076923,10.42,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,1003320454,中国人民大学,1,An Hengyao,6,C,689,11.5,200050010677,0,2024-10-20,1,0,49.29,1.97,98.61,0.311083,84.72,0.571066,52.08,0.111111,43.06,0.202429,0.041102,96.53,0,0,0.090909,59.03,0.1,24.31,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,1003320452,北京师范大学,1,An Hengyao,6,C,378,6.3,200050010681,0,2024-10-23,1,0,,1.01,,0.066845,,1,,0,,0,0,,0,,0.25,,0,,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,2010421733,北京工业大学,1,An Hengyao,6,C,762,12.7,200050010688,0,2024-10-27,1,0,21.85,-0.76,50.69,0.163978,15.97,0.307377,0,0,100,0,0,0,0,0,0.071429,36.81,0.071429,6.94,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,1003320453,清华大学,2,An Hengyao,6,C,667,11.1,200050010693,0,2024-11-02,1,0,34.36,0.55,30.56,0.143062,96.53,0.666667,0,0,23.61,0.25,0,0,0,0,0.076923,43.75,0.166667,72.22,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,2010422541,广西师范大学,1,An Hengyao,6,C,338,5.6,200050010947,0,2025-06-01,1,0,,-0.55,,0.083333,,0,,0,,0,0,,0,,0,,0,,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,2010422538,武汉科技大学,1,An Hengyao,6,C,600,10,200050010958,0,2025-06-02,1,0,54.14,2.55,2.08,0.066667,100,1,52.08,0.111111,100,0,0,0,0,0,0.083333,50.69,0.0625,3.47,2,1,1,0.5
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,2010422416,山西财经大学,1,An Hengyao,6,C,798,13.3,200050010966,0,2025-06-03,1,0,25.84,-0.33,59.03,0.178531,25,0.347222,0,0,11.81,0.316456,0,0,0,0,0.1875,98.61,0.315789,100,6,6,0,0
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,2010422544,华中科技大学,1,An Hengyao,6,C,803,13.4,200050010970,0,2025-06-04,1,0,31.99,0.27,75.69,0.205251,92.36,0.614754,0,0,15.28,0.290698,0,0,0,0,0.176471,97.22,0,0,0,0,0,
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,1003320452,北京师范大学,1,An Hengyao,6,C,870,14.5,200050010974,0,2025-06-05,1,0,43.51,1.43,2.78,0.067723,100,1.06383,70.83,0.142857,100,0,0,0,0,0,0.157895,93.06,0.1,24.31,3,1,2,0.666667
2024-25,2024,2024-25,30230,安恒瑶,1003320449,20005,200406,,2,1003320453,清华大学,1,An Hengyao,6,C,349,5.8,200050010977,0,2025-06-06,1,0,,-0.22,,0.144092,,0,,0,,0,0,,0,,0.25,,0.181818,,1,1,0,0
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,2010421733,北京工业大学,1,An Hengyao,6,C,918,15.3,200050010420,0,2024-01-22,1,0,83.28,6.68,100,0.428571,100,1,76.92,0.142857,60.68,0.166667,0,0,0,0,0,0,0,0,2,2,0,0
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320454,中国人民大学,1,An Hengyao,6,C,2304,38.4,200050010425,0,2024-01-23,1,0,38.8,0.6,35.9,0.15949,100,1,0,0,0.85,0.5,0,0,0,0,0.125,92.31,0.2,90.6,4,0,4,1
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320451,北京科技大学,1,An Hengyao,6,C,3356,55.9,200050010427,0,2024-01-24,1,0,91,8.88,34.19,0.157468,72.65,0.520833,0,0,23.08,0.257732,0.04239,94.02,0,0,0.083333,55.56,0.25,98.29,8,4,4,0.5
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320452,北京师范大学,1,An Hengyao,6,C,2260,37.7,200050010430,0,2024-01-25,1,0,41.4,0.88,6.84,0.09542,64.1,0.5,0,0,100,0,0,0,0,0,0,0,0.2,90.6,8,0,8,1
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320453,清华大学,2,An Hengyao,6,C,990,16.5,200050010432,0,2024-01-26,1,0,15.17,-1.96,14.53,0.118483,0,0,100,0.5,0.85,0.5,0,0,0,0,0,0,0,0,2,2,0,0
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,2010420380,东北师范大学,1,An Hengyao,6,C,1496,24.9,200050010573,0,2024-05-04,1,0,54.98,2.36,19.66,0.133333,99.15,0.666667,36.75,0.090909,25.64,0.25,0,0,0.166667,100,0,0,0.090909,11.97,4,4,0,0
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320451,北京科技大学,1,An Hengyao,6,C,1936,32.3,200050010579,0,2024-05-05,1,0,40.88,0.84,23.08,0.139925,64.1,0.5,36.75,0.090909,8.55,0.333333,0,0,0,0,0.333333,100,0.166667,64.1,0,0,0,
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320819,吉林大学,1,An Hengyao,6,C,1770,29.5,200050010591,1,2024-05-07,1,0,93.04,9.66,64.1,0.192731,100,0.833333,67.52,0.125,74.36,0.142857,0.031001,86.32,0,0,0,0,0.083333,7.69,2,2,0,0
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320539,山东大学,1,An Hengyao,6,C,2250,37.5,200050010599,0,2024-05-08,1,0,79.01,5.78,23.93,0.144265,51.28,0.459559,94.87,0.222222,67.52,0.15528,0,0,0.066667,94.02,0.055556,29.06,0.222222,95.73,14,8,6,0.428571
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320545,中国海洋大学,1,An Hengyao,6,C,748,12.5,200050010606,0,2024-05-09,1,0,81.01,6.16,19.66,0.131579,100,1,100,0.4,100,0,0,0,0,0,0,0,0.285714,100,0,0,0,
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320453,清华大学,2,An Hengyao,6,C,810,13.5,200050010614,0,2024-05-10,1,0,30.2,-0.22,100,0.340136,4.27,0.25,100,0.333333,100,0,0,0,0,0,0,0,0.25,98.29,4,2,2,0.5
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320493,西安交通大学,1,An Hengyao,6,C,1756,29.3,200050010627,0,2024-06-06,1,0,82.18,6.42,4.27,0.078288,13.68,0.333333,90.6,0.1875,100,0,0.028571,82.05,0.090909,98.29,0,0,0.133333,39.32,8,6,2,0.25
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320780,上海交通大学,1,An Hengyao,6,C,436,7.3,200050010634,0,2024-06-07,1,0,,0.4,,0,,0,,0,,0,0,,0,,0,,0.666667,,0,0,0,
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1000120194,湖南师范大学,1,An Hengyao,6,C,854,14.2,200050010648,0,2024-06-08,1,0,54.05,2.26,85.47,0.230769,99.15,0.666667,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320653,山西财经大学,1,An Hengyao,6,C,1364,22.7,200050010654,0,2024-06-09,1,0,64.82,3.6,82.05,0.224265,100,0.773196,0,0,45.3,0.204918,0,0,0,0,0.222222,100,0.181818,76.07,2,2,0,0
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320780,上海交通大学,1,An Hengyao,6,C,516,8.6,200050010667,0,2024-06-11,1,0,,2.68,,0.295858,,1,,0,,0,0,,0,,0,,0,,0,0,0,
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320442,华中科技大学,1,An Hengyao,6,C,1254,20.9,200050010669,0,2024-06-29,1,0,56.98,2.6,1.71,0.060256,76.07,0.531915,93.16,0.2,100,0,0,0,0,0,0.117647,84.62,0,0,8,4,4,0.5
2023-24,2023,2023-24,30230,安恒瑶,1003320449,20005,200267,,2,1003320452,北京师范大学,1,An Hengyao,6,C,264,4.4,200050010671,0,2024-06-30,1,0,,-2.2,,0.265957,,0,,0,,0,0,,0,,0,,0,,0,0,0,
2024-25,2024,2024-25,80548,罗巧梅,1003320449,20005,200406,,2,2010422541,广西师范大学,1,Luo Qiaomei,7,PG,1150,19.2,200050010947,0,2025-06-01,1,0,41.36,1.23,24,0.155971,1.6,0.142857,48,0.294118,100,0,0.029718,50.4,0,0,0,0,0.095238,54.4,1,0,1,1
2024-25,2024,2024-25,80548,罗巧梅,1003320449,20005,200406,,2,2010422538,武汉科技大学,1,Luo Qiaomei,7,PG,1470,24.5,200050010958,0,2025-06-02,1,0,68.52,4.46,10.4,0.137363,12.8,0.3,85.6,0.413793,8,0.444444,0.039523,70.4,0,0,0,0,0.114286,76,0,0,0,
2024-25,2024,2024-25,80548,罗巧梅,1003320449,20005,200406,,2,2010422416,山西财经大学,1,Luo Qiaomei,7,PG,1087,18.1,200050010966,1,2025-06-03,1,0,91.8,9.54,8,0.133097,100,1,89.6,0.461538,79.2,0.166667,0.060167,96,0,0,0.1,97.6,0,0,0,0,0,
2024-25,2024,2024-25,80548,罗巧梅,1003320449,20005,200406,,2,2010422544,华中科技大学,1,Luo Qiaomei,7,PG,1267,21.1,200050010970,0,2025-06-04,1,0,7.37,-3.05,2.4,0.09992,0,0,10.4,0.153846,12,0.4,0.023596,33.6,0,0,0,0,0,0,2,0,2,1
2024-25,2024,2024-25,80548,罗巧梅,1003320449,20005,200406,,2,1003320452,北京师范大学,1,Luo Qiaomei,7,PG,1123,18.7,200050010974,0,2025-06-05,1,0,40.19,1.12,0,0.050352,0,0,41.6,0.272727,100,0,0.028828,48.8,0,0,0,0,0.066667,25.6,0,0,0,
2024-25,2024,2024-25,80548,罗巧梅,1003320449,20005,200406,,2,1003320453,清华大学,1,Luo Qiaomei,7,PG,1299,21.7,200050010977,0,2025-06-06,1,0,62.09,3.59,10.4,0.137161,92.8,0.595238,32,0.25,86.4,0.145349,0.022767,32,0,0,0.04,56.8,0.038462,5.6,0,0,0,
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,2010421733,北京工业大学,1,Luo Qiaomei,7,SG,2878,48,200050010420,0,2024-01-22,1,0,100,40.3,5.17,0.124498,100,0.873656,87.07,0.344828,100,0,0.170209,100,0,0,0.1875,100,0.058824,17.24,4,4,0,0
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320454,中国人民大学,1,Luo Qiaomei,7,SG,4568,76.1,200050010425,0,2024-01-23,1,0,100,49.6,88.79,0.278146,97.41,0.611888,89.66,0.352941,77.59,0.14881,0.13421,100,0,0,0.235294,100,0.1875,96.55,0,0,0,
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Luo Qiaomei,7,SG,3160,52.7,200050010427,0,2024-01-24,1,0,51.95,2.04,0.86,0.105932,0,0,97.41,0.416667,0,0.666667,0,0,0,0,0,0,0.1875,96.55,0,0,0,
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320453,清华大学,2,Luo Qiaomei,7,SG,2264,37.7,200050010432,0,2024-01-26,1,0,8.29,-3.24,5.17,0.126135,0,0,93.1,0.375,5.17,0.4,0,0,0,0,0.142857,98.28,0.136364,85.34,2,0,2,1
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,2010420380,东北师范大学,1,Luo Qiaomei,7,SG,2560,42.7,200050010573,1,2024-05-04,1,0,99.93,23.5,62.07,0.212294,100,0.675676,48.28,0.217391,34.48,0.252525,0.124714,100,0,0,0.2,100,0.052632,12.93,2,2,0,0
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Luo Qiaomei,7,SG,4056,67.6,200050010579,1,2024-05-05,1,0,100,48.04,68.97,0.223642,100,0.686275,81.03,0.307692,95.69,0.089286,0.128215,100,0,0,0.041667,51.72,0,0,8,8,0,0
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320819,吉林大学,1,Luo Qiaomei,7,SG,2590,43.2,200050010591,0,2024-05-07,1,0,99.88,20.76,81.03,0.243811,99.14,0.666667,23.28,0.157895,99.14,0.076923,0.068038,100,0,0,0.1,94.83,0.136364,85.34,2,2,0,0
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320539,山东大学,1,Luo Qiaomei,7,SG,1756,29.3,200050010599,1,2024-05-08,1,0,94.81,10.74,77.59,0.236345,100,0.714286,40.52,0.2,46.55,0.222222,0.061789,97.41,0,0,0,0,0.111111,70.69,4,4,0,0
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320545,中国海洋大学,1,Luo Qiaomei,7,SG,3074,51.2,200050010606,1,2024-05-09,1,0,98.4,13.86,62.07,0.211209,77.59,0.487988,34.48,0.181818,99.14,0.069832,0.054835,97.41,0,0,0.09375,91.38,0,0,2,0,2,1
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320453,清华大学,2,Luo Qiaomei,7,SG,3772,62.9,200050010614,1,2024-05-10,1,0,56.79,2.58,89.66,0.280389,82.76,0.50813,68.97,0.272727,23.28,0.289017,0,0,0.027027,96.55,0.057143,70.69,0.25,99.14,0,0,0,
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320493,西安交通大学,1,Luo Qiaomei,7,SG,1960,32.7,200050010627,1,2024-06-06,1,0,89.97,8.5,77.59,0.238095,92.24,0.5625,56.03,0.235294,56.9,0.2,0.050942,96.55,0,0,0.0625,74.14,0.266667,100,0,0,0,
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Luo Qiaomei,7,SG,2836,47.3,200050010634,1,2024-06-07,1,0,86.9,7.54,77.59,0.237197,98.28,0.631769,40.52,0.2,48.28,0.213068,0.023153,42.24,0,0,0.041667,51.72,0.090909,50,2,2,0,0
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1000120194,湖南师范大学,1,Luo Qiaomei,7,SG,2504,41.7,200050010648,1,2024-06-08,1,0,75.75,5.14,83.62,0.25,92.24,0.563063,23.28,0.153846,34.48,0.252525,0.026846,54.31,0,0,0.142857,98.28,0.15,92.24,4,4,0,0
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320653,山西财经大学,1,Luo Qiaomei,7,SG,1936,32.3,200050010654,1,2024-06-09,1,0,100,30.04,100,0.38125,100,0.751366,95.69,0.4,100,0,0.110497,100,0,0,0.090909,89.66,0.181818,96.55,0,0,0,
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Luo Qiaomei,7,SG,3562,59.4,200050010667,1,2024-06-11,1,0,99.43,17.5,88.79,0.276207,97.41,0.609756,99.14,0.5,48.28,0.21322,0.054645,97.41,0,0,0.04,51.72,0.05,12.07,4,0,4,1
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320442,华中科技大学,1,Luo Qiaomei,7,SG,4002,66.7,200050010669,1,2024-06-29,1,0,99.95,24.88,61.21,0.209843,100,0.78329,92.24,0.368421,25,0.281426,0.054745,97.41,0,0,0.065217,75.86,0.153846,92.24,2,0,2,1
2023-24,2023,2023-24,80548,罗巧梅,1003320449,20005,200267,,2,1003320452,北京师范大学,1,Luo Qiaomei,7,SG,8380,139.7,200050010671,1,2024-06-30,1,0,98.31,13.68,18.97,0.167042,13.79,0.303644,51.72,0.222222,68.97,0.16835,0.047762,94.83,0,0,0.060606,73.28,0.166667,93.97,4,4,0,0
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,2010421729,北京体育大学,1,Wang Siyao,8,SG,920,15.3,200050010675,0,2024-10-19,1,0,57.38,3.01,90.65,0.30625,63.31,0.464684,5.76,0.090909,95.68,0.085034,0.033201,58.99,0,0,0,0,0.142857,90.65,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320454,中国人民大学,1,Wang Siyao,8,SG,958,16,200050010677,0,2024-10-20,1,0,62.58,3.65,66.19,0.226398,35.25,0.380711,83.45,0.3125,53.96,0.202429,0.054968,94.24,0,0,0.058824,69.06,0.1,58.27,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320452,北京师范大学,1,Wang Siyao,8,SG,777,13,200050010681,0,2024-10-23,1,0,37.68,0.87,88.49,0.29249,35.25,0.380711,0,0,92.09,0.112613,0.039002,74.1,0,0,0,0,0.157895,93.53,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,2010421733,北京工业大学,1,Wang Siyao,8,SG,1401,23.4,200050010688,1,2024-10-27,1,0,84.15,7.3,7.91,0.135861,44.6,0.409836,51.8,0.238095,20.86,0.290698,0.102788,99.28,0,0,0.1,93.53,0.173913,96.4,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320451,北京科技大学,1,Wang Siyao,8,SG,690,11.5,200050010690,0,2024-10-30,1,0,52.31,2.32,89.93,0.296591,100,0.672043,15.11,0.142857,21.58,0.287356,0,0,0.090909,100,0.0625,72.66,0.25,100,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320453,清华大学,2,Wang Siyao,8,SG,706,11.8,200050010693,0,2024-11-02,1,0,17.83,-1.25,43.88,0.199187,0,0.102459,27.34,0.166667,66.19,0.170068,0,0,0.058824,100,0,0,0.111111,66.19,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,2010422340,哈尔滨体育学院,1,Wang Siyao,8,SG,1853,30.9,200050010783,0,2025-03-11,1,0,80.72,6.59,61.15,0.222097,100,0.697026,71.94,0.285714,15.11,0.317259,0,0,0,0,0,0,0.217391,99.28,2,2,0,0
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320821,中国民航大学,1,Wang Siyao,8,SG,1275,21.3,200050010789,0,2025-03-13,1,0,71.54,4.91,43.88,0.2,61.87,0.459559,96.4,0.454545,100,0,0,0,0,0,0.071429,81.29,0.3,100,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320658,华北电力大学,1,Wang Siyao,8,SG,1349,22.5,200050010796,0,2025-03-14,1,0,97.36,13.51,38.13,0.191571,100,0.777778,100,0.666667,94.96,0.1,0.047259,84.17,0,0,0.105263,93.53,0.111111,66.19,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320661,天津财经大学,1,Wang Siyao,8,SG,1479,24.7,200050010808,0,2025-03-16,1,0,80.19,6.47,37.41,0.190385,100,0.69797,71.94,0.285714,12.95,0.3367,0.042198,79.14,0,0,0.04,49.64,0.185185,96.4,1,1,0,0
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,1003320452,北京师范大学,2,Wang Siyao,8,SG,443,7.4,200050010815,0,2025-03-17,1,0,,-2.61,,0.384615,,0,,0,,0.6,0.092081,,0,,0,,0,,0,0,0,
2024-25,2024,2024-25,80549,王斯瑶,1003320449,20005,200406,,2,2010422337,山东理工大学,1,Wang Siyao,8,SG,156,2.6,200050010820,0,2025-03-18,1,0,,-1.63,,0.145349,,0,,0,,1,0,,0,,0,,0,,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,2010421733,北京工业大学,1,Wang Siyao,8,PG,2130,35.5,200050010420,0,2024-01-22,1,0,93.31,9.76,96.08,0.315789,100,0.785714,83.33,0.363636,14.71,0.416667,0.028376,47.06,0,0,0.2,100,0.166667,98.04,4,2,2,0.5
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320454,中国人民大学,1,Wang Siyao,8,PG,4344,72.4,200050010425,0,2024-01-23,1,0,97.52,12.68,27.45,0.171969,99.02,0.642857,1.96,0.076923,94.12,0.125,0,0,0.045455,99.02,0.0625,90.2,0.15,97.06,12,12,0,0
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Wang Siyao,8,PG,4476,74.6,200050010427,0,2024-01-24,1,0,99.4,17.36,59.8,0.218404,99.02,0.634518,28.43,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320452,北京师范大学,1,Wang Siyao,8,PG,1160,19.3,200050010430,0,2024-01-25,1,0,7.81,-3.32,40.2,0.18797,0,0,0,0,100,0,0,0,0,0,0,0,0.2,99.02,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,2010420380,东北师范大学,1,Wang Siyao,8,PG,3212,53.5,200050010573,0,2024-05-04,1,0,56.5,2.56,27.45,0.172771,59.8,0.428571,77.45,0.347826,32.35,0.3,0,0,0,0,0.058824,85.29,0.060606,19.61,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320451,北京科技大学,1,Wang Siyao,8,PG,2836,47.3,200050010579,0,2024-05-05,1,0,65.98,3.72,66.67,0.229329,100,0.64433,3.92,0.1,21.57,0.340136,0,0,0,0,0.111111,97.06,0.230769,100,4,0,4,1
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320819,吉林大学,1,Wang Siyao,8,PG,3380,56.3,200050010591,0,2024-05-07,1,0,38.61,0.58,35.29,0.181675,7.84,0.252525,40.2,0.241379,92.16,0.144092,0.017755,20.59,0,0,0.03125,41.18,0.074074,37.25,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320539,山东大学,1,Wang Siyao,8,PG,2372,39.5,200050010599,0,2024-05-08,1,0,83.64,6.74,66.67,0.230415,100,0.714286,85.29,0.375,32.35,0.3,0,0,0,0,0,0,0.105263,71.57,4,0,4,1
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320545,中国海洋大学,1,Wang Siyao,8,PG,896,14.9,200050010606,0,2024-05-09,1,0,56.38,2.54,0,0.054585,100,1,4.9,0.111111,100,0,0,0,0,0,0,0,0,0,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320493,西安交通大学,1,Wang Siyao,8,PG,756,12.6,200050010627,0,2024-06-06,1,0,93.88,10.12,98.04,0.326371,100,0.8,100,0.75,100,0,0,0,0,0,0,0,0.125,87.25,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320780,上海交通大学,1,Wang Siyao,8,PG,266,4.4,200050010634,0,2024-06-07,1,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1000120194,湖南师范大学,1,Wang Siyao,8,PG,640,10.7,200050010648,0,2024-06-08,1,0,51.91,2.02,35.29,0.181818,87.25,0.5,100,0.666667,100,0,0,0,0,0,0,0,0.4,100,0,0,0,
2023-24,2023,2023-24,80549,王斯瑶,1003320449,20005,200267,,2,1003320653,山西财经大学,1,Wang Siyao,8,PG,1412,23.5,200050010654,0,2024-06-09,1,0,79.75,5.92,86.27,0.268405,87.25,0.5,7.84,0.125,92.16,0.142857,0.08547,98.04,0,0,0,0,0.142857,95.1,2,0,2,1
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,2010421729,北京体育大学,1,Wang Qiaorui,9,SG,1037,17.3,200050010675,1,2024-10-19,1,0,67.63,4.32,6.47,0.128111,76.26,0.5,96.4,0.428571,22.3,0.285714,0,0,0.066667,100,0.045455,55.4,0.136364,87.77,2,1,1,0.5
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,1003320454,中国人民大学,1,Wang Qiaorui,9,SG,641,10.7,200050010677,1,2024-10-20,1,0,56.46,2.89,17.99,0.158629,100,0.666667,99.28,0.5,6.47,0.4,0,0,0,0,0,0,0.25,100,1,1,0,0
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,1003320452,北京师范大学,1,Wang Qiaorui,9,SG,2083,34.7,200050010681,1,2024-10-23,1,0,11.29,-2.27,23.02,0.170181,81.29,0.507614,9.35,0.125,5.76,0.432277,0,0,0,0,0,0,0.111111,66.19,0,0,0,
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,2010421733,北京工业大学,1,Wang Qiaorui,9,SG,747,12.5,200050010688,0,2024-10-27,1,0,67.94,4.36,80.58,0.275735,100,0.642857,78.42,0.3,43.17,0.222222,0.044287,80.58,0,0,0.142857,99.28,0.133333,85.61,0,0,0,
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,1003320451,北京科技大学,1,Wang Qiaorui,9,SG,1389,23.2,200050010690,1,2024-10-30,1,0,79.45,6.28,55.4,0.213953,98.56,0.607287,96.4,0.411765,38.13,0.232919,0.019161,32.37,0.037037,99.28,0,0,0.1,58.27,2,1,1,0.5
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,1003320453,清华大学,2,Wang Qiaorui,9,SG,1245,20.8,200050010693,1,2024-11-02,1,0,45.47,1.62,0.72,0.079554,17.27,0.333333,31.65,0.176471,30.22,0.25,0.024841,43.88,0,0,0,0,0.105263,63.31,0,0,0,
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,2010422541,广西师范大学,1,Wang Qiaorui,9,SG,915,15.3,200050010947,0,2025-06-01,1,0,38.94,0.99,4.32,0.120482,100,0.75,46.76,0.230769,2.88,0.5,0,0,0,0,0,0,0.0625,23.02,1,1,0,0
2024-25,2024,2024-25,32001,王乔睿,1003320449,20005,200406,,2,2010422538,武汉科技大学,1,Wang Qiaorui,9,SG,692,11.5,200050010958,0,2025-06-02,1,0,37.38,0.84,66.19,0.22846,0,0,78.42,0.3,1.44,0.571429,0.129758,100,0,0,0.076923,84.89,0.214286,99.28,0,0,0,
