得分,进攻篮板,防守篮板,篮板(总),助攻,抢断,盖帽,失误,个人犯规,投篮命中数,投篮出手数,投篮命中率,篮下命中数,篮下出手数,篮下命中率,中距离命中数,中距离出手数,中距离命中率,三分命中数,三分出手数,三分命中率,罚球命中数,罚球出手数,罚球命中率,playerId,playerName,playerEnName,number,上场时间(秒),plusMinus,gameStart,seasonId,teamId,时间段,_group
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30230,安恒瑶,An Hengyao,6,195,-1,0,200406,1003320449,H1,awayTeamDataCount
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76061,赵婧涵,Zhao Jinghan,1,134,-1,0,200406,1003320449,H1,awayTeamDataCount
,0,2,2,,,,0,0,,,,,,,,,,,,,,,,0,团队篮板/失误/犯规,,,,,,,1003320449,H1,awayTeamDataCount
35,2,15,17,6,4,0,7,13,12,28,0.4286,6,7,0.8571,2,7,0.2857,4,14,0.2857,7,11,0.6364,,总和,,,,8,,200406,1003320449,H1,awayTeamDataCount
11,0,8,8,2,0,2,2,1,5,7,0.7143,2,3,0.6667,3,4,0.75,0,0,0,1,5,0.2,32090,张笑,,8,1200,8,1,200406,1003320452,H2,homeTeamDataCount
9,0,2,2,0,0,0,4,2,3,6,0.5,3,5,0.6,0,1,0,0,0,0,3,4,0.75,22700,曹博怡,Cao Boyi,14,1123,9,1,200406,1003320452,H2,homeTeamDataCount
7,2,1,3,1,0,0,1,2,2,3,0.6667,2,2,1,0,0,0,0,1,0,3,3,1,28161,李青阳,Li Qingyang,1,1027,8,1,200406,1003320452,H2,homeTeamDataCount
3,4,2,6,2,1,0,1,0,0,6,0,0,3,0,0,2,0,0,1,0,3,4,0.75,80524,张梓涵,Zhang Zihan,7,984,6,1,200406,1003320452,H2,homeTeamDataCount
4,0,1,1,0,0,0,0,2,1,2,0.5,0,0,0,0,0,0,1,2,0.5,1,2,0.5,35590,张书璇,Zhang Shuxuan,5,1085,7,0,200406,1003320452,H2,homeTeamDataCount
0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,88490,李星诺,Li Xingnuo,11,365,0,0,200406,1003320452,H2,homeTeamDataCount
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104527,毛婉如,,12,216,2,0,200406,1003320452,H2,homeTeamDataCount
,1,2,3,,,,1,0,,,,,,,,,,,,,,,,0,团队篮板/失误/犯规,,,,,,,1003320452,H2,homeTeamDataCount
34,7,17,24,6,1,2,9,7,11,26,0.4231,7,14,0.5,3,7,0.4286,1,5,0.2,11,18,0.6111,,总和,,,,8,,200406,1003320452,H2,homeTeamDataCount
14,0,2,2,1,1,0,0,0,6,11,0.5455,2,2,1,4,8,0.5,0,1,0,2,3,0.6667,32005,王家绘,Wang Jiahui,11,1058,-9,1,200406,1003320449,H2,awayTeamDataCount
0,2,2,4,0,0,0,0,1,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,80550,伍湘琳,Wu Xianglin,10,929,-10,1,200406,1003320449,H2,awayTeamDataCount
2,0,0,0,1,1,0,0,1,1,2,0.5,0,0,0,1,1,1,0,1,0,0,0,0,30097,钱媛媛,Qian Yuanyuan,3,580,-4,1,200406,1003320449,H2,awayTeamDataCount
4,1,1,2,0,1,0,0,3,1,5,0.2,1,2,0.5,0,3,0,0,0,0,2,2,1,32013,王雨桐,Wang Yutong,16,525,-3,1,200406,1003320449,H2,awayTeamDataCount
2,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,32006,李美潼,Li Meitong,13,115,1,1,200406,1003320449,H2,awayTeamDataCount
0,0,1,1,2,0,0,0,1,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,32012,李若莹,Li Ruoying,31,928,-1,0,200406,1003320449,H2,awayTeamDataCount
0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,80546,陈怡静,Chen Yijing,21,729,-8,0,200406,1003320449,H2,awayTeamDataCount
4,3,1,4,1,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,0,2,2,1,30230,安恒瑶,An Hengyao,6,675,-5,0,200406,1003320449,H2,awayTeamDataCount
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80548,罗巧梅,Luo Qiaomei,7,461,-1,0,200406,1003320449,H2,awayTeamDataCount
,0,0,0,,,,2,1,,,,,,,,,,,,,,,,0,团队篮板/失误/犯规,,,,,,,1003320449,H2,awayTeamDataCount
26,6,9,15,6,4,0,3,12,10,33,0.303,4,7,0.5714,6,19,0.3158,0,7,0,6,7,0.8571,,总和,,,,-8,,200406,1003320449,H2,awayTeamDataCount
