_group,_leagueName,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,球队ID,球队名称,位置,身高,体重,位置(中文),赛事ID,赛事名称,赛季ID,赛季,年份,出场次数,上场时间(秒),上场时间(分钟),位置筛选(全部/按位置),进攻篮板率百分位排名,进攻篮板率,防守篮板率百分位排名,防守篮板率,抢断率百分位排名,抢断率,盖帽率百分位排名,盖帽率,犯规率百分位排名,犯规率,护框尝试频率百分位排名,护框尝试频率,护框出手总数,护框成功频率,护框失败频率,护框时对手命中率百分位排名,护框时对手命中率
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,21,,1003320449,北京大学,C,186,74,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,17,17678,0.37,false,37.61,0.0625,55.56,0.152778,93.16,0.038994,27.35,0.008,15.38,0.053174,59.48,46,46,36,10,98.28,0.217391
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,21,,1003320449,北京大学,SF,186,74,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,934,0.02,false,0,0,100,0.4,0,0,0,0,100,0,,2,2,0,2,,1
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,,,20,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,6,4914,81.9,true,15,0.020408,15,0.1,61.9,0.028316,0,0,38.1,0.039642,18.18,11,11,6,5,27.27,0.454545
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,20,,1003320449,北京大学,PF,186,74,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,3414,0.695,false,9.52,0.015385,14.29,0.1,47.62,0.02482,0,0,61.9,0.02482,,8,8,5,3,,0.375
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,20,,1003320449,北京大学,C,186,74,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,1500,0.305,false,10.53,0.030303,21.05,0.1,84.21,0.035901,0,0,26.32,0.071802,,3,3,1,2,,0.666667
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,,,20,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,21,17592,293.2,true,75.52,0.113139,33.57,0.115385,54.55,0.01893,35.66,0.010753,80.42,0.022372,59.7,41,41,24,17,57.46,0.414634
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,20,,1003320449,北京大学,C,183,130,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,16,16327,0.928,false,78.47,0.115079,29.86,0.108014,58.33,0.020568,37.5,0.01145,84.72,0.020568,55.56,39,39,22,17,48.15,0.435897
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,20,,1003320449,北京大学,PF,183,130,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5,1265,0.072,false,68.92,0.090909,95.27,0.2,0,0,0,0,34.46,0.043205,,2,2,2,0,,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,,,19,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,24,40106,668.4,true,75,0.107042,67.24,0.169697,60.34,0.021513,43.97,0.01634,88.03,0.02305,87.83,78,78,58,20,94.78,0.25641
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,19,,1003320449,北京大学,C,183,130,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,18,34944,0.871,false,78.63,0.11041,47.01,0.143369,58.97,0.020904,49.57,0.019157,87.18,0.024388,78.45,62,62,44,18,84.48,0.290323
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,19,,1003320449,北京大学,PF,183,130,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,6,5162,0.129,false,62.04,0.078947,100,0.313725,64.81,0.026071,0,0,97.22,0.013035,14.14,16,16,14,2,100,0.125
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,,,18,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,8,2676,44.6,true,80,0.086207,70,0.152174,38.1,0.021352,0,0,47.62,0.032028,,2,2,1,1,,0.5
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,18,,1003320449,北京大学,PF,183,130,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,1434,0.536,false,61.9,0.068966,0,0.043478,28.57,0.020707,0,0,61.9,0.020707,,0,0,0,0,,
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,18,,1003320449,北京大学,SF,183,130,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,668,0.25,false,94.74,0.105263,100,0.5,0,0,0,0,42.11,0.039801,,2,2,1,1,,0.5
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,18,,1003320449,北京大学,C,183,130,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,2,574,0.214,false,68.42,0.1,0,0,89.47,0.049383,0,0,42.11,0.049383,,0,0,0,0,,
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,,,21,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,22,12211,203.5,true,67.35,0.089005,43.54,0.117647,57.43,0.025592,56.46,0.010753,15.54,0.053743,60.77,34,34,18,16,52.31,0.470588
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,21,,1003320449,北京大学,PF,187,76,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,13,9546,0.782,false,58.78,0.082759,57.43,0.136364,50,0.022817,62.84,0.013889,21.62,0.048893,54.2,30,30,15,15,38.17,0.5
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,21,,1003320449,北京大学,C,187,76,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,9,2665,0.218,false,73.61,0.108696,2.08,0.044444,91.67,0.035735,0,0,4.17,0.07147,,4,4,3,1,,0.25
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,20,,1003320449,北京大学,总和,186,80,,20005,CUBAL一级联赛,200267,2023-24,2023,3,2082,34.7,true,52.78,0.066667,0,0,69.44,0.030248,0,0,4.63,0.060496,,4,4,2,2,,0.5
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,20,,1003320449,北京大学,PF,186,80,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,3,2082,1,false,52.78,0.066667,0,0,69.44,0.030248,0,0,4.63,0.060496,,4,4,2,2,,0.5
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,,,21,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,36,26645,444.1,true,44.93,0.034483,32.61,0.075157,67.63,0.035579,94.93,0.024331,20.86,0.042465,80.36,34,34,22,12,90.18,0.352941
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,21,,1003320449,北京大学,SG,186,70,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,17,15156,0.569,false,23.74,0.024096,2.88,0.03125,70.5,0.038052,94.96,0.025424,53.24,0.030041,30.09,16,16,9,7,75.22,0.4375
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,21,,1003320449,北京大学,SF,186,70,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,18,11418,0.429,false,53.74,0.048649,78.23,0.126697,71.43,0.032504,87.07,0.022857,8.16,0.056882,39.29,18,18,13,5,95.54,0.277778
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,21,,1003320449,北京大学,PG,186,70,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1,71,0.003,false,0,0,0,0,0,0,0,0,0,0.357143,,0,0,0,0,,
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,,,20,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,26,32066,534.4,true,70.25,0.064407,40.5,0.095406,86.78,0.041078,84.3,0.016667,7.38,0.058684,86.73,48,48,28,20,78.57,0.416667
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,20,,1003320449,北京大学,SF,186,70,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,15,24370,0.76,false,68.85,0.061404,33.61,0.088889,80.33,0.037948,81.97,0.015873,4.92,0.060716,76.77,36,36,26,10,97.98,0.277778
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,20,,1003320449,北京大学,SG,186,70,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,11,7696,0.24,false,83.62,0.074627,76.72,0.12069,96.55,0.051752,92.24,0.019608,8.62,0.051752,7.87,12,12,2,10,1.12,0.833333
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,,,19,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,10,3656,60.9,true,38.89,0.027027,66.67,0.09589,26.32,0.023141,88.89,0.030769,36.84,0.046283,,5,5,3,2,,0.4
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,SF,186,70,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,1657,0.453,false,0,0,31.58,0.0625,0,0,0,0,42.11,0.034656,,0,0,0,0,,
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,PF,186,70,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,925,0.253,false,47.62,0.055556,4.76,0.086957,66.67,0.030407,95.24,0.05,0,0.091222,,3,3,2,1,,0.333333
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,C,186,70,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,2,636,0.174,false,0,0,36.84,0.125,100,0.087989,0,0,52.63,0.043995,,1,1,0,1,,1
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,SG,186,70,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,2,438,0.12,false,94.74,0.090909,89.47,0.2,0,0,100,0.111111,100,0,,1,1,1,0,,0
