teamId,teamName,teamLogo,节奏,调整净效率,净效率,百回合得分,百回合失分,回合数,有效投篮命中率,失误率(球队),进攻篮板率(球队),罚球率,对手有效命中率,对手失误率,对手进攻篮板率,对手罚球率,teamTotalNum,leagueEventId,leagueEvent,seasonId,season,year,出场次数,wins,losses,adjNetRatingRank,netRatingRank,offRatingRank,teamEfgPctRank,teamTovPctRank,teamOrebPctRank,ftRateRank,defRatingRank,oppEfgPctRank,oppTovPctRank,oppOrebPctRank,oppFtRateRank
1003320449,北京大学,https://k8-oss.cbastats.com/team-logo/20005/200069/1003320449.png,95.1,33.2472977138,30.98,99.15,68.17,564.796652,0.466119,0.248741,0.431818,0.217659,0.380723,0.329374,0.273356,0.166265,24,20005,CUBAL一级联赛,200069,2022-23,2022,7,6,1,3,3,6,7,12,2,1,3,5,3,4,19
1003320449,北京大学,https://k8-oss.cbastats.com/team-logo/20005/200267/1003320449.png,93.9,53.289214838599996,46.79,110.27,63.48,1408.333141,0.503378,0.181642,0.388594,0.159159,0.367944,0.353833,0.264368,0.165323,63,20005,CUBAL一级联赛,200267,2023-24,2023,18,16,2,2,1,4,3,3,10,17,2,9,2,3,47
1003320449,北京大学,https://k8-oss.cbastats.com/team-logo/20005/200406/2010421734_83.png,93.2,55.9960495442,46.68,118.43,71.75,1563.792773,0.55145,0.197492,0.432396,0.176105,0.372298,0.264881,0.242808,0.153723,74,20005,CUBAL一级联赛,200406,2024-25,2024,20,18,2,2,3,3,2,11,8,12,6,11,22,1,51
