_group,_leagueName,上场时间(秒),上场时间(分钟),出场次数,打法类型,得分,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,失误,有效命中率,篮下比重,中距离比重,三分比重,失误占比,造罚球回合数,造罚球占比,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,球队ID,球队名称,位置,身高,体重,位置(中文),赛事ID,赛事名称,赛季ID,赛季,年份,每100回合打法使用次数,每36分钟打法使用次数,每36分钟打法使用次数百分位排名,每100回合打法使用次数百分位排名,球员每回合得分百分位排名,有效命中率百分位排名,球员篮下出手占比百分位排名,球员中距离出手占比百分位排名,球员三分出手占比百分位排名,球员失误占比百分位排名,球员造罚球占比百分位排名
CUBAL一级联赛,CUBAL一级联赛,22888,381.5,17,Cut,23,1.2778,18,15,10,5,3,1,2,0,0,0,0,0.611111,0.8333,0.1667,0,0,0,0,80548,罗巧梅,Luo Qiaomei,7,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,2.3365,1.6986,18.18,16.16,93.43,84.85,91.92,7.07,0,100,0
CUBAL一级联赛,CUBAL一级联赛,22888,381.5,17,Put-Backs,8,0.7273,11,5,3,2,4,1,3,0,0,0,1,0.444444,0.5556,0.4444,0,0.0909,1,0.0909,80548,罗巧梅,Luo Qiaomei,7,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.4278,1.038,14.43,11.34,18.56,36.08,17.53,84.54,0,31.96,36.08
CUBAL一级联赛,CUBAL一级联赛,22888,381.5,17,Miscellaneous,18,0.9474,19,5,4,1,3,2,1,2,1,1,7,0.75,0.5,0.3,0.2,0.3684,2,0.1053,80548,罗巧梅,Luo Qiaomei,7,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,2.4663,1.7929,45.36,39.69,100,84.02,74.74,60.31,49.48,95.36,69.59
CUBAL一级联赛,CUBAL一级联赛,12007,200.1,12,Transition,40,0.9756,41,14,8,6,13,6,7,2,0,2,6,0.482759,0.4828,0.4483,0.069,0.1463,6,0.1463,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,10.4831,7.3763,89.17,89.86,65.44,43.55,32.26,92.63,26.73,57.83,82.95
CUBAL一级联赛,CUBAL一级联赛,12007,200.1,12,P&R-Ball-Handler,12,1.5,8,3,2,1,2,0,2,2,2,0,0,0.714286,0.4286,0.2857,0.2857,0,1,0.125,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,2.0455,1.4393,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,12007,200.1,12,Isolation,7,1.1667,6,2,2,0,1,1,0,1,0,1,1,0.75,0.5,0.25,0.25,0.1667,1,0.1667,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.5341,1.0795,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,12007,200.1,12,Spot-Up,20,0.5405,37,2,0,2,13,5,8,10,2,8,10,0.32,0.08,0.52,0.4,0.2703,2,0.0541,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,9.4604,6.6567,63.42,64.5,37.23,42.21,40.91,92.86,15.15,9.31,61.04
CUBAL一级联赛,CUBAL一级联赛,12007,200.1,12,Hand-Off,2,0.4,5,1,1,0,2,0,2,0,0,0,2,0.333333,0.3333,0.6667,0,0.4,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.2784,0.8996,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,12007,200.1,12,Cut,6,0.8571,7,3,1,2,4,2,2,0,0,0,0,0.428571,0.4286,0.5714,0,0,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.7898,1.2594,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,12007,200.1,12,Miscellaneous,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.2784,0.8996,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Transition,39,0.975,40,25,16,9,8,2,6,1,1,0,6,0.573529,0.7353,0.2353,0.0294,0.15,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,11.3533,8.0492,97.06,97.86,66.04,67.38,85.56,49.73,20.05,57.49,0
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,P&R-Ball-Handler,18,1.6364,11,1,0,1,6,4,2,2,2,0,0,0.777778,0.1111,0.6667,0.2222,0,2,0.1818,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,3.1222,2.2135,29.5,30.22,100,100,27.34,87.05,27.34,100,93.53
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Isolation,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.5,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.5677,0.4025,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Spot-Up,2,0.25,8,0,0,0,3,1,2,2,0,2,3,0.2,0,0.6,0.4,0.375,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,2.2707,1.6098,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Off-Screen,6,1,6,0,0,0,3,0,3,3,2,1,0,0.5,0,0.5,0.5,0,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.703,1.2074,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Hand-Off,0,0,3,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0.3333,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.8515,0.6037,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Cut,7,1,7,2,2,0,2,1,1,0,0,0,2,0.75,0.5,0.5,0,0.2857,1,0.1429,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.9868,1.4086,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Put-Backs,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.5677,0.4025,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10736,178.9,13,Miscellaneous,3,0.5,6,0,0,0,0,0,0,2,1,1,4,0.75,0,0,1,0.6667,0,0,80549,王斯瑶,Wang Siyao,8,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.703,1.2074,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Transition,19,0.6129,31,11,7,4,3,2,1,6,0,6,10,0.45,0.55,0.15,0.3,0.3226,1,0.0323,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,8.2524,6.1386,79.72,76.5,19.82,35.48,45.62,44.01,67.74,11.29,28.34
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,P&R-Ball-Handler,2,0.4,5,0,0,0,2,1,1,1,0,1,2,0.333333,0,0.6667,0.3333,0.4,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.331,0.9901,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Isolation,4,1,4,1,1,0,2,1,1,0,0,0,1,0.666667,0.3333,0.6667,0,0.25,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.0648,0.7921,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Spot-Up,11,0.6875,16,0,0,0,3,1,2,8,3,5,5,0.5,0,0.2727,0.7273,0.3125,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,4.2593,3.1683,9.09,8.23,58.23,87.45,0,68.61,62.34,4.76,0
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Off-Screen,3,1.5,2,0,0,0,0,0,0,2,1,1,0,0.75,0,0,1,0,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.5324,0.396,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Hand-Off,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.5,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.5324,0.396,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Cut,2,0.5,4,1,1,0,1,0,1,0,0,0,2,0.5,0.5,0.5,0,0.5,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.0648,0.7921,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Put-Backs,4,1,4,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0.5,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.0648,0.7921,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,10910,181.8,12,Miscellaneous,0,0,5,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0.8,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.331,0.9901,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,Transition,4,0.4,10,3,2,1,2,0,2,2,0,2,3,0.285714,0.4286,0.2857,0.2857,0.3,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,5.3573,3.7152,48.4,50.53,5.88,10.43,37.17,60.7,61.5,17.38,0
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,P&R-Ball-Handler,3,0.4286,7,0,0,0,3,0,3,1,1,0,3,0.375,0,0.75,0.25,0.4286,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,3.7501,2.6006,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,Isolation,2,1,2,0,0,0,1,1,0,1,0,1,0,0.5,0,0.5,0.5,0,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.0715,0.743,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,Spot-Up,6,0.4615,13,0,0,0,3,0,3,8,2,6,2,0.272727,0,0.2727,0.7273,0.1538,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,6.9644,4.8297,43.27,46.63,26.92,31.73,0,51.2,68.51,30.05,0
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,Off-Screen,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.5357,0.3715,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,Cut,4,1.3333,3,0,0,0,2,2,0,0,0,0,1,1,0,1,0,0.3333,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.6072,1.1146,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,Put-Backs,2,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.5,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.0715,0.743,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5814,96.9,7,Miscellaneous,2,0.4,5,1,1,0,0,0,0,3,0,3,1,0.25,0.25,0,0.75,0.2,0,0,32001,王乔睿,Wang Qiaorui,9,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,2.6786,1.8576,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Transition,9,0.9,10,3,3,0,1,0,1,1,1,0,4,0.9,0.6,0.2,0.2,0.4,1,0.1,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,12.3555,8.8889,87.5,87.5,58.33,91.67,70.83,20.83,54.17,0,75
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Isolation,4,1,4,1,1,0,2,1,1,0,0,0,0,0.666667,0.3333,0.6667,0,0,1,0.25,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,4.9422,3.5556,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Post-Up,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1.2356,0.8889,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Spot-Up,0,0,6,0,0,0,1,0,1,3,0,3,2,0,0,0.25,0.75,0.3333,0,0,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,7.4133,5.3333,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Off-Screen,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1.2356,0.8889,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Hand-Off,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1.2356,0.8889,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Cut,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1.2356,0.8889,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2432,40.5,2,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32001,王乔睿,Wang Qiaorui,6,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1.2356,0.8889,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Transition,57,0.9828,58,16,10,6,8,4,4,16,3,13,8,0.4625,0.4,0.2,0.4,0.1379,10,0.1724,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,9.0218,6.2816,81.8,82.72,65.9,39.17,21.43,55.99,81.11,62.9,89.4
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,P&R-Ball-Handler,22,0.7097,31,4,2,2,12,2,10,9,4,5,5,0.4,0.16,0.48,0.36,0.1613,1,0.0323,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,4.822,3.3574,51.48,55.03,69.82,65.09,27.22,79.29,48.52,64.5,31.36
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Isolation,4,0.4444,9,0,0,0,4,1,3,3,0,3,1,0.142857,0,0.5714,0.4286,0.1111,1,0.1111,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.3999,0.9747,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Spot-Up,25,0.7353,34,1,0,1,8,2,6,24,6,18,0,0.333333,0.0303,0.2424,0.7273,0,1,0.0294,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,5.2886,3.6823,15.37,16.23,64.94,46.54,23.38,61.04,62.34,100,46.54
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Off-Screen,10,0.7692,13,0,0,0,3,2,1,9,2,7,1,0.416667,0,0.25,0.75,0.0769,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,2.0221,1.4079,20.59,22.06,51.47,54.41,0,60.29,60.29,45.59,0
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Hand-Off,3,0.5,6,1,0,1,2,0,2,2,1,1,1,0.3,0.2,0.4,0.4,0.1667,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.9333,0.6498,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Cut,11,1,11,7,3,4,1,1,0,0,0,0,1,0.5,0.875,0.125,0,0.0909,2,0.1818,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.711,1.1913,1.67,2.51,74.9,62.34,94.98,4.18,0,50.21,93.72
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Put-Backs,3,0.5,6,3,0,3,1,1,0,1,0,1,0,0.2,0.6,0.2,0.2,0,1,0.1667,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.9333,0.6498,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19941,332.4,15,Miscellaneous,8,0.8,10,2,2,0,1,1,0,2,0,2,2,0.6,0.4,0.2,0.4,0.2,3,0.3,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.5555,1.083,3.15,3.94,94.49,73.23,55.91,46.46,71.65,99.21,98.43
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Transition,36,0.9231,39,11,7,4,9,1,8,10,4,6,5,0.466667,0.3667,0.3,0.3333,0.1282,4,0.1026,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,7.5021,5.141,74.33,77.54,59.09,39.57,27.01,65.24,68.45,65.78,68.45
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,P&R-Ball-Handler,11,0.6111,18,7,3,4,3,1,2,4,1,3,4,0.392857,0.5,0.2143,0.2857,0.2222,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,3.4625,2.3728,33.81,34.53,59.71,69.78,93.53,14.39,39.57,43.17,0
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Isolation,0,0,6,2,0,2,3,0,3,1,0,1,0,0,0.3333,0.5,0.1667,0,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.1542,0.7909,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Spot-Up,19,0.38,50,0,0,0,11,3,8,38,4,34,1,0.183673,0,0.2245,0.7755,0.02,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,9.6181,6.591,70.43,74.28,15.87,14.42,0,41.11,76.44,90.38,0
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Off-Screen,0,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,1,0,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.1542,0.7909,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Hand-Off,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0.5,0,0.5,0,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.3847,0.2636,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Cut,2,0.6667,3,0,0,0,3,1,2,0,0,0,0,0.333333,0,1,0,0,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.5771,0.3955,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Put-Backs,5,1.25,4,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0.25,1,0.25,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.7694,0.5273,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Miscellaneous,4,0.5,8,3,2,1,0,0,0,0,0,0,5,0.666667,1,0,0,0.625,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.5389,1.0546,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Transition,78,0.9512,82,37,25,12,10,4,6,7,4,3,22,0.648148,0.6852,0.1852,0.1296,0.2683,6,0.0732,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,9.652,6.8683,85.02,85.94,63.59,80.41,67.74,52.76,39.4,23.04,49.77
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,P&R-Ball-Handler,9,0.6429,14,1,1,0,7,2,5,2,1,1,4,0.45,0.1,0.7,0.2,0.2857,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.6479,1.1726,0,0,61.54,76.33,14.79,95.27,27.22,28.99,0
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Isolation,14,1.4,10,3,2,1,3,3,0,1,1,0,1,0.928571,0.4286,0.4286,0.1429,0.1,2,0.2,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.1771,0.8376,0,0,92,100,68,40,48,80,84
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Post-Up,9,0.5,18,7,2,5,7,1,6,0,0,0,2,0.214286,0.5,0.5,0,0.1111,2,0.1111,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.1187,1.5077,11.11,12.96,12.96,1.85,27.78,74.07,0,59.26,59.26
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Spot-Up,60,0.9677,62,17,12,5,13,6,7,20,6,14,8,0.54,0.34,0.26,0.4,0.129,4,0.0645,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,7.2978,5.1931,40.26,41.34,89.83,91.13,90.26,65.58,15.15,48.7,68.18
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Off-Screen,3,0.3,10,1,0,1,1,0,1,5,0,5,1,0,0.1429,0.1429,0.7143,0.1,2,0.2,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.1771,0.8376,1.47,0,4.41,0,63.24,35.29,57.35,26.47,95.59
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Hand-Off,8,1.3333,6,2,2,0,2,1,1,1,0,1,0,0.6,0.4,0.4,0.2,0,1,0.1667,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.7062,0.5026,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Cut,36,0.973,37,20,14,6,11,3,8,0,0,0,4,0.548387,0.6452,0.3548,0,0.1081,2,0.0541,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,4.3552,3.0991,32.64,35.15,68.62,73.22,71.13,28.45,0,41,41
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,P&R-Roll-Man,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.1177,0.0838,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Put-Backs,46,1.5333,30,19,14,5,7,6,1,1,1,0,2,0.796296,0.7037,0.2593,0.037,0.0667,1,0.0333,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.5312,2.5128,56.3,55.56,94.81,97.04,36.3,58.52,82.96,50.37,13.33
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Miscellaneous,12,0.6,20,6,4,2,2,1,1,2,0,2,9,0.5,0.6,0.2,0.2,0.45,1,0.05,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.3541,1.6752,34.65,37.8,85.83,62.2,81.1,46.46,55.91,89.76,35.43
