_group,_leagueName,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,球队ID,球队名称,位置,身高,体重,位置(中文),赛事ID,赛事名称,赛季ID,赛季,年份,出场次数,上场时间(秒),上场时间(分钟),位置筛选(全部/按位置),有效命中率百分位排名,有效命中率,篮下频率百分位排名,篮下出手数,篮下命中率百分位排名,篮下命中率,中距离频率百分位排名,中距离出手数,中距离命中率百分位排名,中距离命中率,三分频率百分位排名,三分出手数,三分命中率百分位排名,三分命中率,罚球频率百分位排名,罚球出手数,罚球命中率百分位排名,罚球命中率,底角三分出手数百分位排名,底角三分出手数,底角三分命中率百分位排名,底角三分命中率,非底角三分出手数百分位排名,非底角三分出手数,非底角三分命中率百分位排名,非底角三分命中率,球员短中距离出手数百分位排名,短中距离出手数,球员短中距离命中率百分位排名,短中距离命中率,球员长中距离出手数百分位排名,长中距离出手数,球员长中距离命中率百分位排名,长中距离命中率
CUBAL一级联赛,CUBAL一级联赛,80550,伍湘琳,Wu Xianglin,10,21,,1003320449,北京大学,SF,173,75,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,12,5080,0.155,false,50.82,0.388889,8.2,4,36.07,0.5,39.34,14,91.8,0.428571,44.26,18,48.36,0.222222,32.79,8,77.05,0.75,36.07,2,100,1,47.54,16,26.23,0.125,39.34,10,83.61,0.4,61.48,4,86.89,0.5
CUBAL一级联赛,CUBAL一级联赛,80550,伍湘琳,Wu Xianglin,10,21,,1003320449,北京大学,PG,173,75,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,12,4344,0.133,false,59.8,0.409091,10.78,4,100,1,13.73,6,59.8,0.333333,27.45,12,29.41,0.166667,0,0,0,0,0,0,0,0,32.35,12,30.39,0.166667,23.53,6,57.84,0.333333,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,,,22,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,30,25786,429.8,true,95.89,0.56713,100,114,80.82,0.666667,98.63,63,83.56,0.428571,84.25,39,80.82,0.333333,99.32,53,45.89,0.566038,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,22,,1003320449,北京大学,SF,183,80,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,18,22623,0.877,false,94.56,0.558974,99.32,106,76.19,0.660377,97.96,55,84.35,0.436364,76.19,34,65.99,0.294118,97.28,47,51.7,0.595745,74.83,6,58.5,0.166667,78.91,28,74.83,0.321429,99.32,49,82.99,0.44898,80.95,6,74.83,0.333333
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,22,,1003320449,北京大学,PF,183,80,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,7,2310,0.09,false,85.81,0.53125,17.57,6,83.78,0.666667,36.49,7,86.49,0.428571,34.46,3,87.16,0.333333,36.49,6,17.57,0.333333,49.32,1,0,0,36.49,2,93.24,0.5,43.92,7,81.08,0.428571,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,22,,1003320449,北京大学,SG,183,80,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,4,671,0.026,false,100,0.833333,2.16,1,100,1,2.16,1,0,0,5.04,1,100,1,0,0,0,0,0,0,0,0,5.04,1,100,1,5.04,1,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,22,,1003320449,北京大学,PG,183,80,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1,182,0.007,false,100,1.25,4.8,1,100,1,0,0,0,0,6.4,1,100,1,0,0,0,0,0,0,0,0,6.4,1,100,1,0,0,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,,,21,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,30,49794,829.9,true,97.52,0.544041,99.17,174,55.37,0.574713,98.35,108,98.35,0.518519,97.52,104,90.91,0.346154,99.17,116,35.54,0.517241,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,21,,1003320449,北京大学,SF,183,80,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,18,40402,0.811,false,96.72,0.543478,98.36,152,55.74,0.578947,95.08,86,95.9,0.488372,92.62,84,91.8,0.357143,98.36,112,36.07,0.517857,92.62,18,86.07,0.444444,93.44,66,86.89,0.333333,96.72,78,95.08,0.512821,80.33,8,61.48,0.25
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,21,,1003320449,北京大学,PF,183,80,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,12,9392,0.189,false,97.22,0.546875,59.26,22,47.22,0.545455,59.26,22,100,0.636364,70.37,20,85.19,0.3,24.07,4,36.11,0.5,61.11,2,0,0,74.07,18,87.04,0.333333,67.59,20,94.44,0.6,36.11,2,100,1
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,,,20,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,5,5764,96.1,true,38.89,0.296875,94.44,15,61.11,0.533333,83.33,12,0,0,27.78,5,72.22,0.2,88.89,13,88.89,0.615385,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,20,,1003320449,北京大学,SF,183,80,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,4773,0.828,false,47.37,0.326923,73.68,12,63.16,0.583333,73.68,10,0,0,26.32,4,84.21,0.25,84.21,13,84.21,0.615385,31.58,1,0,0,26.32,3,84.21,0.333333,78.95,10,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32005,王家绘,Wang Jiahui,11,20,,1003320449,北京大学,SG,183,80,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,2,991,0.172,false,5.26,0.166667,21.05,3,21.05,0.333333,21.05,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.53,1,0,0,21.05,2,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,92136,冯蔡依曼,,,19,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,13,6771,112.9,true,88.11,0.580645,63.64,24,52.45,0.541667,26.57,7,97.9,0.714286,0,0,0,0,49.65,8,55.94,0.625,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,92136,冯蔡依曼,Feng Caiyiman,12,19,,1003320449,北京大学,C,190,91,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,8,4410,0.651,false,69.44,0.470588,36.81,14,43.06,0.5,11.81,3,61.81,0.333333,0,0,0,0,43.06,6,36.81,0.5,0,0,0,0,0,0,0,0,11.81,2,89.58,0.5,18.06,1,0,0
CUBAL一级联赛,CUBAL一级联赛,92136,冯蔡依曼,Feng Caiyiman,12,19,,1003320449,北京大学,PF,190,91,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5,2361,0.349,false,97.97,0.714286,30.41,10,76.35,0.6,17.57,4,100,1,0,0,0,0,11.49,2,100,1,0,0,0,0,0,0,0,0,30.41,4,100,1,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,92136,冯蔡依曼,Feng Caiyiman,12,18,,1003320449,北京大学,总和,190,91,,20005,CUBAL一级联赛,200267,2023-24,2023,1,2462,41,true,59.81,0.428571,18.69,6,80.37,0.666667,27.1,8,36.45,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,6,64.49,0.333333,36.45,2,0,0
CUBAL一级联赛,CUBAL一级联赛,92136,冯蔡依曼,Feng Caiyiman,12,18,,1003320449,北京大学,PF,190,91,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,2462,1,false,59.26,0.428571,20.37,6,80.56,0.666667,26.85,8,36.11,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.85,6,63.89,0.333333,36.11,2,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,,,22,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,25,19683,328.1,true,89.12,0.549107,96.6,64,76.19,0.59375,95.92,43,94.56,0.511628,42.86,5,55.78,0.2,100,64,78.23,0.703125,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,22,,1003320449,北京大学,PF,186,78,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,18,18145,0.922,false,85.14,0.529126,92.57,57,70.95,0.578947,94.59,41,90.54,0.487805,42.57,5,55.41,0.2,99.32,58,79.05,0.706897,80.41,4,74.32,0.25,24.32,1,0,0,94.59,35,85.81,0.485714,74.32,6,87.16,0.5
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,22,,1003320449,北京大学,C,186,78,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,6,1356,0.069,false,100,0.857143,15.97,5,96.53,0.8,5.56,2,100,1,0,0,0,0,43.06,6,65.97,0.666667,0,0,0,0,0,0,0,0,11.81,2,100,1,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,22,,1003320449,北京大学,SF,186,78,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1,182,0.009,false,83.67,0.5,5.44,2,49.66,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,,,21,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,36,47822,797,true,92.52,0.521186,100,142,71.03,0.633803,97.2,90,68.22,0.333333,39.25,4,96.26,0.5,100,116,72.9,0.706897,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,21,,1003320449,北京大学,PF,186,74,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,18,29210,0.611,false,65.74,0.447761,96.3,78,52.78,0.564103,87.96,54,55.56,0.296296,36.11,2,0,0,98.15,74,85.19,0.783784,0,0,0,0,36.11,2,0,0,94.44,50,63.89,0.32,49.07,4,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,21,,1003320449,北京大学,C,186,74,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,17,17678,0.37,false,91.45,0.568182,84.62,52,78.63,0.692308,75.21,36,74.36,0.388889,0,0,0,0,91.45,38,52.99,0.578947,0,0,0,0,0,0,0,0,80.34,30,67.52,0.4,61.54,6,61.54,0.333333
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,21,,1003320449,北京大学,SF,186,74,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,934,0.02,false,100,0.928571,36.07,12,93.44,0.833333,0,0,0,0,10.66,2,100,1,17.21,4,29.51,0.5,0,0,0,0,11.48,2,100,1,0,0,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,,,20,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,6,4914,81.9,true,60,0.421053,80,9,70,0.666667,55,10,20,0.2,0,0,0,0,90,15,70,0.8,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,20,,1003320449,北京大学,PF,186,74,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,3414,0.695,false,90.48,0.545455,33.33,6,90.48,0.833333,33.33,5,19.05,0.2,0,0,0,0,85.71,13,80.95,0.923077,0,0,0,0,0,0,0,0,47.62,5,14.29,0.2,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32006,李美潼,Li Meitong,13,20,,1003320449,北京大学,C,186,74,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,1500,0.305,false,10.53,0.25,0,3,26.32,0.333333,47.37,5,21.05,0.2,0,0,0,0,26.32,2,0,0,0,0,0,0,0,0,0,0,63.16,4,42.11,0.25,36.84,1,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,,,20,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,21,17592,293.2,true,90.91,0.585106,95.1,62,80.42,0.677419,86.01,30,86.01,0.433333,55.94,2,0,0,97.9,46,64.34,0.652174,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,20,,1003320449,北京大学,C,183,130,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,16,16327,0.928,false,91.67,0.595238,93.06,57,81.25,0.684211,81.94,25,86.81,0.44,55.56,2,0,0,95.83,41,60.42,0.634146,0,0,0,0,55.56,2,0,0,89.58,24,83.33,0.458333,18.06,1,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,20,,1003320449,北京大学,PF,183,130,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5,1265,0.072,false,80.41,0.5,14.19,5,76.35,0.6,24.32,5,80.41,0.4,0,0,0,0,33.11,5,85.14,0.8,0,0,0,0,0,0,0,0,36.49,5,74.32,0.4,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,,,19,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,24,40106,668.4,true,76.72,0.516026,100,206,60.34,0.61165,99.14,94,60.34,0.340426,76.72,12,67.24,0.166667,99.14,94,85.34,0.787234,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,19,,1003320449,北京大学,C,183,130,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,18,34944,0.871,false,70.09,0.496503,99.15,188,53.85,0.595745,98.29,88,60.68,0.340909,72.65,10,0,0,98.29,82,83.76,0.780488,0,0,0,0,74.36,10,0,0,98.29,80,54.7,0.35,67.52,8,49.57,0.25
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,19,,1003320449,北京大学,PF,183,130,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,6,5162,0.129,false,100,0.730769,49.07,18,92.59,0.777778,17.59,6,67.59,0.333333,36.11,2,100,1,61.11,12,87.96,0.833333,0,0,0,0,36.11,2,100,1,11.11,2,100,1,49.07,4,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,,,18,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,8,2676,44.6,true,5,0.277778,90,10,25,0.4,40,8,10,0.125,0,0,0,0,75,11,80,0.818182,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,18,,1003320449,北京大学,PF,183,130,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,1434,0.536,false,57.14,0.4,33.33,6,47.62,0.5,23.81,4,28.57,0.25,0,0,0,0,57.14,5,71.43,0.8,0,0,0,0,0,0,0,0,19.05,3,0,0,47.62,1,100,1
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,18,,1003320449,北京大学,SF,183,130,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,668,0.25,false,0,0,31.58,3,0,0,5.26,2,0,0,0,0,0,0,47.37,2,73.68,0.5,0,0,0,0,0,0,0,0,0,0,0,0,73.68,2,0,0
CUBAL一级联赛,CUBAL一级联赛,32013,王雨桐,Wang Yutong,16,18,,1003320449,北京大学,C,183,130,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,2,574,0.214,false,31.58,0.333333,0,1,100,1,5.26,2,0,0,0,0,0,0,47.37,4,100,1,0,0,0,0,0,0,0,0,21.05,2,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,,,21,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,22,12211,203.5,true,88.44,0.54386,63.95,26,58.5,0.538462,77.55,25,87.76,0.44,49.66,6,97.28,0.666667,77.55,20,85.03,0.8,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,21,,1003320449,北京大学,PF,187,76,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,13,9546,0.782,false,85.14,0.529412,58.11,23,77.03,0.608696,74.32,24,83.78,0.416667,36.49,4,94.59,0.5,67.57,16,90.54,0.875,80.41,4,87.16,0.5,0,0,0,0,74.32,16,82.43,0.4375,81.08,8,79.05,0.375
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,21,,1003320449,北京大学,C,187,76,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,9,2665,0.218,false,98.61,0.666667,5.56,3,0,0,2.08,1,100,1,55.56,2,100,1,24.31,4,36.81,0.5,0,0,0,0,55.56,2,100,1,0,0,0,0,18.06,1,100,1
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,20,,1003320449,北京大学,总和,186,80,,20005,CUBAL一级联赛,200267,2023-24,2023,3,2082,34.7,true,51.4,0.4,4.67,2,100,1,27.1,8,36.45,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,6,64.49,0.333333,36.45,2,0,0
CUBAL一级联赛,CUBAL一级联赛,80546,陈怡静,Chen Yijing,21,20,,1003320449,北京大学,PF,186,80,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,3,2082,1,false,50.93,0.4,4.63,2,100,1,26.85,8,36.11,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.85,6,63.89,0.333333,36.11,2,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,,,21,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,36,26645,444.1,true,94.93,0.55303,94.93,55,89.86,0.727273,49.28,13,67.39,0.384615,100,130,83.33,0.330769,72.46,17,97.83,0.941176,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,21,,1003320449,北京大学,SG,186,70,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,17,15156,0.569,false,70.5,0.458716,76.26,31,80.58,0.645161,22.3,6,87.05,0.5,90.65,72,61.87,0.25,27.34,5,100,1,92.81,14,64.75,0.285714,89.93,58,56.83,0.241379,24.46,4,99.28,0.75,36.69,2,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,21,,1003320449,北京大学,SF,186,70,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,18,11418,0.429,false,100,0.676136,65.99,24,96.6,0.833333,39.46,7,55.78,0.285714,91.84,57,95.92,0.438596,61.9,12,91.84,0.916667,89.8,10,87.07,0.5,91.84,47,92.52,0.425532,24.49,3,61.9,0.333333,68.03,4,64.63,0.25
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,21,,1003320449,北京大学,PG,186,70,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1,71,0.003,false,0,0,0,0,0,0,0,0,0,0,6.4,1,0,0,0,0,0,0,0,0,0,0,6.4,1,0,0,0,0,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,,,20,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,26,32066,534.4,true,90.91,0.52518,93.39,58,85.12,0.724138,55.37,18,92.56,0.444444,100,202,84.3,0.316832,74.38,24,49.59,0.583333,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,20,,1003320449,北京大学,SF,186,70,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,15,24370,0.76,false,95.08,0.538462,87.7,48,80.33,0.708333,39.34,14,91.8,0.428571,98.36,146,85.25,0.328767,74.59,24,49.18,0.583333,86.89,12,86.89,0.5,98.36,134,82.79,0.313433,45.9,12,93.44,0.5,36.07,2,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,20,,1003320449,北京大学,SG,186,70,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,11,7696,0.24,false,82.76,0.485714,30.17,10,94.83,0.8,7.76,4,93.1,0.5,85.34,56,70.69,0.285714,0,0,0,0,74.14,8,61.21,0.25,87.07,48,72.41,0.291667,1.72,2,100,1,24.14,2,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,,,19,,1003320449,北京大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,10,3656,60.9,true,50,0.333333,27.78,3,77.78,0.666667,27.78,3,0,0,55.56,9,77.78,0.222222,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,SF,186,70,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,1657,0.453,false,0,0,0,0,0,0,5.26,1,0,0,21.05,2,0,0,0,0,0,0,31.58,1,0,0,10.53,1,0,0,21.05,1,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,PF,186,70,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3,925,0.253,false,100,0.625,0,1,100,1,0,1,0,0,38.1,2,100,0.5,0,0,0,0,0,0,0,0,42.86,2,100,0.5,4.76,1,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,C,186,70,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,2,636,0.174,false,52.63,0.375,0,0,0,0,0,1,0,0,78.95,3,84.21,0.333333,0,0,0,0,84.21,1,100,1,73.68,2,0,0,5.26,1,0,0,0,0,0,0
CUBAL一级联赛,CUBAL一级联赛,32012,李若莹,Li Ruoying,31,19,,1003320449,北京大学,SG,186,70,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,2,438,0.12,false,15.79,0.25,5.26,2,36.84,0.5,0,0,0,0,10.53,2,0,0,0,0,0,0,0,0,0,0,15.79,2,0,0,0,0,0,0,0,0,0,0
