_group,_seasonYear,_season,_stageName,得分,进攻篮板,防守篮板,篮板(总),助攻,抢断,盖帽,失误,个人犯规,投篮命中数,投篮出手数,投篮命中率,篮下命中数,篮下出手数,篮下命中率,中距离命中数,中距离出手数,中距离命中率,三分命中数,三分出手数,三分命中率,罚球命中数,罚球出手数,罚球命中率,球员ID,date,主客场,胜负,opponentId,对手,赛事ID,scheduleId,上场时间(分钟),上场时间(秒),_playerName
2024-25,2024,2024-25,全部,20,1,6,7,1,1,1,1,1,8,13,0.6154,4,5,0.8,0,0,0,4,8,0.5,0,0,0,32012,2025-06-01,1,1,2010422541,广西师范大学,20005,200050010947,22.5,1349,李若莹
2024-25,2024,2024-25,全部,15,1,1,2,2,0,2,0,2,5,10,0.5,1,1,1,0,0,0,4,9,0.4444,1,2,0.5,32012,2025-06-02,1,1,2010422538,武汉科技大学,20005,200050010958,26.4,1582,李若莹
2024-25,2024,2024-25,全部,13,1,4,5,2,3,0,0,3,5,11,0.4545,2,3,0.6667,0,0,0,3,8,0.375,0,0,0,32012,2025-06-03,1,1,2010422416,山西财经大学,20005,200050010966,27.5,1648,李若莹
2024-25,2024,2024-25,全部,9,1,0,1,0,1,1,4,1,3,8,0.375,0,1,0,0,0,0,3,7,0.4286,0,0,0,32012,2025-06-04,0,1,2010422544,华中科技大学,20005,200050010970,21.1,1264,李若莹
2024-25,2024,2024-25,全部,6,0,2,2,2,1,0,0,3,2,7,0.2857,0,0,0,0,2,0,2,5,0.4,0,0,0,32012,2025-06-05,1,1,1003320452,北京师范大学,20005,200050010974,24.7,1481,李若莹
2024-25,2024,2024-25,全部,0,1,1,2,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,32012,2025-06-06,1,1,1003320453,清华大学,20005,200050010977,19.2,1149,李若莹
2023-24,2023,2023-24,全部,12,1,1,2,1,1,0,0,2,4,10,0.4,0,1,0,0,0,0,4,9,0.4444,0,0,0,32012,2024-01-23,0,1,1003320454,中国人民大学,20005,200050010425,18.1,1086,李若莹
2023-24,2023,2023-24,全部,9,0,1,1,1,1,0,0,2,3,8,0.375,0,0,0,1,2,0.5,2,6,0.3333,1,2,0.5,32012,2024-01-24,0,1,1003320451,北京科技大学,20005,200050010427,23.1,1386,李若莹
2023-24,2023,2023-24,全部,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32012,2024-01-25,0,1,1003320452,北京师范大学,20005,200050010430,1.1,68,李若莹
2023-24,2023,2023-24,全部,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,32012,2024-01-26,0,2,1003320453,清华大学,20005,200050010432,4,240,李若莹
2023-24,2023,2023-24,全部,16,1,0,1,2,2,0,0,0,6,9,0.6667,2,2,1,0,0,0,4,7,0.5714,0,0,0,32012,2024-05-04,1,1,2010420380,东北师范大学,20005,200050010573,10.3,620,李若莹
2023-24,2023,2023-24,全部,16,1,1,2,3,3,0,0,2,6,11,0.5455,2,2,1,0,0,0,4,9,0.4444,0,0,0,32012,2024-05-05,0,1,1003320451,北京科技大学,20005,200050010579,17.5,1050,李若莹
2023-24,2023,2023-24,全部,11,6,2,8,0,3,1,0,2,4,12,0.3333,2,4,0.5,0,0,0,2,8,0.25,1,2,0.5,32012,2024-05-07,1,1,1003320819,吉林大学,20005,200050010591,17.9,1074,李若莹
2023-24,2023,2023-24,全部,12,3,3,6,0,1,0,0,2,5,12,0.4167,4,5,0.8,0,0,0,1,7,0.1429,1,2,0.5,32012,2024-05-08,0,1,1003320539,山东大学,20005,200050010599,15.4,921,李若莹
2023-24,2023,2023-24,全部,19,1,3,4,1,1,0,0,3,7,12,0.5833,3,4,0.75,0,0,0,4,8,0.5,1,2,0.5,32012,2024-05-09,1,1,1003320545,中国海洋大学,20005,200050010606,23,1377,李若莹
2023-24,2023,2023-24,全部,12,1,3,4,0,2,0,0,4,3,7,0.4286,0,0,0,0,0,0,3,7,0.4286,3,4,0.75,32012,2024-05-10,0,2,1003320453,清华大学,20005,200050010614,26.4,1583,李若莹
2023-24,2023,2023-24,全部,13,0,6,6,1,4,2,1,4,5,17,0.2941,2,3,0.6667,0,1,0,3,13,0.2308,0,0,0,32012,2024-06-06,1,1,1003320493,西安交通大学,20005,200050010627,25,1497,李若莹
2023-24,2023,2023-24,全部,4,1,1,2,2,0,1,1,0,2,9,0.2222,0,0,0,2,3,0.6667,0,6,0,0,0,0,32012,2024-06-07,0,1,1003320780,上海交通大学,20005,200050010634,18.9,1136,李若莹
2023-24,2023,2023-24,全部,9,2,2,4,0,0,0,0,2,4,13,0.3077,2,4,0.5,1,1,1,1,8,0.125,0,0,0,32012,2024-06-08,1,1,1000120194,湖南师范大学,20005,200050010648,24.2,1450,李若莹
2023-24,2023,2023-24,全部,13,2,2,4,0,1,0,0,1,5,11,0.4545,2,2,1,0,1,0,3,8,0.375,0,0,0,32012,2024-06-09,1,1,1003320653,山西财经大学,20005,200050010654,20.1,1207,李若莹
2023-24,2023,2023-24,全部,7,0,2,2,3,2,0,2,4,3,6,0.5,2,2,1,0,0,0,1,4,0.25,0,0,0,32012,2024-06-11,1,1,1003320780,上海交通大学,20005,200050010667,22.3,1338,李若莹
2022-23,2022,2022-23,全部,16,1,1,2,6,5,0,4,2,8,12,0.6667,0,0,0,0,0,0,0,2,0,0,0,0,32012,2023-04-26,0,1,,,20005,200050010302,26.6,1598,李若莹
2022-23,2022,2022-23,全部,25,1,0,1,3,1,0,4,5,9,15,0.6,0,0,0,0,0,0,7,12,0.5833,0,0,0,32012,2023-04-27,1,1,,,20005,200050010311,19.3,1156,李若莹
2022-23,2022,2022-23,全部,14,3,2,5,1,1,0,0,3,5,14,0.3571,0,0,0,0,0,0,2,10,0.2,2,2,1,32012,2023-04-28,0,1,,,20005,200050010315,22,1322,李若莹
2022-23,2022,2022-23,全部,12,2,1,3,0,1,0,2,0,4,9,0.4444,0,0,0,0,0,0,4,8,0.5,0,0,0,32012,2023-04-29,1,1,,,20005,200050010324,20.8,1247,李若莹
2022-23,2022,2022-23,全部,17,3,2,5,1,3,1,1,2,6,12,0.5,0,0,0,0,0,0,5,9,0.5556,0,0,0,32012,2023-05-01,0,1,,,20005,200050010335,27.8,1668,李若莹
2022-23,2022,2022-23,全部,5,1,0,1,0,1,0,0,4,2,6,0.3333,0,0,0,0,0,0,1,4,0.25,0,2,0,32012,2023-05-03,0,1,,,20005,200050010343,8.8,530,李若莹
2022-23,2022,2022-23,全部,3,4,0,4,3,1,0,0,1,1,3,0.3333,0,0,0,0,0,0,1,3,0.3333,0,0,0,32012,2023-05-26,0,1,,,20005,200050010352,12.8,766,李若莹
2022-23,2022,2022-23,全部,6,2,2,4,0,1,0,0,3,2,5,0.4,0,0,0,0,0,0,2,4,0.5,0,0,0,32012,2023-05-27,1,1,,,20005,200050010367,19.1,1148,李若莹
2022-23,2022,2022-23,全部,11,0,1,1,0,1,1,1,1,4,6,0.6667,0,0,0,0,0,0,3,5,0.6,0,2,0,32012,2023-05-28,1,1,,,20005,200050010375,16.8,1009,李若莹
2022-23,2022,2022-23,全部,4,2,1,3,2,2,0,0,1,2,11,0.1818,0,0,0,0,0,0,0,6,0,0,2,0,32012,2023-05-29,1,1,,,20005,200050010382,23.6,1413,李若莹
2022-23,2022,2022-23,全部,8,1,2,3,2,0,0,0,1,3,5,0.6,1,1,1,0,1,0,2,3,0.6667,0,0,0,32012,2023-05-31,1,1,1003320780,上海交通大学,20005,200050010395,21.5,1287,李若莹
2022-23,2022,2022-23,全部,2,0,2,2,0,0,1,1,3,1,5,0.2,1,2,0.5,0,0,0,0,3,0,0,0,0,32012,2023-06-10,0,2,1003320442,华中科技大学,20005,200050010396,18.9,1135,李若莹
2022-23,2022,2022-23,全部,0,1,3,4,2,3,1,3,2,0,5,0,0,0,0,0,2,0,0,3,0,0,0,0,32012,2023-06-11,0,1,1003320435,中国矿业大学,20005,200050010398,20.6,1234,李若莹
