_group,_leagueName,球队ID,球队名称,得分,对手得分,打法类型,该打法占比,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,有效命中率,篮下比重,中距离比重,三分比重,失误,失误占比,造罚球回合数,造罚球占比,对手该打法回合数,对手篮下出手数,对手篮下命中数,对手篮下未命中数,对手中距离出手数,对手中距离命中数,对手中距离未命中数,对手三分出手数,对手三分命中数,对手三分未命中数,对手该打法占比,对手每回合得分,对手有效命中率,对手篮下比重,对手中距离比重,对手三分比重,对手失误,对手失误占比,对手造罚球回合数,对手造罚球占比,赛事ID,赛事名称,赛季ID,赛季,年份,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,位置,身高,体重,位置(中文),lineups,上场时间(秒),上场时间(分钟),每回合得分百分位排名,打法占比百分位排名,球队有效命中率百分位,球队篮下出手占比百分位排名,球队中距离出手占比百分位排名,球队三分出手占比百分位排名,失误占比百分位排名,造罚球占比百分位排名,对手每回合得分百分位排名,对手打法占比百分位排名,对手有效命中率百分位,对手篮下出手占比百分位排名,对手中距离出手占比百分位排名,对手三分出手占比百分位排名,对手失误占比百分位排名,对手造罚球占比百分位排名,在场/不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,32,,Transition,0.1923,0.64,50,19,,7,9,1,8,3,2,1,0.516129,0.6129,0.2903,0.0968,11,0.22,8,0.16,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32005,,,11,20,2,,183,80,,,5764,96.1,41.67,38.89,50,69.44,63.89,25,44.44,88.89,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,12,,Transition,0.2394,0.7059,17,7,,2,3,1,2,0,0,0,0.6,0.7,0.3,0,5,0.2941,2,0.1176,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32005,,,11,20,2,,183,80,,,1736,28.9,51.43,69.44,72.22,80.56,63.89,0,25,77.14,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.0471,-0.0659,,,,,,,,,,,-0.0839,-0.0871,-0.0097,0.0968,,-0.0741,,0.0424,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32005,,,11,20,2,,183,80,,,,,52.94,15.43,49.2,49.2,55.61,73.26,54.01,73.8,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,196,,Transition,0.2393,0.7935,247,103,,37,58,28,30,33,1,32,0.489744,0.5309,0.299,0.1701,31,0.1255,21,0.085,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32005,,,11,21,2,,183,80,,,24897,415,43.75,66.1,46.21,58.71,63.07,35.04,67.42,58.52,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,205,,Transition,0.2853,1.0354,198,101,,28,29,10,19,36,12,24,0.608434,0.6084,0.1747,0.2169,21,0.1061,11,0.0556,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32005,,,11,21,2,,183,80,,,18303,305.1,71.21,82.58,73.11,71.21,33.71,45.64,75.38,38.9,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.046,-0.2419,,,,,,,,,,,-0.1187,-0.0775,0.1243,-0.0468,,0.0194,,0.0294,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32005,,,11,21,2,,183,80,,,,,32.49,19.67,35.89,42.56,88.73,49.56,31.62,77.68,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,63,,Transition,0.2791,0.875,72,27,,12,12,7,5,13,6,7,0.596154,0.5192,0.2308,0.25,14,0.1944,6,0.0833,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92136,,,12,19,2,,190,91,,,6771,112.9,53.63,77.17,70.49,37.28,64.42,59.12,42.05,52.92,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,367,,Transition,0.2688,0.9152,401,173,,48,56,26,30,70,20,50,0.605351,0.5786,0.1873,0.2341,66,0.1646,36,0.0898,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92136,,,12,19,2,,190,91,,,36729,612.2,57.6,74.69,72.08,49.12,52.12,56.01,51.77,55.65,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,0.0103,-0.0402,,,,,,,,,,,-0.0092,-0.0594,0.0435,0.0159,,0.0298,,-0.0065,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92136,,,12,19,2,,190,91,,,,,56.3,99.9,60.31,48.57,73.28,67.18,26.62,59.45,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,16,,Transition,0.2821,1.4545,11,2,,1,5,5,0,2,1,1,0.833333,0.2222,0.5556,0.2222,1,0.0909,1,0.0909,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92136,,,12,18,2,,190,91,,,1231,20.5,97.15,81.4,97.91,9.87,93.36,46.3,80.65,60.72,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,383,,Transition,0.2577,0.8845,433,201,,64,82,33,49,67,12,55,0.535613,0.5743,0.2343,0.1914,51,0.1178,31,0.0716,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92136,,,12,18,2,,190,91,,,41969,699.5,55.3,75.38,58.14,66.1,47.35,40.15,69.89,51.14,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,0.0244,0.57,,,,,,,,,,,0.2977,-0.3521,0.3213,0.0308,,-0.0269,,0.0193,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92136,,,12,18,2,,190,91,,,,,97.92,99.78,96.5,21.33,98.91,67.72,49.56,72.21,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,176,,Transition,0.2525,0.8544,206,83,,27,31,14,17,37,11,26,0.572848,0.5497,0.2053,0.245,36,0.1748,19,0.0922,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32006,,,13,22,2,,186,78,,,19683,328.1,51.24,68.5,65.02,43.82,57.95,57.77,48.76,57.95,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,254,,Transition,0.2869,0.9407,270,117,,33,37,19,18,46,15,31,0.6275,0.585,0.185,0.23,44,0.163,26,0.0963,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32006,,,13,22,2,,186,78,,,23817,397,61.13,79.51,75.27,51.94,51.77,55.48,51.77,59.89,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.0344,-0.0863,,,,,,,,,,,-0.0547,-0.0353,0.0203,0.015,,0.0118,,-0.0041,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32006,,,13,22,2,,186,78,,,,,48.95,21.07,48.57,52.58,66.51,66.98,32.54,60.97,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,23,,Transition,0.1843,0.575,40,16,,7,5,1,4,2,1,1,0.5,0.6957,0.2174,0.087,10,0.25,7,0.175,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32006,,,13,20,2,,186,74,,,4914,81.9,30.56,38.89,50,80.56,38.89,25,40,88.89,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,21,,Transition,0.2241,0.8077,26,10,,2,7,1,6,1,1,0,0.583333,0.5556,0.3889,0.0556,5,0.1923,3,0.1154,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32006,,,13,20,2,,186,74,,,2586,43.1,61.11,55.56,71.43,54.29,80,13.89,52.78,75,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.0398,-0.2327,,,,,,,,,,,-0.0833,0.1401,-0.1715,0.0314,,0.0577,,0.0596,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32006,,,13,20,2,,186,74,,,,,41.18,15.43,49.73,73.8,26.74,63.64,33.16,80.21,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,215,,Transition,0.2355,0.9471,227,108,,35,41,22,19,36,7,29,0.567204,0.5838,0.2216,0.1946,28,0.1233,13,0.0573,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32006,,,13,21,2,,186,74,,,23911,398.5,61.74,64.39,66.29,67.42,44.13,40.53,69.51,39.58,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,187,,Transition,0.2855,0.8539,219,96,,30,46,16,30,33,6,27,0.52,0.5486,0.2629,0.1886,25,0.1142,19,0.0868,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32006,,,13,21,2,,186,74,,,19289,321.5,50.76,82.58,54.46,61.74,52.84,39.39,71.78,58.71,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.05,0.0932,,,,,,,,,,,0.0472,0.0352,-0.0413,0.006,,0.0091,,-0.0295,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32006,,,13,21,2,,186,74,,,,,73.63,19.67,71.99,68.71,51.53,61.6,35.45,46.83,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,173,,Transition,0.2667,0.9202,188,84,,23,26,12,14,27,8,19,0.620438,0.6131,0.1898,0.1971,34,0.1809,17,0.0904,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32013,,,16,20,2,,183,130,,,17592,293.2,58.83,73.98,74.91,57.07,53,45.76,47.17,55.65,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,257,,Transition,0.2732,0.8924,288,116,,37,42,21,21,56,18,38,0.593458,0.5421,0.1963,0.2617,46,0.1597,28,0.0972,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32013,,,16,20,2,,183,130,,,25908,431.8,55.48,75.44,69.61,41.17,54.06,62.9,53.53,60.6,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.0065,0.0278,,,,,,,,,,,0.027,0.071,-0.0065,-0.0646,,0.0212,,-0.0068,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32013,,,16,20,2,,183,130,,,,,66.03,21.07,67.37,77.19,58.97,44.56,29.87,59.26,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,26,,Transition,0.2458,0.8966,29,12,,4,6,2,4,2,2,0,0.65,0.6,0.3,0.1,5,0.1724,4,0.1379,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32013,,,16,18,2,,183,130,,,2676,44.6,72.22,69.44,80.56,68.57,63.89,25,55.56,83.33,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,18,,Transition,0.1729,0.4865,37,14,,5,6,0,6,1,0,1,0.428571,0.6667,0.2857,0.0476,10,0.2703,6,0.1622,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32013,,,16,18,2,,183,130,,,4824,80.4,11.11,30.56,34.29,77.14,60,13.89,25,88.89,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,0.0729,0.4101,,,,,,,,,,,0.2214,-0.0667,0.0143,0.0524,,-0.0979,,-0.0243,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32013,,,16,18,2,,183,130,,,,,84.49,98.4,82.89,51.34,59.36,66.31,59.89,43.32,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,170,,Transition,0.2445,0.8543,199,94,,32,37,14,23,28,5,23,0.525157,0.5912,0.2327,0.1761,24,0.1206,16,0.0804,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32013,,,16,19,2,,183,130,,,20053,334.2,50.76,69.51,56.82,68.75,47.35,35.42,69.51,55.87,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,231,,Transition,0.2683,0.939,246,110,,33,50,24,26,41,8,33,0.559406,0.5473,0.2488,0.204,28,0.1138,16,0.065,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32013,,,16,19,2,,183,130,,,23147,385.8,60.8,78.03,63.45,61.74,48.3,43.75,71.78,45.83,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.0238,-0.0847,,,,,,,,,,,-0.0342,0.0439,-0.0161,-0.0279,,0.0068,,0.0154,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32013,,,16,19,2,,183,130,,,,,46.5,19.67,50.88,70.79,56.89,52.84,36.54,69.58,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,124,,Transition,0.2851,0.9118,136,59,,19,20,7,13,27,9,18,0.570755,0.5566,0.1887,0.2547,15,0.1103,15,0.1103,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,80546,,,21,21,2,,187,76,,,12211,203.5,57.24,78.98,63.78,46.11,53,62.37,69.08,66.08,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,309,,Transition,0.2664,0.9062,341,142,,41,48,26,22,56,17,39,0.619919,0.5772,0.1951,0.2276,65,0.1906,30,0.088,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,80546,,,21,21,2,,187,76,,,31289,521.5,57.07,73.85,74.73,49.12,54.06,55.48,42.76,55.48,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,0.0187,0.0056,,,,,,,,,,,-0.0492,-0.0206,-0.0064,0.0271,,-0.0803,,0.0223,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,80546,,,21,21,2,,187,76,,,,,63.17,99.9,50.76,55.73,59.16,69.27,63.36,74.14,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,8,,Transition,0.2857,0.6667,12,5,,2,1,1,0,2,0,2,0.5,0.625,0.125,0.25,4,0.3333,0,0,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80546,,,21,20,2,,186,80,,,1041,17.4,29.41,82.73,49.91,74.95,18.6,56.17,11.01,0,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,391,,Transition,0.2573,0.9051,432,198,,63,86,37,49,67,13,54,0.544034,0.5641,0.245,0.1909,48,0.1111,32,0.0741,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80546,,,21,20,2,,186,80,,,42159,702.7,57.39,75,59.66,64.02,48.3,40.15,72.11,51.23,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,0.0284,-0.2384,,,,,,,,,,,-0.044,0.0609,-0.12,0.0591,,0.2222,,-0.0741,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80546,,,21,20,2,,186,80,,,,,32.93,99.78,48.69,73.63,32.6,75.38,2.74,21.01,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,268,,Transition,0.259,0.9571,280,130,,39,29,15,14,56,17,39,0.611628,0.6047,0.1349,0.2605,42,0.15,23,0.0821,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32012,,,31,21,2,,186,70,,,26645,444.1,63.6,70.67,73.85,55.65,36.75,62.72,56.99,52.12,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,164,,Transition,0.2897,0.841,195,70,,21,40,19,21,27,9,18,0.594891,0.5109,0.292,0.1971,38,0.1949,20,0.1026,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32012,,,31,21,2,,186,70,,,16855,280.9,50.18,80.71,70.14,36.75,76.86,45.76,42.05,63.6,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,-0.0307,0.1161,,,,,,,,,,,0.0167,0.0938,-0.1571,0.0634,,-0.0449,,-0.0205,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32012,,,31,21,2,,186,70,,,,,76.15,21.07,65.36,81.3,22.52,76.62,54.01,50.95,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,21,,Transition,0.2208,0.6176,34,14,,6,7,1,6,1,1,0,0.477273,0.6364,0.3182,0.0455,8,0.2353,4,0.1176,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32012,,,31,19,2,,186,70,,,3656,60.9,38.89,50,47.22,69.44,66.67,13.89,41.67,77.14,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,23,,Transition,0.1751,0.7419,31,12,,3,5,1,4,2,1,1,0.605263,0.6316,0.2632,0.1053,7,0.2258,5,0.1613,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32012,,,31,19,2,,186,70,,,3844,64.1,58.33,30.56,72.22,69.44,55.56,25.71,44.44,88.89,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,0.0457,-0.1243,,,,,,,,,,,-0.128,0.0048,0.055,-0.0598,,0.0095,,-0.0437,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32012,,,31,19,2,,186,70,,,,,48.13,98.4,44.39,56.68,65.78,49.2,40.64,34.22,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,167,,Transition,0.2954,0.893,187,83,,26,33,13,20,35,8,27,0.543046,0.5497,0.2185,0.2318,21,0.1123,15,0.0802,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32012,,,31,20,2,,186,70,,,16033,267.2,56.06,84.85,59.66,61.74,44.13,49.43,71.78,55.87,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,235,,Transition,0.2378,0.9073,259,121,,39,54,25,29,34,5,29,0.545238,0.5789,0.2584,0.1627,31,0.1197,18,0.0695,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32012,,,31,20,2,,186,70,,,27167,452.8,57.39,64.96,59.66,66.41,52.84,31.82,69.89,48.67,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,,,Transition,0.0576,-0.0143,,,,,,,,,,,-0.0022,-0.0292,-0.0399,0.0691,,-0.0074,,0.0107,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32012,,,31,20,2,,186,70,,,,,56.67,99.78,59.41,53.06,51.86,78.34,42.56,66.41,,,,,,,,,差值
