teamId,teamName,teamLogo,节奏,调整净效率,净效率,百回合得分,百回合失分,回合数,有效投篮命中率,失误率(球队),进攻篮板率(球队),罚球率,对手有效命中率,对手失误率,对手进攻篮板率,对手罚球率,teamTotalNum,leagueEventId,leagueEvent,seasonId,season,year,出场次数,wins,losses,adjNetRatingRank,netRatingRank,offRatingRank,teamEfgPctRank,teamTovPctRank,teamOrebPctRank,ftRateRank,defRatingRank,oppEfgPctRank,oppTovPctRank,oppOrebPctRank,oppFtRateRank
1003321308,中国U17,https://k8-oss.cbastats.com/national-flag/CHN.png,94.7,-8.814068856999999,-15.4,101.42,116.82,552.135064,0.486871,0.219459,0.293286,0.251641,0.500942,0.150114,0.396667,0.212806,16,10018,U17世界杯,200310,2024,2024,7,3,4,12,13,6,7,7,12,5,15,12,16,15,10
1003321308,中国U17,https://k8-oss.cbastats.com/team-logo/20039/200809/1003321308_61.png,91.3,4.7911983712,15.99,114.08,98.09,456.703755,0.524823,0.198559,0.382353,0.182033,0.462567,0.208743,0.306034,0.272727,14,20039,CBDL,200809,2025-26,2025,6,3,3,4,2,1,2,11,3,7,4,6,4,7,14
