teamId,teamName,teamLogo,节奏,调整净效率,净效率,百回合得分,百回合失分,回合数,teamTotalNum,leagueEventId,leagueEvent,seasonId,season,year,出场次数,wins,losses,adjNetRatingRank,netRatingRank,offRatingRank,defRatingRank
1003321308,中国U17,https://k8-oss.cbastats.com/national-flag/CHN.png,94.7,-8.814068856999999,-15.394784,101.424459,116.819243,552.135064,16,10018,U17世界杯,200310,2024,2024,7,3,4,12,13,6,15
1003321308,中国U17,https://k8-oss.cbastats.com/team-logo/20039/200809/1003321308_61.png,91.3,4.7911983712,15.984103,114.078326,98.094223,456.703755,14,20039,CBDL,200809,2025-26,2025,6,3,3,4,2,1,4
