_group,_leagueName,_seasonYear,底角三分命中率,有效投篮命中率,leagueEvent,leagueEventId,season,seasonId,year,长中距离命中率,中距离命中率,上场时间(分钟),非底角三分命中率,对手底角三分命中率,对手有效命中率,对手eFG%百分位,对手远中距离命中率,对手中距离命中率,对手中距离命中率百分位排名,对手侧翼三分命中率,对手底角三分比重,对手远中距离比重,对手中距离比重,对手中距离出手占比百分位排名,对手侧翼三分比重,对手篮下比重,对手篮下出手占比百分位排名,对手近距离比重,对手三分比重,对手三分出手占比百分位排名,对手篮下命中率,对手篮下命中率百分位排名,对手近距离命中率,对手三分命中率,对手三分命中率百分位排名,底角三分比重,远中距离比重,中距离比重,侧翼三分比重,篮下比重,篮下近距离比重,三分比重,篮下命中率,上场时间(秒),短中距离命中率,球队eFG%百分位,teamId,球队中距离命中率百分位排名,teamName,球队中距离出手占比百分位排名,球队篮下出手占比百分位排名,球队三分出手占比百分位排名,球队篮下命中率百分位排名,球队三分命中率百分位排名,三分命中率
U17世界杯 2024,U17世界杯,2024,0,0,U17世界杯,10018,2024,200310,2024,0,0,0.2,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,13,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.666667,U17世界杯,10018,2024,200310,2024,0,0,3,0,0,0.7,,0,0.666667,,0,0,0,0.6,,0,0.2,,0,0.2,,0,,0,1,,0,0,0,0,0.166667,0,0.833333,1,181,0,,1003321308,,中国U17,,,,,,0.4
U17世界杯 2024,U17世界杯,2024,0,0.5,U17世界杯,10018,2024,200310,2024,0,0,2.7,0,0,0.5,,0,0,,0,0,0,0,,0,0.777778,,0,0.222222,,0.428571,,0,0.5,,0,0,0,0,0.428571,0,0.571429,0.666667,164,0,,1003321308,,中国U17,,,,,,0.25
U17世界杯 2024,U17世界杯,2024,0,0.5,U17世界杯,10018,2024,200310,2024,0,0,0.9,0,0,0,,0,0,,0,0,0,0,,0,1,,0,0,,0,,0,0,,0,0,0,0,1,0,0,0.5,51,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.5,U17世界杯,10018,2024,200310,2024,0,0,1.3,0,0,0.666667,,0,1,,0,0,0,0.333333,,0,0.666667,,0,0,,0.5,,0,0,,0,0,0,0,0.5,0,0.5,1,75,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.8,U17世界杯,10018,2024,200310,2024,0,0,2.5,0,0,0.25,,0,0,,0,0,0,0.25,,0,0.25,,0,0.5,,1,,0,0,,0,0,0,0,0.4,0,0.6,0.5,151,0,,1003321308,,中国U17,,,,,,0.666667
U17世界杯 2024,U17世界杯,2024,0,0.5,U17世界杯,10018,2024,200310,2024,0,0,2.4,0,0,0.2,,0,1,,0,0,0,0.2,,0,0.4,,0,0.4,,0,,0,0,,0,0,0.333333,0,0,0,0.666667,0,141,0,,1003321308,,中国U17,,,,,,0.5
U17世界杯 2024,U17世界杯,2024,0,1,U17世界杯,10018,2024,200310,2024,0,1,1.3,0,0,0,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,0,,0,0,,0,0,0.5,0,0.5,0,0,1,75,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.5,U17世界杯,10018,2024,200310,2024,0,0,1.4,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0,0,1,0,83,0,,1003321308,,中国U17,,,,,,0.333333
U17世界杯 2024,U17世界杯,2024,0,0,U17世界杯,10018,2024,200310,2024,0,0,0.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,18,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0,U17世界杯,10018,2024,200310,2024,0,0,2.2,0,0,0.333333,,0,0,,0,0,0,0.333333,,0,0.666667,,0,0,,0.5,,0,0,,0,0,0.25,0,0,0,0.75,0,134,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0,U17世界杯,10018,2024,200310,2024,0,0,0.1,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,6,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.142857,U17世界杯,10018,2024,200310,2024,0,0,3.4,0,0,0.8,,0,0,,0,0,0,0.2,,0,0.4,,0,0.4,,0.5,,0,1,,0,0,0.285714,0,0.428571,0,0.285714,0.333333,203,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0,U17世界杯,10018,2024,200310,2024,0,0,1.4,0,0,0,,0,0,,0,0,0,0.5,,0,0.5,,0,0,,0,,0,0,,0,0,0,0,0.333333,0,0.666667,0,84,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0,U17世界杯,10018,2024,200310,2024,0,0,0.3,0,0,0,,0,0,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,0,,0,0,0,0,0,0,0,0,18,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.4,U17世界杯,10018,2024,200310,2024,0,0.333333,4.9,0,0,0.6,,0,0.5,,0,0,0,0.2,,0,0.4,,0,0.4,,0.5,,0,0.5,,0,0,0.6,0,0.2,0,0.2,1,296,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.5,U17世界杯,10018,2024,200310,2024,0,0,2,0,0,1.166667,,0,0,,0,0,0,0,,0,0.666667,,0,0.333333,,1,,0,1,,0,0,0.333333,0,0,0,0.666667,0,121,0,,1003321308,,中国U17,,,,,,0.5
U17世界杯 2024,U17世界杯,2024,0,0,U17世界杯,10018,2024,200310,2024,0,0,1.1,0,0,0.5,,0,0,,0,0,0,0.5,,0,0.5,,0,0,,1,,0,0,,0,0,0,0,0,0,1,0,64,0,,1003321308,,中国U17,,,,,,0
U17世界杯 2024,U17世界杯,2024,0,0.833333,U17世界杯,10018,2024,200310,2024,0,0,3.3,0,0,0.916667,,0,0.75,,0,0,0,0.666667,,0,0.166667,,0,0.166667,,1,,0,1,,0,0,0,0,0.333333,0,0.666667,1,200,0,,1003321308,,中国U17,,,,,,0.5
U17世界杯 2024,U17世界杯,2024,0,0.388889,U17世界杯,10018,2024,200310,2024,0,0.333333,3.8,0,0,0.8,,0,1,,0,0,0,0.2,,0,0.8,,0,0,,0.75,,0,0,,0,0,0.333333,0,0.444444,0,0.222222,0.25,225,0,,1003321308,,中国U17,,,,,,0.5
U17世界杯 2024,U17世界杯,2024,0,0.833333,U17世界杯,10018,2024,200310,2024,0,0,4.6,0,0,0.375,,0,0,,0,0,0,0.125,,0,0.5,,0,0.375,,0.75,,0,0,,0,0,0,0,0.333333,0,0.666667,1,273,0,,1003321308,,中国U17,,,,,,0.5
