_group,_leagueName,上场时间(秒),上场时间(分钟),出场次数,打法类型,得分,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,失误,有效投篮命中率,篮下比重,中距离比重,三分比重,失误占比,造罚球回合数,造罚球占比,playerId,playerName,playerEnName,number,age,sex,teamId,teamName,position,height,weight,positionCn,leagueEventId,leagueEvent,seasonId,season,year,每100回合打法使用次数,每36分钟打法使用次数,每36分钟打法使用次数百分位排名,每100回合打法使用次数百分位排名,球员每回合得分百分位排名,球员有效投篮命中率百分位排名,球员篮下出手占比百分位排名,球员中距离出手占比百分位排名,球员三分出手占比百分位排名,球员失误占比百分位排名,球员造罚球占比百分位排名
CBDL,CBDL,5726,95.4,6,Transition,0,0,4,1,0,1,0,0,0,2,0,2,1,0,0.3333,0,0.6667,0.25,0,0,82168,涂瀚之,Tu Hanzhi,10,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,2.1255,1.5094,,,,,,,,,
CBDL,CBDL,5726,95.4,6,P&R-Ball-Handler,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,82168,涂瀚之,Tu Hanzhi,10,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,0.5314,0.3774,,,,,,,,,
CBDL,CBDL,5726,95.4,6,Isolation,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,82168,涂瀚之,Tu Hanzhi,10,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,0.5314,0.3774,,,,,,,,,
CBDL,CBDL,5726,95.4,6,Spot-Up,12,1,12,0,0,0,1,1,0,7,2,5,2,0.5,0,0.125,0.875,0.1667,2,0.1667,82168,涂瀚之,Tu Hanzhi,10,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,6.3764,4.5283,29.03,25.81,74.19,67.74,0,36.56,89.25,9.68,94.62
CBDL,CBDL,5726,95.4,6,Hand-Off,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,82168,涂瀚之,Tu Hanzhi,10,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,0.5314,0.3774,,,,,,,,,
CBDL,CBDL,5726,95.4,6,Put-Backs,4,2,2,1,1,0,1,1,0,0,0,0,0,1,0.5,0.5,0,0,0,0,82168,涂瀚之,Tu Hanzhi,10,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.0627,0.7547,,,,,,,,,
CBDL,CBDL,5726,95.4,6,Miscellaneous,4,1.3333,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.3333,1,0.3333,82168,涂瀚之,Tu Hanzhi,10,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.5941,1.1321,,,,,,,,,
CBDL,CBDL,5488,91.5,4,Transition,11,1,11,6,4,2,0,0,0,3,1,2,2,0.611111,0.6667,0,0.3333,0.1818,0,0,82212,张淳智,Zhang Chunzhi,11,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,6.3598,4.3279,62.71,64.41,35.59,45.76,45.76,0,79.66,25.42,0
CBDL,CBDL,5488,91.5,4,Isolation,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82212,张淳智,Zhang Chunzhi,11,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,0.5782,0.3934,,,,,,,,,
CBDL,CBDL,5488,91.5,4,Spot-Up,22,1.1579,19,1,1,0,2,1,1,14,5,9,1,0.558824,0.0588,0.1176,0.8235,0.0526,1,0.0526,82212,张淳智,Zhang Chunzhi,11,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,10.9852,7.4754,87.1,87.1,84.95,77.42,34.41,30.11,78.49,63.44,61.29
CBDL,CBDL,5488,91.5,4,Off-Screen,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,82212,张淳智,Zhang Chunzhi,11,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,0.5782,0.3934,,,,,,,,,
CBDL,CBDL,5488,91.5,4,Hand-Off,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,82212,张淳智,Zhang Chunzhi,11,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,0.5782,0.3934,,,,,,,,,
CBDL,CBDL,5488,91.5,4,Put-Backs,6,2,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.3333,82212,张淳智,Zhang Chunzhi,11,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.7345,1.1803,,,,,,,,,
CBDL,CBDL,5488,91.5,4,Miscellaneous,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,82212,张淳智,Zhang Chunzhi,11,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.7345,1.1803,,,,,,,,,
CBDL,CBDL,2727,45.5,3,Transition,2,0.6667,3,2,1,1,0,0,0,1,0,1,0,0.333333,0.6667,0,0.3333,0,0,0,34995,吕飞燕,Lv Feiyan,12,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,3.4129,2.3736,,,,,,,,,
CBDL,CBDL,2727,45.5,3,P&R-Ball-Handler,0,0,4,1,0,1,2,0,2,1,0,1,0,0,0.25,0.5,0.25,0,0,0,34995,吕飞燕,Lv Feiyan,12,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,4.5505,3.1648,,,,,,,,,
CBDL,CBDL,2727,45.5,3,Spot-Up,5,0.8333,6,1,1,0,1,0,1,3,1,2,1,0.5,0.2,0.2,0.6,0.1667,0,0,34995,吕飞燕,Lv Feiyan,12,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,6.8257,4.7473,,,,,,,,,
CBDL,CBDL,2727,45.5,3,Off-Screen,3,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34995,吕飞燕,Lv Feiyan,12,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.1376,0.7912,,,,,,,,,
CBDL,CBDL,2727,45.5,3,Hand-Off,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34995,吕飞燕,Lv Feiyan,12,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.1376,0.7912,,,,,,,,,
CBDL,CBDL,2727,45.5,3,Miscellaneous,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0.5,34995,吕飞燕,Lv Feiyan,12,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,2.2752,1.5824,,,,,,,,,
CBDL,CBDL,9658,161,6,Transition,30,1.25,24,14,12,2,3,1,2,2,1,1,4,0.763158,0.7368,0.1579,0.1053,0.1667,1,0.0417,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,7.8419,5.3665,86.44,86.44,67.8,77.97,57.63,69.49,32.2,28.81,18.64
CBDL,CBDL,9658,161,6,P&R-Ball-Handler,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,0.3267,0.2236,,,,,,,,,
CBDL,CBDL,9658,161,6,Isolation,2,0.6667,3,0,0,0,2,1,1,1,0,1,0,0.333333,0,0.6667,0.3333,0,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,0.9802,0.6708,,,,,,,,,
CBDL,CBDL,9658,161,6,Post-Up,2,0.2857,7,2,0,2,3,1,2,0,0,0,2,0.2,0.4,0.6,0,0.2857,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,2.2872,1.5652,,,,,,,,,
CBDL,CBDL,9658,161,6,Spot-Up,22,0.6875,32,3,1,2,3,1,2,22,6,16,4,0.392857,0.1071,0.1071,0.7857,0.125,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,10.4559,7.1553,82.8,81.72,23.66,38.71,51.61,26.88,67.74,22.58,0
CBDL,CBDL,9658,161,6,Off-Screen,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,0.6535,0.4472,,,,,,,,,
CBDL,CBDL,9658,161,6,Hand-Off,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,0.3267,0.2236,,,,,,,,,
CBDL,CBDL,9658,161,6,Cut,10,1.1111,9,4,3,1,1,1,0,0,0,0,3,0.8,0.8,0.2,0,0.3333,1,0.1111,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,2.9407,2.0124,,,,,,,,,
CBDL,CBDL,9658,161,6,P&R-Roll-Man,4,0.3636,11,3,1,2,0,0,0,6,0,6,1,0.111111,0.3333,0,0.6667,0.0909,1,0.0909,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,3.5942,2.4596,16.67,16.67,8.33,8.33,16.67,0,83.33,58.33,50
CBDL,CBDL,9658,161,6,Put-Backs,14,1.5556,9,7,6,1,1,1,0,0,0,0,1,0.875,0.875,0.125,0,0.1111,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,2.9407,2.0124,,,,,,,,,
CBDL,CBDL,9658,161,6,Miscellaneous,0,0,3,0,0,0,1,0,1,1,0,1,1,0,0,0.5,0.5,0.3333,0,0,36317,张懿赵杰,Zhang Yizhaojie,13,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,0.9802,0.6708,,,,,,,,,
CBDL,CBDL,2440,40.7,3,Transition,0,0,4,1,0,1,0,0,0,1,0,1,2,0,0.5,0,0.5,0.5,0,0,34608,孙陈鹏,Sun Chenpeng,14,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,5.6918,3.5381,,,,,,,,,
CBDL,CBDL,2440,40.7,3,Spot-Up,6,1,6,0,0,0,1,0,1,5,2,3,0,0.5,0,0.1667,0.8333,0,0,0,34608,孙陈鹏,Sun Chenpeng,14,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,8.5377,5.3071,,,,,,,,,
CBDL,CBDL,2440,40.7,3,Off-Screen,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34608,孙陈鹏,Sun Chenpeng,14,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.423,0.8845,,,,,,,,,
CBDL,CBDL,2440,40.7,3,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34608,孙陈鹏,Sun Chenpeng,14,,,1003321308,中国U17,SF,,,小前锋,20039,CBDL,200809,2025-26,2025,1.423,0.8845,,,,,,,,,
CBDL,CBDL,2229,37.2,5,Transition,3,1.5,2,1,1,0,0,0,0,1,0,1,0,0.5,0.5,0,0.5,0,0,0,34538,刘玄昱,Liu Xuanyu,15,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,2.7409,1.9355,,,,,,,,,
CBDL,CBDL,2229,37.2,5,Isolation,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34538,刘玄昱,Liu Xuanyu,15,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,1.3704,0.9677,,,,,,,,,
CBDL,CBDL,2229,37.2,5,Spot-Up,11,0.8462,13,1,0,1,1,1,0,9,3,6,2,0.5,0.0909,0.0909,0.8182,0.1538,0,0,34538,刘玄昱,Liu Xuanyu,15,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,17.8158,12.5806,97.85,97.85,51.61,67.74,46.24,23.66,77.42,15.05,0
CBDL,CBDL,2229,37.2,5,Off-Screen,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,34538,刘玄昱,Liu Xuanyu,15,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,1.3704,0.9677,,,,,,,,,
CBDL,CBDL,2229,37.2,5,Cut,4,1.3333,3,0,0,0,3,2,1,0,0,0,0,0.666667,0,1,0,0,0,0,34538,刘玄昱,Liu Xuanyu,15,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,4.1113,2.9032,,,,,,,,,
CBDL,CBDL,2229,37.2,5,P&R-Roll-Man,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,34538,刘玄昱,Liu Xuanyu,15,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,1.3704,0.9677,,,,,,,,,
CBDL,CBDL,2229,37.2,5,Miscellaneous,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333,2,0.6667,34538,刘玄昱,Liu Xuanyu,15,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,4.1113,2.9032,,,,,,,,,
CBDL,CBDL,3004,50.1,5,Transition,2,0.3333,6,1,1,0,0,0,0,2,0,2,3,0.333333,0.3333,0,0.6667,0.5,0,0,34644,谢方煜,Xie Fangyu,16,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,6.4048,4.3114,,,,,,,,,
CBDL,CBDL,3004,50.1,5,Spot-Up,6,0.8571,7,0,0,0,1,0,1,6,2,4,0,0.428571,0,0.1429,0.8571,0,0,0,34644,谢方煜,Xie Fangyu,16,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,7.4722,5.0299,,,,,,,,,
CBDL,CBDL,3004,50.1,5,Cut,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34644,谢方煜,Xie Fangyu,16,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,1.0675,0.7186,,,,,,,,,
CBDL,CBDL,3004,50.1,5,P&R-Roll-Man,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,34644,谢方煜,Xie Fangyu,16,,,1003321308,中国U17,PF,,,大前锋,20039,CBDL,200809,2025-26,2025,2.1349,1.4371,,,,,,,,,
