teamId,teamName,有效投篮命中率,篮下比重,篮下命中率,中距离比重,中距离命中率,三分比重,三分命中率,对手有效命中率,对手篮下比重,对手篮下命中率,对手中距离比重,对手中距离命中率,对手三分比重,对手三分命中率,篮下近距离比重,短中距离命中率,远中距离比重,长中距离命中率,底角三分比重,底角三分命中率,侧翼三分比重,非底角三分命中率,对手近距离比重,对手近距离命中率,对手远中距离比重,对手远中距离命中率,对手底角三分比重,对手底角三分命中率,对手侧翼三分比重,对手侧翼三分命中率,teamTotalNum,leagueEventId,leagueEvent,seasonId,season,year,出场次数,wins,losses,teamEfgPctRank,teamPctRfgaRank,teamRfgPctRank,teamPctMfgaRank,teamMfgPctRank,teamPctThfgaRank,teamThfgPctRank,oppEfgPctRank,oppPctRfgaRank,oppRfgPctRank,oppPctMfgaRank,oppMfgPctRank,oppPctThfgaRank,oppThfgPctRank,teamPctSmfgaRank,teamSmfgPctRank,teamPctLmfgaRank,teamLmfgPctRank,teamPctCornerThfgaRank,teamCornerThfgPctRank,teamPctNonCornerThfgaRank,teamNonCornerThfgPctRank,oppPctSmfgaRank,oppSmfgPctRank,oppPctLmfgaRank,oppLmfgPctRank,oppPctCornerThfgaRank,oppCornerThfgPctRank,oppPctNonCornerThfgaRank,oppNonCornerThfgPctRank
1003321308,中国U17,0.486871,0.319475,0.547945,0.229759,0.314286,0.450766,0.354369,0.500942,0.40678,0.611111,0.288136,0.385621,0.305085,0.308642,0.133479,0.311475,0.09628,0.318182,0.100656,0.369565,0.350109,0.35,0.19209,0.421569,0.096045,0.313725,0.082863,0.318182,0.222222,0.305085,16,10018,U17世界杯,200310,2024,2024,7,3,4,7,13,13,10,11,2,2,12,11,8,14,13,3,12,14,11,4,8,4,5,2,2,13,13,14,10,6,9,3,13
1003321308,中国U17,0.524823,0.387707,0.634146,0.200946,0.364706,0.411348,0.333333,0.462567,0.390374,0.513699,0.256684,0.364583,0.352941,0.318182,0.120567,0.431373,0.080378,0.264706,0.132388,0.357143,0.27896,0.322034,0.171123,0.375,0.085561,0.34375,0.053476,0.3,0.299465,0.321429,14,20039,CBDL,200809,2025-26,2025,6,3,3,2,9,2,8,4,5,2,6,7,2,13,11,3,12,11,3,7,9,1,2,7,3,12,9,11,11,2,11,7,10
