teamId,teamName,得分,对手得分,打法类型,该打法占比,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,有效投篮命中率,篮下比重,中距离比重,三分比重,失误,失误占比,造罚球回合数,造罚球占比,对手该打法回合数,对手篮下出手数,对手篮下命中数,对手篮下未命中数,对手中距离出手数,对手中距离命中数,对手中距离未命中数,对手三分出手数,对手三分命中数,对手三分未命中数,对手该打法占比,对手每回合得分,对手有效命中率,对手篮下比重,对手中距离比重,对手三分比重,对手失误,对手失误占比,对手造罚球回合数,对手造罚球占比,teamTotalNum,出场次数,leagueEventId,leagueEvent,seasonId,season,year,pctPlaytypeRank,teamPppRank,teamEfgPctRank,teamPctRfgaRank,teamPctMfgaRank,teamPctThfgaRank,teamPctTovRank,teamPctFtRank,oppPctPlaytypeRank,oppPppRank,oppEfgPctRank,oppPctRfgaRank,oppPctMfgaRank,oppPctThfgaRank,oppPctTovRank,oppPctFtRank
1003321308,中国U17,109,,Transition,0.168,1.0093,108,44,26,18,15,7,8,23,7,16,0.530488,0.5366,0.1829,0.2805,14,0.1296,12,0.1111,,,,,,,,,,,,,,,,,,,,,16,7,10018,U17世界杯,200310,2024,2024,10,6,11,12,2,6,7,11,,,,,,,,
1003321308,中国U17,56,,Cut,0.0797,1.2727,44,26,17,9,8,5,3,0,0,0,0.647059,0.7647,0.2353,0,4,0.0909,6,0.1364,,,,,,,,,,,,,,,,,,,,,14,6,20039,CBDL,200809,2025-26,2025,8,4,4,7,8,14,9,4,,,,,,,,
1003321308,中国U17,10,,Hand-Off,0.0199,0.9091,11,2,1,1,3,0,3,4,2,2,0.444444,0.2222,0.3333,0.4444,1,0.0909,1,0.0909,,,,,,,,,,,,,,,,,,,,,14,5,20039,CBDL,200809,2025-26,2025,10,6,7,8,6,9,5,9,,,,,,,,
1003321308,中国U17,7,,Isolation,0.0217,0.5833,12,4,1,3,2,1,1,5,1,4,0.318182,0.3636,0.1818,0.4545,1,0.0833,0,0,,,,,,,,,,,,,,,,,,,,,14,4,20039,CBDL,200809,2025-26,2025,10,10,10,6,13,2,6,14,,,,,,,,
1003321308,中国U17,21,,Miscellaneous,0.0743,0.5122,41,2,2,0,1,0,1,4,2,2,0.714286,0.2857,0.1429,0.5714,28,0.6829,6,0.1463,,,,,,,,,,,,,,,,,,,,,14,6,20039,CBDL,200809,2025-26,2025,10,2,1,9,9,4,10,3,,,,,,,,
1003321308,中国U17,16,,Off-Screen,0.0344,0.8421,19,4,2,2,6,2,4,5,1,4,0.366667,0.2667,0.4,0.3333,2,0.1053,2,0.1053,,,,,,,,,,,,,,,,,,,,,14,5,20039,CBDL,200809,2025-26,2025,7,6,7,2,2,14,11,3,,,,,,,,
1003321308,中国U17,43,,P&R-Ball-Handler,0.0996,0.7818,55,6,3,3,15,4,11,15,7,8,0.486111,0.1667,0.4167,0.4167,15,0.2727,4,0.0727,,,,,,,,,,,,,,,,,,,,,14,6,20039,CBDL,200809,2025-26,2025,13,5,2,13,8,4,12,8,,,,,,,,
1003321308,中国U17,36,,P&R-Roll-Man,0.0779,0.8372,43,22,12,10,6,2,4,9,1,8,0.418919,0.5946,0.1622,0.2432,4,0.093,2,0.0465,,,,,,,,,,,,,,,,,,,,,14,6,20039,CBDL,200809,2025-26,2025,2,8,9,6,8,8,9,12,,,,,,,,
1003321308,中国U17,24,,Post-Up,0.0489,0.8889,27,11,6,5,7,3,4,0,0,0,0.5,0.6111,0.3889,0,6,0.2222,3,0.1111,,,,,,,,,,,,,,,,,,,,,14,6,20039,CBDL,200809,2025-26,2025,3,3,10,5,10,14,3,8,,,,,,,,
1003321308,中国U17,66,,Put-Backs,0.0924,1.2941,51,38,27,11,6,2,4,0,0,0,0.659091,0.8636,0.1364,0,3,0.0588,4,0.0784,,,,,,,,,,,,,,,,,,,,,14,6,20039,CBDL,200809,2025-26,2025,1,3,3,7,7,14,6,11,,,,,,,,
