teamId,teamName,有效投篮命中率,篮下比重,篮下命中率,中距离比重,中距离命中率,三分比重,三分命中率,对手有效命中率,对手篮下比重,对手篮下命中率,对手中距离比重,对手中距离命中率,对手三分比重,对手三分命中率,篮下近距离比重,短中距离命中率,远中距离比重,长中距离命中率,底角三分比重,底角三分命中率,侧翼三分比重,非底角三分命中率,对手近距离比重,对手近距离命中率,对手远中距离比重,对手远中距离命中率,对手底角三分比重,对手底角三分命中率,对手侧翼三分比重,对手侧翼三分命中率,leagueEventId,leagueEvent,seasonId,season,year,playerId,playerName,playerEnName,number,age,sex,position,height,weight,positionCn,上场时间(分钟),上场时间(秒),onOff,球队比赛场次,球队eFG%百分位,球队篮下出手占比百分位排名,球队篮下命中率百分位排名,球队中距离出手占比百分位排名,球队中距离命中率百分位排名,球队三分出手占比百分位排名,球队三分命中率百分位排名,对手eFG%百分位,对手篮下出手占比百分位排名,对手篮下命中率百分位排名,对手中距离出手占比百分位排名,对手中距离命中率百分位排名,对手三分出手占比百分位排名,对手三分命中率百分位排名,scheduleId,gameStart,出场次数,时间段,_group
1003320449,北京大学,0.277778,0.222222,0.5,0.444444,0,0.333333,0.333333,0.1875,0.25,0,0.375,0,0.375,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,31,21,,SG,,,得分后卫,5.2,311,,,,,,,,,,,,,,,,,,0,1,Q1,awayTeamPlayerList
1003320449,北京大学,0.25,0.416667,0.4,0.333333,0.25,0.25,0,0.5,0.444444,0.75,0.333333,0,0.222222,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,30097,钱媛媛,,3,18,,PG,,,控球后卫,4.8,289,,,,,,,,,,,,,,,,,,0,1,Q1,awayTeamPlayerList
1003320449,北京大学,0.125,0.125,0,0.5,0.25,0.375,0,0.1,0.3,0.333333,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,30230,安恒瑶,,6,19,,C,,,中锋,4.6,274,,,,,,,,,,,,,,,,,,0,1,Q1,awayTeamPlayerList
1003320449,北京大学,0.222222,0.555556,0.4,0.222222,0,0.222222,0,0.7,0.4,1,0.2,0,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32013,王雨桐,,16,20,,C,,,中锋,3.1,184,,,,,,,,,,,,,,,,,,0,1,Q1,awayTeamPlayerList
1003320449,北京大学,0.625,0.25,1,0.5,0,0.25,1,0.75,0.5,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,31999,贾晋文,,4,20,,C,,,中锋,2.4,142,,,,,,,,,,,,,,,,,,0,1,Q1,awayTeamPlayerList
1003320449,北京大学,0.25,0.625,0.4,0.125,0,0.25,0,0.5,0.5,1,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,13,22,,PF,,,大前锋,2.3,135,,,,,,,,,,,,,,,,,,0,1,Q1,awayTeamPlayerList
1003320453,清华大学,0.15625,0.25,0.25,0.0625,0,0.6875,0.090909,0.425,0.2,0.25,0.45,0.333333,0.35,0.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32064,王小青,,5,22,,PG,,,控球后卫,10,600,,,0.17,16.89,1.32,0.33,0,99.83,6.29,44.21,89.9,98.68,8.61,40.89,47.68,4.8,,0,1,Q2,homeTeamPlayerList
1003320453,清华大学,0.178571,0.285714,0.25,0.071429,0,0.642857,0.111111,0.425,0.2,0.25,0.45,0.333333,0.35,0.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32067,高梓悦,,16,21,,C,,,中锋,8.9,535,,,,,,,,,,,,,,,,,,0,1,Q2,homeTeamPlayerList
1003320453,清华大学,0.192308,0.307692,0.25,0.076923,0,0.615385,0.125,0.46875,0.25,0.25,0.375,0.333333,0.375,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32071,张涛,,11,21,,PF,,,大前锋,8.2,492,,,,,,,,,,,,,,,,,,0,1,Q2,homeTeamPlayerList
1003320453,清华大学,0.277778,0.333333,0.333333,0,0,0.666667,0.166667,0.357143,0.285714,0.25,0.357143,0.2,0.357143,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92064,刘琦,,6,20,,PF,,,大前锋,6.7,401,,,,,,,,,,,,,,,,,,0,1,Q2,homeTeamPlayerList
1003320453,清华大学,0.111111,0.333333,0.333333,0.111111,0,0.555556,0,0.318182,0.181818,0,0.454545,0.4,0.363636,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32072,吴语桐,,4,20,,SG,,,得分后卫,5.2,311,,,,,,,,,,,,,,,,,,0,1,Q2,homeTeamPlayerList
1003320453,清华大学,0.214286,0.142857,0,0,0,0.857143,0.166667,0.555556,0.222222,0.5,0.444444,0.25,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,80514,王镘淋,,9,21,,PG,,,控球后卫,4.8,289,,,,,,,,,,,,,,,,,,0,1,Q2,homeTeamPlayerList
1003320453,清华大学,0,0.142857,0,0.142857,0,0.714286,0,0.583333,0,0,0.666667,0.5,0.333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,93035,李瑜婧,,21,21,,SF,,,小前锋,3.3,199,,,,,,,,,,,,,,,,,,0,1,Q2,homeTeamPlayerList
1003320453,清华大学,0,0,0,0,0,1,0,0.25,0,0,0.75,0.333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,40730,李嘉琳,,2,19,,SF,,,小前锋,2.9,173,,,,,,,,,,,,,,,,,,0,1,Q2,homeTeamPlayerList
1003320449,北京大学,0.535714,0.285714,0.25,0.285714,0.5,0.428571,0.5,0.227273,0.363636,0.25,0.090909,0,0.545455,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,13,22,,PF,,,大前锋,6.6,395,,,,,,,,,,,,,,,,,,0,1,Q2,awayTeamPlayerList
1003320449,北京大学,0.681818,0.181818,0.5,0.454545,0.4,0.363636,0.75,0.136364,0.181818,0,0.090909,0,0.727273,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,11,22,,SF,,,小前锋,6.4,381,,,,,,,,,,,,,,,,,,0,1,Q2,awayTeamPlayerList
1003320449,北京大学,0.357143,0.285714,0.25,0.357143,0.2,0.357143,0.4,0.3125,0.375,0.333333,0,0,0.625,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,31,21,,SG,,,得分后卫,5.8,350,,,,,,,,,,,,,,,,,,0,1,Q2,awayTeamPlayerList
1003320449,北京大学,0.416667,0.333333,0.25,0.25,0.333333,0.416667,0.4,0.357143,0.428571,0.333333,0,0,0.571429,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,31999,贾晋文,,4,20,,C,,,中锋,5.4,326,,,,,,,,,,,,,,,,,,0,1,Q2,awayTeamPlayerList
1003320449,北京大学,0.5,0,0,0.666667,0.5,0.333333,0.333333,0.111111,0.333333,0.333333,0.111111,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,30097,钱媛媛,,3,18,,PG,,,控球后卫,5.3,318,,,,,,,,,,,,,,,,,,0,1,Q2,awayTeamPlayerList
