teamId,teamName,得分,对手得分,打法类型,该打法占比,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,有效投篮命中率,篮下比重,中距离比重,三分比重,失误,失误占比,造罚球回合数,造罚球占比,对手该打法回合数,对手篮下出手数,对手篮下命中数,对手篮下未命中数,对手中距离出手数,对手中距离命中数,对手中距离未命中数,对手三分出手数,对手三分命中数,对手三分未命中数,对手该打法占比,对手每回合得分,对手有效命中率,对手篮下比重,对手中距离比重,对手三分比重,对手失误,对手失误占比,对手造罚球回合数,对手造罚球占比,teamTotalNum,出场次数,leagueEventId,leagueEvent,seasonId,season,year,pctPlaytypeRank,teamPppRank,teamEfgPctRank,teamPctRfgaRank,teamPctMfgaRank,teamPctThfgaRank,teamPctTovRank,teamPctFtRank,oppPctPlaytypeRank,oppPppRank,oppEfgPctRank,oppPctRfgaRank,oppPctMfgaRank,oppPctThfgaRank,oppPctTovRank,oppPctFtRank
1003320453,清华大学,0,,P&R-Roll-Man,0.0297,0,3,1,0,1,0,0,0,2,0,2,0,0.3333,0,0.6667,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14,1,20005,CUBAL一级联赛,200069,2022-23,2022,1,14,14,6,14,2,1,14,,,,,,,,
1003320453,清华大学,2,,Post-Up,0.0198,1,2,0,0,0,2,1,1,0,0,0,0.5,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15,1,20005,CUBAL一级联赛,200069,2022-23,2022,11,2,5,15,3,15,1,15,,,,,,,,
1003320453,清华大学,4,,Put-Backs,0.0792,0.5,8,3,0,3,2,2,0,0,0,0,0.4,0.6,0.4,0,0,0,3,0.375,,,,,,,,,,,,,,,,,,,,,15,1,20005,CUBAL一级联赛,200069,2022-23,2022,4,10,9,11,4,15,1,3,,,,,,,,
1003320453,清华大学,5,,Spot-Up,0.1881,0.2632,19,0,0,0,7,1,6,11,1,10,0.138889,0,0.3889,0.6111,1,0.0526,0,0,,,,,,,,,,,,,,,,,,,,,16,1,20005,CUBAL一级联赛,200069,2022-23,2022,15,15,15,16,4,9,2,16,,,,,,,,
1003320453,清华大学,10,,Transition,0.1782,0.5556,18,9,5,4,3,0,3,4,0,4,0.3125,0.5625,0.1875,0.25,1,0.0556,1,0.0556,,,,,,,,,,,,,,,,,,,,,16,1,20005,CUBAL一级联赛,200069,2022-23,2022,14,12,16,6,12,9,1,10,,,,,,,,
1003320453,清华大学,290,,Cut,0.1701,1.0781,269,126,84,42,104,44,60,0,0,0,0.556522,0.5478,0.4522,0,16,0.0595,23,0.0855,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,3,2,3,20,44,63,5,28,,,,,,,,
1003320453,清华大学,66,,Hand-Off,0.0455,0.9167,72,21,16,5,12,2,10,23,8,15,0.535714,0.375,0.2143,0.4107,11,0.1528,5,0.0694,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,14,7,3,5,54,39,31,32,,,,,,,,
1003320453,清华大学,24,,Isolation,0.0177,0.8571,28,11,7,4,6,2,4,2,1,1,0.552632,0.5789,0.3158,0.1053,6,0.2143,3,0.1071,,,,,,,,,,,,,,,,,,,,,63,12,20005,CUBAL一级联赛,200267,2023-24,2023,45,16,5,8,55,34,39,35,,,,,,,,
1003320453,清华大学,70,,Miscellaneous,0.1006,0.4403,159,24,16,8,16,7,9,10,2,8,0.52,0.48,0.32,0.2,92,0.5786,17,0.1069,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,38,5,12,15,30,47,6,12,,,,,,,,
1003320453,清华大学,49,,Off-Screen,0.0424,0.7313,67,11,8,3,11,3,8,40,9,31,0.395161,0.1774,0.1774,0.6452,5,0.0746,0,0,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,18,29,28,9,42,43,26,63,,,,,,,,
1003320453,清华大学,75,,P&R-Ball-Handler,0.0689,0.6881,109,20,11,9,31,6,25,20,7,13,0.387324,0.2817,0.4366,0.2817,21,0.1927,17,0.156,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,43,9,12,14,27,45,19,1,,,,,,,,
1003320453,清华大学,18,,P&R-Roll-Man,0.0114,1,18,5,2,3,6,5,1,2,0,2,0.538462,0.3846,0.4615,0.1538,2,0.1111,3,0.1667,,,,,,,,,,,,,,,,,,,,,62,10,20005,CUBAL一级联赛,200267,2023-24,2023,47,14,15,29,28,30,22,13,,,,,,,,
1003320453,清华大学,73,,Post-Up,0.0601,0.7684,95,49,26,23,22,3,19,0,0,0,0.408451,0.6901,0.3099,0,14,0.1474,10,0.1053,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,7,23,26,15,46,63,28,37,,,,,,,,
1003320453,清华大学,155,,Put-Backs,0.0923,1.0616,146,88,53,35,24,8,16,3,1,2,0.543478,0.7652,0.2087,0.0261,11,0.0753,20,0.137,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,6,13,15,10,52,35,28,34,,,,,,,,
1003320453,清华大学,283,,Spot-Up,0.2233,0.8017,353,29,19,10,64,17,47,206,64,142,0.441472,0.097,0.214,0.689,37,0.1048,17,0.0482,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,53,8,7,30,50,15,19,27,,,,,,,,
1003320453,清华大学,294,,Transition,0.1676,1.1094,265,116,85,31,34,16,18,59,22,37,0.641148,0.555,0.1627,0.2823,39,0.1472,17,0.0642,,,,,,,,,,,,,,,,,,,,,63,17,20005,CUBAL一级联赛,200267,2023-24,2023,51,1,1,16,56,24,15,46,,,,,,,,
