_group,_leagueName,playerId,playerName,playerEnName,number,age,sex,teamId,teamName,position,height,weight,positionCn,leagueEventId,leagueEvent,seasonId,season,year,出场次数,上场时间(秒),上场时间(分钟),位置筛选(全部/按位置),进攻篮板率百分位排名,进攻篮板率,防守篮板率百分位排名,防守篮板率,抢断率百分位排名,抢断率,盖帽率百分位排名,盖帽率,犯规率百分位排名,犯规率,防守投篮出手数百分位排名,防守投篮出手数,防守投篮出手总数,防守投篮未命中数,防守投篮被命中数,防守投篮命中率百分位排名,防守投篮命中率,_playerName
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,21,,1003320453,清华大学,PG,175,68,控球后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1,20,0.01,false,0,0,0,0,0,0,0,0,100,0,,0,0,0,0,,,
CUBAL一级联赛,CUBAL一级联赛,88706,孙楷文,,,18,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,23,15379,256.3,true,30.77,0.062937,68.53,0.161765,21.68,0.010293,78.32,0.03719,8.39,0.063819,17.16,16,16,10,6,69.4,0.375,
CUBAL一级联赛,CUBAL一级联赛,88706,孙楷文,Sun Kaiwen,15,18,,1003320453,清华大学,C,197,96,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,17,13667,0.889,false,35.42,0.069498,75.69,0.168724,18.75,0.009291,81.25,0.042254,9.03,0.062714,11.85,14,14,8,6,51.11,0.428571,
CUBAL一级联赛,CUBAL一级联赛,88706,孙楷文,Sun Kaiwen,15,18,,1003320453,清华大学,PF,197,96,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,6,1712,0.111,false,0,0,27.03,0.103448,40.54,0.018109,0,0,4.05,0.072437,,2,2,2,0,,0,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,21,,1003320453,清华大学,总和,199,80,,20005,CUBAL一级联赛,200406,2024-25,2024,16,21702,361.7,true,63.64,0.098361,79.02,0.17602,88.81,0.034418,73.43,0.02981,63.64,0.030116,50.75,36,36,17,19,25.37,0.527778,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,21,,1003320453,清华大学,C,199,80,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,16,21702,1,false,63.19,0.098361,78.47,0.17602,88.19,0.034418,72.92,0.02981,63.89,0.030116,51.11,36,36,17,19,25.93,0.527778,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,20,,1003320453,清华大学,总和,199,80,,20005,CUBAL一级联赛,200267,2023-24,2023,18,19820,330.3,true,97.41,0.169399,94.83,0.215569,87.07,0.031031,75,0.037543,59.48,0.035931,76.52,60,60,44,16,93.91,0.266667,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,20,,1003320453,清华大学,C,199,80,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,18,19820,1,false,96.58,0.169399,94.02,0.215569,86.32,0.031031,74.36,0.037543,59.83,0.035931,75.86,60,60,44,16,93.97,0.266667,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,19,,1003320453,清华大学,总和,199,80,,20005,CUBAL一级联赛,200069,2022-23,2022,1,828,13.8,true,100,0.142857,100,0.25,100,0.112233,78.95,0.071429,68.42,0.037411,,3,3,1,2,,0.666667,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,19,,1003320453,清华大学,C,199,80,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,1,828,1,false,100,0.142857,100,0.25,100,0.112233,78.95,0.071429,68.42,0.037411,,3,3,1,2,,0.666667,
CUBAL一级联赛,CUBAL一级联赛,32073,金耘可,,,21,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,2,704,11.7,true,0,0,35.04,0.125,0,0,0,0,18.8,0.050684,,0,0,0,0,,,
CUBAL一级联赛,CUBAL一级联赛,32073,金耘可,Jin Yunke,99,21,,1003320453,清华大学,C,183,84,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,488,0.693,false,0,0,98.29,0.25,0,0,0,0,2.56,0.078555,,0,0,0,0,,,
CUBAL一级联赛,CUBAL一级联赛,32073,金耘可,Jin Yunke,99,21,,1003320453,清华大学,PF,183,84,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,216,0.307,false,0,0,0,0,0,0,0,0,100,0,,0,0,0,0,,,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,,,21,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,38,16592,276.5,true,76.03,0.072131,34.25,0.074074,27.21,0.016783,52.74,0.003676,19.73,0.044756,45.05,20,20,11,9,71.17,0.45,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,SF,177,74,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,15,9539,0.575,false,74.83,0.070175,43.54,0.081395,29.93,0.019122,59.18,0.006135,4.76,0.063739,36.61,17,17,9,8,67.86,0.470588,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,SG,177,74,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,15,5121,0.309,false,68.35,0.05814,39.57,0.079545,29.5,0.018654,0,0,82.01,0.018654,,1,1,0,1,,1,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,PG,177,74,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,4,1055,0.064,false,85.6,0.064516,0,0,0,0,0,0,100,0,,0,0,0,0,,,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,PF,177,74,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,4,877,0.053,false,98.65,0.176471,8.78,0.071429,0,0,0,0,37.16,0.041116,,2,2,2,0,,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,,,20,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,21,6421,107,true,83.47,0.079208,46.28,0.103774,99.18,0.071164,70.25,0.011765,11.48,0.054742,0,10,10,4,6,22.45,0.6,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,20,,1003320453,清华大学,SF,177,74,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,11,2842,0.443,false,98.36,0.130435,27.87,0.081633,80.33,0.038004,0,0,45.08,0.038004,,6,6,3,3,,0.5,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,20,,1003320453,清华大学,SG,177,74,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,7,2471,0.385,false,31.03,0.027778,12.93,0.054054,100,0.113837,98.28,0.032258,7.76,0.056919,,4,4,1,3,,0.75,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,20,,1003320453,清华大学,PG,177,74,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,3,1108,0.173,false,77.45,0.052632,100,0.25,95.1,0.059773,0,0,0,0.089659,,0,0,0,0,,,
undefined,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郑梓怡
