_group,_leagueName,playerId,playerName,playerEnName,number,age,sex,teamId,teamName,position,height,weight,positionCn,leagueEventId,leagueEvent,seasonId,season,year,出场次数,上场时间(秒),上场时间(分钟),位置筛选(全部/按位置),球员有效投篮命中率百分位排名,有效投篮命中率,球员篮下出手数百分位排名,篮下出手数,球员篮下命中率百分位排名,篮下命中率,球员中距离出手数百分位排名,中距离出手数,球员中距离命中率百分位排名,中距离命中率,球员三分出手数百分位排名,三分出手数,球员三分命中率百分位排名,三分命中率,罚球出手数百分位排名,罚球出手数,罚球命中率百分位排名,罚球命中率,底角三分出手数百分位排名,底角三分出手数,底角三分命中率百分位排名,底角三分命中率,非底角三分出手数百分位排名,非底角三分出手数,非底角三分命中率百分位排名,非底角三分命中率,球员短中距离出手数百分位排名,短中距离出手数,球员短中距离命中率百分位排名,短中距离命中率,球员长中距离出手数百分位排名,长中距离出手数,球员长中距离命中率百分位排名,长中距离命中率,_playerName
CUBAL一级联赛,CUBAL一级联赛,89060,魏亦冉,Wei Yiran,10,18,,1003320453,清华大学,C,185,79,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,1,412,0.06,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,,,21,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,20,15874,264.6,true,82.99,0.514286,99.32,75,64.63,0.56,78.91,26,69.39,0.346154,36.73,4,94.56,0.5,97.96,49,68.03,0.653061,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,21,,1003320453,清华大学,PF,184,84,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,11,13773,0.868,false,83.78,0.521277,97.3,65,67.57,0.569231,77.03,25,71.62,0.36,36.49,4,94.59,0.5,95.95,40,66.89,0.65,49.32,1,100,1,42.57,3,83.78,0.333333,87.84,24,70.95,0.375,24.32,1,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,21,,1003320453,清华大学,SF,184,84,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5,1453,0.092,false,40.14,0.375,30.61,7,30.61,0.428571,5.44,1,0,0,0,0,0,0,42.86,6,61.9,0.666667,0,0,0,0,0,0,0,0,11.56,1,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,21,,1003320453,清华大学,C,184,84,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,4,648,0.041,false,98.61,0.666667,5.56,3,77.08,0.666667,0,0,0,0,0,0,0,0,21.53,3,65.97,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,,,20,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,20,25014,416.9,true,96.26,0.540323,97.2,88,66.36,0.613636,75.7,36,77.57,0.361111,0,0,0,0,98.13,73,63.55,0.657534,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,20,,1003320453,清华大学,PF,184,84,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,17,24756,0.99,false,97.22,0.544715,96.3,87,67.59,0.62069,76.85,36,76.85,0.361111,0,0,0,0,97.22,71,62.96,0.647887,0,0,0,0,0,0,0,0,80.56,27,56.48,0.296296,76.85,9,90.74,0.555556,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,20,,1003320453,清华大学,C,184,84,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,2,157,0.006,false,0,0,1.71,1,0,0,0,0,0,0,0,0,0,0,11.11,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,20,,1003320453,清华大学,SF,184,84,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,101,0.004,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,,,19,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,3,2051,34.2,true,45,0.375,30,6,10,0.333333,55,10,65,0.4,0,0,0,0,45,3,20,0.333333,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,19,,1003320453,清华大学,PF,184,84,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1,1507,0.735,false,61.9,0.428571,28.57,5,23.81,0.4,47.62,9,66.67,0.444444,0,0,0,0,42.86,3,19.05,0.333333,0,0,0,0,0,0,0,0,57.14,8,71.43,0.5,47.62,1,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,19,,1003320453,清华大学,SF,184,84,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1,280,0.137,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32071,张涛,Zhang Tao,11,19,,1003320453,清华大学,C,184,84,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,1,264,0.129,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,1,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,,,23,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,15,5718,95.3,true,83.56,0.5,26.71,6,97.26,0.833333,42.47,8,42.47,0.25,69.18,27,80.82,0.333333,11.64,2,100,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,23,,1003320453,清华大学,SF,175,68,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,10,5175,0.905,false,91.84,0.539474,24.49,6,96.6,0.833333,39.46,7,55.78,0.285714,64.63,25,87.76,0.36,11.56,2,100,1,74.83,6,74.83,0.333333,63.27,19,86.39,0.368421,39.46,5,33.33,0.2,49.66,2,87.07,0.5,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,23,,1003320453,清华大学,SG,175,68,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,3,451,0.079,false,0,0,0,0,0,0,2.16,1,0,0,5.04,1,0,0,0,0,0,0,24.46,1,0,0,0,0,0,0,5.04,1,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,23,,1003320453,清华大学,PF,175,68,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2,92,0.016,false,0,0,0,0,0,0,0,0,0,0,24.32,1,0,0,0,0,0,0,0,0,0,0,24.32,1,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,,,22,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,28,17298,288.3,true,93.91,0.563107,89.57,41,80,0.682927,46.09,16,78.26,0.375,79.13,46,86.09,0.347826,67.83,18,49.57,0.611111,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,22,,1003320453,清华大学,SG,175,68,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,15,13512,0.781,false,91.38,0.532895,78.45,30,74.14,0.666667,24.14,11,74.14,0.363636,63.79,35,77.59,0.314286,63.79,17,59.48,0.647059,72.41,7,66.38,0.285714,62.93,28,81.03,0.321429,36.21,11,70.69,0.363636,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,22,,1003320453,清华大学,SF,175,68,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,8,2925,0.169,false,99.18,0.673913,29.51,10,79.51,0.7,8.2,4,45.9,0.25,26.23,9,99.18,0.555556,6.56,1,0,0,36.07,2,86.89,0.5,26.23,7,99.18,0.571429,17.21,4,49.18,0.25,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,22,,1003320453,清华大学,PF,175,68,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,5,861,0.05,false,83.33,0.5,1.85,1,100,1,0.93,1,100,1,36.11,2,0,0,0,0,0,0,0,0,0,0,36.11,2,0,0,4.63,1,100,1,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,,,21,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200069,2022-23,2022,3,2004,33.4,true,0,0.090909,44.44,5,16.67,0.2,0,1,0,0,22.22,5,0,0,16.67,2,100,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,21,,1003320453,清华大学,SG,175,68,得分后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1,1891,0.944,false,0,0.090909,47.37,5,15.79,0.2,0,1,0,0,21.05,5,0,0,21.05,2,100,1,0,0,0,0,31.58,5,0,0,0,1,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,21,,1003320453,清华大学,SF,175,68,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1,93,0.046,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32074,王思文,Wang Siwen,13,21,,1003320453,清华大学,PG,175,68,控球后卫,20005,CUBAL一级联赛,200069,2022-23,2022,1,20,0.01,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,88706,孙楷文,,,18,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,23,15379,256.3,true,92.31,0.596154,93.71,59,88.81,0.728814,93.01,40,80.42,0.4,69.93,5,95.1,0.4,97.2,42,62.94,0.642857,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,88706,孙楷文,Sun Kaiwen,15,18,,1003320453,清华大学,C,197,96,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,17,13667,0.889,false,94.44,0.612245,91.67,56,93.06,0.75,91.67,38,79.86,0.394737,68.06,4,96.53,0.5,94.44,37,55.56,0.621622,83.33,2,0,0,55.56,2,100,1,80.56,19,56.25,0.315789,89.58,12,78.47,0.416667,
CUBAL一级联赛,CUBAL一级联赛,88706,孙楷文,Sun Kaiwen,15,18,,1003320453,清华大学,PF,197,96,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,6,1712,0.111,false,30.41,0.333333,8.11,3,17.57,0.333333,5.41,2,93.24,0.5,24.32,1,0,0,33.11,5,85.14,0.8,0,0,0,0,24.32,1,0,0,5.41,1,100,1,24.32,1,0,0,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,21,,1003320453,清华大学,总和,199,80,,20005,CUBAL一级联赛,200406,2024-25,2024,16,21702,361.7,true,94.41,0.610465,97.9,83,97.9,0.807229,100,68,89.51,0.470588,89.51,21,75.52,0.190476,93.71,36,70.63,0.694444,93.71,4,0,0,88.81,14,79.72,0.214286,99.3,47,77.62,0.425532,95.8,17,93.01,0.529412,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,21,,1003320453,清华大学,C,199,80,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,16,21702,1,false,93.75,0.610465,97.22,83,97.22,0.807229,100,68,88.89,0.470588,89.58,21,75,0.190476,93.06,36,70.14,0.694444,93.06,4,0,0,88.19,14,79.17,0.214286,98.61,47,77.08,0.425532,95.14,17,92.36,0.529412,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,20,,1003320453,清华大学,总和,199,80,,20005,CUBAL一级联赛,200267,2023-24,2023,18,19820,330.3,true,55.17,0.447205,99.14,88,57.76,0.602273,94.83,71,38.79,0.267606,57.76,2,0,0,87.07,31,58.62,0.612903,0,0,0,0,57.76,2,0,0,98.28,61,37.93,0.278689,74.14,10,43.97,0.2,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,20,,1003320453,清华大学,C,199,80,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,18,19820,1,false,54.7,0.447205,98.29,88,57.26,0.602273,94.02,71,38.46,0.267606,55.56,2,0,0,87.18,31,58.12,0.612903,0,0,0,0,58.12,2,0,0,97.44,61,37.61,0.278689,74.36,10,42.74,0.2,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,19,,1003320453,清华大学,总和,199,80,,20005,CUBAL一级联赛,200069,2022-23,2022,1,828,13.8,true,5.26,0.166667,0,2,55.56,0.5,27.78,4,0,0,0,0,0,0,27.78,2,100,1,0,0,0,0,0,0,0,0,16.67,2,0,0,50,2,0,0,
CUBAL一级联赛,CUBAL一级联赛,32067,高梓悦,Gao Ziyue,16,19,,1003320453,清华大学,C,199,80,中锋,20005,CUBAL一级联赛,200069,2022-23,2022,1,828,1,false,5.26,0.166667,0,2,57.89,0.5,31.58,4,0,0,0,0,0,0,26.32,2,100,1,0,0,0,0,0,0,0,0,21.05,2,0,0,47.37,2,0,0,
CUBAL一级联赛,CUBAL一级联赛,32073,金耘可,,,21,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,2,704,11.7,true,6.03,0.25,1.72,1,0,0,2.56,2,93.1,0.5,49.14,1,0,0,11.21,2,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,32073,金耘可,Jin Yunke,99,21,,1003320453,清华大学,C,183,84,中锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,488,0.693,false,0,0,0,0,0,0,0,0,0,0,49.57,1,0,0,11.11,2,0,0,0,0,0,0,49.57,1,0,0,0,0,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,32073,金耘可,Jin Yunke,99,21,,1003320453,清华大学,PF,183,84,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1,216,0.307,false,28.7,0.333333,1.85,1,0,0,4.63,2,93.52,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,1,100,1,24.07,1,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,,,21,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200406,2024-25,2024,38,16592,276.5,true,80.14,0.479167,67.81,25,60.27,0.56,89.73,27,87.67,0.481481,55.48,20,58.22,0.25,45.89,7,47.26,0.571429,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,SF,177,74,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,15,9539,0.575,false,86.39,0.514286,52.38,14,74.83,0.642857,58.5,13,85.03,0.461538,27.21,8,58.5,0.25,30.61,4,36.73,0.5,42.86,2,0,0,24.49,5,89.8,0.4,52.38,8,87.07,0.5,24.49,1,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,SG,177,74,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,15,5121,0.309,false,76.98,0.480769,20.86,7,22.3,0.428571,39.57,10,87.05,0.5,20.14,9,83.45,0.333333,14.39,1,100,1,61.87,4,61.87,0.25,15.83,5,93.53,0.4,36.69,7,77.7,0.428571,24.46,1,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,PG,177,74,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,4,1055,0.064,false,10.4,0.222222,14.4,4,49.6,0.5,11.2,2,0,0,8,3,0,0,0,0,0,0,36.8,1,0,0,8,2,0,0,11.2,2,0,0,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,21,,1003320453,清华大学,PF,177,74,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,4,877,0.053,false,100,1,0,0,0,0,5.41,2,100,1,0,0,0,0,11.49,2,36.49,0.5,0,0,0,0,0,0,0,0,11.49,2,100,1,0,0,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,,,20,,1003320453,清华大学,总和,,,,20005,CUBAL一级联赛,200267,2023-24,2023,21,6421,107,true,83.47,0.47619,33.06,11,46.28,0.545455,28.1,10,86.78,0.4,0,0,0,0,28.1,6,88.43,0.833333,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,20,,1003320453,清华大学,SF,177,74,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,11,2842,0.443,false,88.52,0.5,17.21,6,74.59,0.666667,8.2,4,45.9,0.25,0,0,0,0,11.48,2,100,1,0,0,0,0,0,0,0,0,11.48,3,61.48,0.333333,23.77,1,0,0,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,20,,1003320453,清华大学,SG,177,74,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,7,2471,0.385,false,93.1,0.555556,3.45,3,74.14,0.666667,12.07,6,93.1,0.5,0,0,0,0,17.24,4,80.17,0.75,0,0,0,0,0,0,0,0,15.52,5,80.17,0.4,17.24,1,100,1,
CUBAL一级联赛,CUBAL一级联赛,93035,李瑜婧,Li Yujing,21,20,,1003320453,清华大学,PG,177,74,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,3,1108,0.173,false,0,0,4.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
undefined,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郑梓怡
