teamId,teamName,teamLogo,节奏,调整净效率,净效率,百回合得分,百回合失分,回合数,teamTotalNum,leagueEventId,leagueEvent,seasonId,season,year,出场次数,wins,losses,adjNetRatingRank,netRatingRank,offRatingRank,defRatingRank
1003320453,清华大学,https://k8-oss.cbastats.com/team-logo/20005/200069/1003320453.png,91,38.8202615309,35.61253,101.825457,66.212927,379.080055,24,20005,CUBAL一级联赛,200069,2022-23,2022,5,4,1,1,2,4,1
1003320453,清华大学,https://k8-oss.cbastats.com/team-logo/20005/200267/1003320453.png,86.2,59.668998299600005,46.076071,114.649015,68.572944,1293.513072,63,20005,CUBAL一级联赛,200267,2023-24,2023,18,17,1,1,2,2,5
1003320453,清华大学,https://k8-oss.cbastats.com/team-logo/20005/200406/2010421735_17.png,90.9,55.295117372899995,43.752698,117.473936,73.721238,1458.195797,74,20005,CUBAL一级联赛,200406,2024-25,2024,19,16,3,3,4,4,9
