teamId,teamName,得分,对手得分,打法类型,该打法占比,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,有效投篮命中率,篮下比重,中距离比重,三分比重,失误,失误占比,造罚球回合数,造罚球占比,对手该打法回合数,对手篮下出手数,对手篮下命中数,对手篮下未命中数,对手中距离出手数,对手中距离命中数,对手中距离未命中数,对手三分出手数,对手三分命中数,对手三分未命中数,对手该打法占比,对手每回合得分,对手有效命中率,对手篮下比重,对手中距离比重,对手三分比重,对手失误,对手失误占比,对手造罚球回合数,对手造罚球占比,teamTotalNum,出场次数,leagueEventId,leagueEvent,seasonId,season,year,pctPlaytypeRank,teamPppRank,teamEfgPctRank,teamPctRfgaRank,teamPctMfgaRank,teamPctThfgaRank,teamPctTovRank,teamPctFtRank,oppPctPlaytypeRank,oppPppRank,oppEfgPctRank,oppPctRfgaRank,oppPctMfgaRank,oppPctThfgaRank,oppPctTovRank,oppPctFtRank,时间段,_group
1003320453,清华大学,0,,Put-Backs,0.04,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,homeTeamPlaytype
1003320453,清华大学,0,,Miscellaneous,0.08,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,homeTeamPlaytype
1003320449,北京大学,0,,Transition,0.1154,0,3,1,0,1,0,0,0,1,0,1,0,0.5,0,0.5,1,0.3333,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,2,,P&R-Ball-Handler,0.1923,0.4,5,1,0,1,3,0,3,0,0,0,0,0.25,0.75,0,0,0,1,0.2,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,2,,Isolation,0.0385,2,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,2,,Post-Up,0.0769,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.5,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,3,,Spot-Up,0.1538,0.75,4,0,0,0,0,0,0,4,1,3,0.375,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,0,,Off-Screen,0.0385,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,0,,Hand-Off,0.0385,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,2,,Cut,0.1923,0.4,5,2,0,2,2,0,2,0,0,0,0,0.5,0.5,0,0,0,1,0.2,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,4,,Put-Backs,0.0769,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320449,北京大学,2,,Miscellaneous,0.0769,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q1,awayTeamPlaytype
1003320453,清华大学,3,,Transition,0.1739,0.75,4,3,1,2,0,0,0,0,0,0,0.333333,1,0,0,0,0,1,0.25,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,0,,P&R-Ball-Handler,0.087,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,0,,Post-Up,0.0435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,0,,Spot-Up,0.3913,0,9,0,0,0,0,0,0,7,0,7,0,0,0,1,2,0.2222,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,0,,Off-Screen,0.0435,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,3,,Hand-Off,0.0435,3,1,0,0,0,0,0,0,1,1,0,1.5,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,0,,Cut,0.0435,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,0,,Put-Backs,0.0435,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320453,清华大学,0,,Miscellaneous,0.1304,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,homeTeamPlaytype
1003320449,北京大学,7,,Transition,0.2692,1,7,1,0,1,4,2,2,2,1,1,0.5,0.1429,0.5714,0.2857,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320449,北京大学,0,,P&R-Ball-Handler,0.1154,0,3,0,0,0,1,0,1,1,0,1,0,0,0.5,0.5,1,0.3333,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320449,北京大学,3,,Spot-Up,0.0385,3,1,0,0,0,0,0,0,1,1,0,1.5,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320449,北京大学,0,,Off-Screen,0.0769,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320449,北京大学,3,,Hand-Off,0.1538,0.75,4,0,0,0,2,0,2,1,1,0,0.5,0,0.6667,0.3333,1,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320449,北京大学,0,,Cut,0.0769,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320449,北京大学,2,,Put-Backs,0.1538,0.5,4,1,0,1,2,1,1,1,0,1,0.25,0.25,0.5,0.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320449,北京大学,2,,Miscellaneous,0.1154,0.6667,3,2,1,1,0,0,0,0,0,0,0.5,1,0,0,1,0.3333,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q2,awayTeamPlaytype
1003320453,清华大学,4,,Transition,0.24,0.6667,6,3,2,1,0,0,0,1,0,1,0.5,0.75,0,0.25,1,0.1667,1,0.1667,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,3,,P&R-Ball-Handler,0.08,1.5,2,0,0,0,0,0,0,1,1,0,1.5,0,0,1,1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,0,,Isolation,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,2,,Post-Up,0.04,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,3,,Spot-Up,0.2,0.6,5,0,0,0,1,0,1,4,1,3,0.3,0,0.2,0.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,3,,Off-Screen,0.04,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,0,,Hand-Off,0.08,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,2,,Cut,0.12,0.6667,3,0,0,0,3,1,2,0,0,0,0.333333,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,5,,Put-Backs,0.12,1.6667,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.6667,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320453,清华大学,0,,Miscellaneous,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,homeTeamPlaytype
1003320449,北京大学,7,,Transition,0.1852,1.4,5,3,2,1,0,0,0,2,1,1,0.7,0.6,0,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,0,,P&R-Ball-Handler,0.0741,0,2,1,0,1,0,0,0,1,0,1,0,0.5,0,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,0,,Post-Up,0.037,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,6,,Spot-Up,0.1852,1.2,5,1,0,1,0,0,0,4,2,2,0.6,0.2,0,0.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,0,,Off-Screen,0.0741,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,0,,Hand-Off,0.037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,3,,Cut,0.1111,1,3,2,1,1,0,0,0,0,0,0,0.5,1,0,0,1,0.3333,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,6,,Put-Backs,0.1852,1.2,5,2,2,0,2,1,1,0,0,0,0.75,0.5,0.5,0,1,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320449,北京大学,2,,Miscellaneous,0.1111,0.6667,3,0,0,0,2,1,1,1,0,1,0.333333,0,0.6667,0.3333,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q3,awayTeamPlaytype
1003320453,清华大学,3,,Transition,0.1739,0.75,4,1,0,1,1,0,1,2,1,1,0.375,0.25,0.25,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320453,清华大学,5,,P&R-Ball-Handler,0.1304,1.6667,3,1,1,0,1,1,0,0,0,0,1,0.5,0.5,0,1,0.3333,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320453,清华大学,2,,Isolation,0.087,1,2,1,1,0,1,0,1,0,0,0,0.5,0.5,0.5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320453,清华大学,2,,Spot-Up,0.3043,0.2857,7,0,0,0,1,1,0,4,0,4,0.2,0,0.2,0.8,2,0.2857,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320453,清华大学,0,,Off-Screen,0.0435,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320453,清华大学,5,,Hand-Off,0.1304,1.6667,3,1,1,0,0,0,0,1,1,0,1.25,0.5,0,0.5,1,0.3333,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320453,清华大学,0,,Cut,0.0435,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320453,清华大学,2,,Put-Backs,0.087,1,2,2,1,1,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,homeTeamPlaytype
1003320449,北京大学,0,,Transition,0.0556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,1,20005,CUBAL一级联赛,200406,2024-25,2024,,,,,,,,,,,,,,,,,Q4,awayTeamPlaytype
