_group,_leagueName,teamId,teamName,得分,对手得分,打法类型,该打法占比,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,有效投篮命中率,篮下比重,中距离比重,三分比重,失误,失误占比,造罚球回合数,造罚球占比,对手该打法回合数,对手篮下出手数,对手篮下命中数,对手篮下未命中数,对手中距离出手数,对手中距离命中数,对手中距离未命中数,对手三分出手数,对手三分命中数,对手三分未命中数,对手该打法占比,对手每回合得分,对手有效命中率,对手篮下比重,对手中距离比重,对手三分比重,对手失误,对手失误占比,对手造罚球回合数,对手造罚球占比,leagueEventId,leagueEvent,seasonId,season,year,playerId,playerName,playerEnName,number,age,sex,position,height,weight,positionCn,lineups,上场时间(秒),上场时间(分钟),每回合得分百分位排名,打法占比百分位排名,球队eFG%百分位,球队篮下出手占比百分位排名,球队中距离出手占比百分位排名,球队三分出手占比百分位排名,失误占比百分位排名,造罚球占比百分位排名,对手每回合得分百分位排名,对手打法占比百分位排名,对手eFG%百分位,对手篮下出手占比百分位排名,对手中距离出手占比百分位排名,对手三分出手占比百分位排名,对手失误占比百分位排名,对手造罚球占比百分位排名,onOff
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,199,,Transition,0.2431,0.9803,203,90,,24,14,7,7,54,17,37,0.623418,0.5696,0.0886,0.3418,26,0.1281,19,0.0936,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,40730,,,2,19,2,,178,65,,,20035,333.9,65.9,65.02,75.09,47.35,22.08,79.51,64.49,57.95,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,183,,Transition,0.2514,0.8356,219,86,,29,32,13,19,45,13,32,0.552469,0.5276,0.1963,0.2761,38,0.1735,19,0.0868,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,40730,,,2,19,2,,178,65,,,21365,356.1,49.29,68.37,59.01,38.87,54.06,66.25,49.12,54.24,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.0083,0.1447,,,,,,,,,,,0.0709,0.042,-0.1077,0.0657,,-0.0454,,0.0068,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,40730,,,2,19,2,,178,65,,,,,79.29,21.07,76.15,71.18,32.73,77.39,54.2,65.84,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,79,,Transition,0.1994,1.254,63,34,,7,7,5,2,17,5,12,0.681034,0.5862,0.1207,0.2931,2,0.0317,3,0.0476,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,40730,,,2,18,2,,178,65,,,8570,142.8,89.77,47.54,83.9,67.42,18.37,65.15,94.32,34.16,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,190,,Transition,0.1593,0.9406,202,82,,24,27,11,16,42,17,25,0.625828,0.543,0.1788,0.2781,37,0.1832,14,0.0693,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,40730,,,2,18,2,,178,65,,,32230,537.2,60.8,26.33,76.14,60.23,34.66,61.55,43.94,48.67,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0401,0.3134,,,,,,,,,,,0.0552,0.0432,-0.0581,0.015,,-0.1515,,-0.0217,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,40730,,,2,18,2,,178,65,,,,,91.9,99.78,73.85,70.57,47.81,63.89,80.09,50.22,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,213,,Transition,0.2554,0.895,238,101,,29,30,13,17,47,13,34,0.590395,0.5674,0.1685,0.264,40,0.1681,21,0.0882,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32072,,,4,20,2,,173,75,,,22560,376,56.36,69.61,68.9,47.35,46.29,63.43,49.29,55.48,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,169,,Transition,0.2377,0.9185,184,75,,24,16,7,9,52,17,35,0.583916,0.5245,0.1119,0.3636,24,0.1304,17,0.0924,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32072,,,4,20,2,,173,75,,,18840,314,58.48,62.37,67.84,38.16,30.74,84.25,64.25,57.95,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0177,-0.0235,,,,,,,,,,,0.0065,0.0429,0.0566,-0.0996,,0.0377,,-0.0042,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32072,,,4,20,2,,173,75,,,,,58.59,99.9,63.26,71.76,76.62,36.35,24.52,60.78,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,4,,Transition,0.2,0.8,5,2,,0,1,0,1,2,0,2,0.4,0.4,0.2,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32072,,,4,18,2,,173,75,,,480,8,61.11,41.67,25,30.56,31.43,88.89,100,0,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,6,,Transition,0.1711,0.4615,13,7,,4,2,0,2,2,0,2,0.272727,0.6364,0.1818,0.1818,1,0.0769,1,0.0769,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32072,,,4,18,2,,173,75,,,1920,32,11.11,30.56,8.33,69.44,27.78,44.44,94.44,60,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0289,0.3385,,,,,,,,,,,0.1273,-0.2364,0.0182,0.2182,,-0.0769,,-0.0769,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32072,,,4,18,2,,173,75,,,,,79.68,98.4,76.47,25.13,61.5,84.49,55.08,22.46,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,111,,Transition,0.1559,1.0673,104,49,,10,11,6,5,20,7,13,0.69375,0.6125,0.1375,0.25,16,0.1538,8,0.0769,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32072,,,4,19,2,,173,75,,,16449,274.2,74.24,25.57,85.42,71.59,23.86,56.17,56.36,52.94,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,160,,Transition,0.1751,0.9877,162,68,,21,23,10,13,39,15,24,0.611538,0.5231,0.1769,0.3,23,0.142,9,0.0556,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32072,,,4,19,2,,173,75,,,24351,405.9,64.58,33.52,73.48,57.01,34.28,66.98,63.26,38.9,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.0192,0.0796,,,,,,,,,,,0.0822,0.0894,-0.0394,-0.05,,0.0118,,0.0213,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32072,,,4,19,2,,173,75,,,,,71.55,19.67,79.76,79.76,52.19,48.91,34.57,72.87,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,270,,Transition,0.2567,0.9441,286,124,,37,31,15,16,62,20,42,0.611111,0.5714,0.1429,0.2857,41,0.1434,29,0.1014,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32064,,,5,22,2,,170,68,,,27487,458.1,61.66,69.61,73.27,48.32,37.35,68.5,57.77,63.6,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,112,,Transition,0.2279,0.8358,134,52,,16,15,5,10,37,10,27,0.538462,0.5,0.1442,0.3558,21,0.1567,9,0.0672,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32064,,,5,22,2,,170,68,,,13913,231.9,49.29,57.42,56.11,34.16,40.28,81.8,54.06,43.82,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0288,0.1083,,,,,,,,,,,0.0726,0.0714,-0.0013,-0.0701,,-0.0133,,0.0342,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32064,,,5,22,2,,170,68,,,,,75.67,99.9,76.72,77.39,60.21,43.23,43.32,79.1,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,6,,Transition,0.1566,0.4615,13,7,,4,2,0,2,2,0,2,0.272727,0.6364,0.1818,0.1818,1,0.0769,1,0.0769,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32064,,,5,20,2,,170,67,,,2129,35.5,11.11,19.44,8.33,69.44,27.78,44.44,94.44,60,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,4,,Transition,0.2778,0.8,5,2,,0,1,0,1,2,0,2,0.4,0.4,0.2,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32064,,,5,20,2,,170,67,,,271,4.5,61.11,80.56,25,30.56,31.43,88.89,100,0,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.1212,-0.3385,,,,,,,,,,,-0.1273,0.2364,-0.0182,-0.2182,,0.0769,,0.0769,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32064,,,5,20,2,,170,67,,,,,35.29,15.43,44.92,87.17,54.01,25.13,30.48,85.03,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,120,,Transition,0.1562,0.9091,132,50,,16,21,8,13,31,12,19,0.588235,0.4902,0.2059,0.3039,22,0.1667,8,0.0606,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32064,,,5,21,2,,170,67,,,21832,363.9,57.69,25.57,69.83,47.92,42.42,68.18,50.09,42.88,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,149,,Transition,0.1792,1.1203,133,66,,15,13,8,5,28,10,18,0.691589,0.6168,0.1215,0.2617,17,0.1278,9,0.0677,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32064,,,5,21,2,,170,67,,,18968,316.1,80.68,35.8,85.04,72.92,18.37,57.2,67.42,47.92,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.023,-0.2112,,,,,,,,,,,-0.1034,-0.1266,0.0844,0.0422,,0.0389,,-0.0071,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32064,,,5,21,2,,170,67,,,,,34.46,19.67,38.62,36.54,81.4,70.79,25.38,57.77,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,196,,Transition,0.2379,0.9751,201,76,,18,24,11,13,59,18,41,0.607595,0.478,0.1509,0.3711,29,0.1443,14,0.0697,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92064,,,6,20,2,,189,80,,,20257,337.6,65.9,62.37,72.44,30.57,40.64,85.16,57.77,44.35,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,188,,Transition,0.2581,0.8468,222,101,,35,22,9,13,40,12,28,0.570552,0.6196,0.135,0.2454,36,0.1622,23,0.1036,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92064,,,6,20,2,,189,80,,,21143,352.4,50.71,70.44,63.78,58.13,36.75,57.77,52.04,64.31,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.0202,0.1283,,,,,,,,,,,0.037,-0.1416,0.0159,0.1257,,-0.0179,,-0.0339,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92064,,,6,20,2,,189,80,,,,,77.48,21.07,70.13,35.88,65.46,88.45,45.13,43.61,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,112,,Transition,0.1899,1.098,102,52,,11,10,4,6,21,7,14,0.668675,0.6265,0.1205,0.253,15,0.1471,4,0.0392,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92064,,,3,19,2,,189,80,,,13505,225.1,78.6,41.67,82.2,75.57,18.37,56.63,60.53,29.92,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,157,,Transition,0.1554,0.9632,163,64,,20,24,12,12,38,15,23,0.623016,0.5079,0.1905,0.3016,24,0.1472,13,0.0798,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92064,,,3,19,2,,189,80,,,27295,454.9,63.45,25.38,75.38,56.44,37.76,68.18,60.23,55.11,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0345,0.1348,,,,,,,,,,,0.0457,0.1186,-0.07,-0.0486,,-0.0001,,-0.0406,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92064,,,3,19,2,,189,80,,,,,79.54,99.78,71.44,84.25,44.42,49.23,38.84,38.51,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,157,,Transition,0.3036,0.9401,167,78,,24,18,13,5,26,6,20,0.628099,0.6393,0.1475,0.2131,29,0.1737,17,0.1018,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32066,,,7,21,2,,181,75,,,13288,221.5,61.13,84.96,75.27,61.13,40.28,50.18,49.12,63.6,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,225,,Transition,0.2205,0.8858,254,98,,29,28,7,21,73,24,49,0.562814,0.4925,0.1407,0.3668,34,0.1339,21,0.0827,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32066,,,7,21,2,,181,75,,,28112,468.5,54.95,52.83,62.37,31.1,37.1,84.81,62.01,52.12,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0831,0.0543,,,,,,,,,,,0.0653,0.1468,0.0068,-0.1537,,0.0398,,0.0191,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32066,,,7,21,2,,181,75,,,,,69.75,99.9,75.19,87.5,62.4,25.95,23.85,72.23,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,6,,Transition,0.2979,0.4286,14,6,,3,3,0,3,4,0,4,0.230769,0.4615,0.2308,0.3077,0,0,1,0.0714,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32066,,,7,19,2,,181,74,,,1148,19.1,11.11,88.89,5.56,37.14,48.57,66.67,100,58.33,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,4,,Transition,0.0714,1,4,3,,1,0,0,0,0,0,0,0.666667,1,0,0,1,0.25,0,0,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32066,,,7,19,2,,181,74,,,1252,20.9,88.89,0,80.56,100,0,0,40,0,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.2265,-0.5714,,,,,,,,,,,-0.4359,-0.5385,0.2308,0.3077,,-0.25,,0.0714,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32066,,,7,19,2,,181,74,,,,,22.46,98.4,17.65,8.56,88.24,88.24,86.63,83.42,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,101,,Transition,0.1817,0.8938,113,51,,17,16,6,10,16,7,9,0.608434,0.6145,0.1928,0.1928,25,0.2212,5,0.0442,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32066,,,7,20,2,,181,74,,,16012,266.9,56.06,37.12,73.11,71.59,38.26,40.53,34.09,32.39,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,168,,Transition,0.1573,1.1053,152,65,,14,18,10,8,43,15,28,0.662698,0.5159,0.1429,0.3413,14,0.0921,12,0.0789,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32066,,,7,20,2,,181,74,,,24788,413.1,79.13,25.76,79.92,56.44,24.86,76.52,79.92,55.11,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0244,-0.2115,,,,,,,,,,,-0.0543,0.0986,0.0499,-0.1485,,0.1291,,-0.0347,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32066,,,7,20,2,,181,74,,,,,34.35,99.78,46.17,81.07,73.52,29.1,8.75,43.54,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0,,Transition,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92943,,,8,20,2,,180,80,,,35,0.6,0,0,0,0,0,0,100,0,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,382,,Transition,0.2468,0.9139,418,176,,53,46,20,26,99,30,69,0.5875,0.5483,0.1433,0.3084,62,0.1483,36,0.0861,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92943,,,8,20,2,,180,80,,,41365,689.4,57.6,65.9,68.2,43.82,40.28,73.85,57.07,54.24,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.2468,-0.9139,,,,,,,,,,,-0.5875,-0.5483,-0.1433,-0.3084,,-0.1483,,-0.0861,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92943,,,8,20,2,,180,80,,,,,2.96,21.07,2.77,16.6,24.9,3.72,79.1,16.6,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0,,Transition,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92943,,,18,19,2,,180,68,,,0,0,0,0,0,0,0,0,100,0,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,269,,Transition,0.1676,1.0151,265,116,,31,34,16,18,59,22,37,0.641148,0.555,0.1627,0.2823,39,0.1472,17,0.0642,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92943,,,18,19,2,,180,68,,,40800,680,70.64,30.3,76.7,62.12,29.73,61.74,60.23,45.27,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.1676,-1.0151,,,,,,,,,,,-0.6411,-0.555,-0.1627,-0.2823,,-0.1472,,-0.0642,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92943,,,18,19,2,,180,68,,,,,0.22,19.67,0.22,5.91,25.93,11.05,78.99,27.13,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,162,,Transition,0.2135,0.871,186,65,,21,22,8,14,54,19,35,0.570922,0.461,0.156,0.383,31,0.1667,14,0.0753,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,80514,,,9,21,2,,175,72,,,21196,353.3,53.18,49.38,63.78,28.09,42.23,86.57,50.09,47.88,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,220,,Transition,0.283,0.9322,236,111,,32,24,12,12,45,11,34,0.600559,0.6167,0.1333,0.25,33,0.1398,24,0.1017,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,80514,,,9,21,2,,175,72,,,20204,336.7,59.54,78.62,71.55,57.6,36.46,59.12,60.6,63.6,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.0695,-0.0612,,,,,,,,,,,-0.0296,-0.1557,0.0227,0.133,,0.0269,,-0.0264,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,80514,,,9,21,2,,175,72,,,,,52.77,21.07,55.25,34.35,67.08,89.03,27.67,48.19,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,153,,Transition,0.1652,1.0338,148,59,,16,20,12,8,34,14,20,0.672566,0.5221,0.177,0.3009,24,0.1622,11,0.0743,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80514,,,9,20,2,,175,72,,,23198,386.6,71.02,29.73,82.2,57.01,34.28,68.18,52.94,51.52,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,116,,Transition,0.1691,0.9915,117,57,,15,14,4,10,25,8,17,0.604167,0.5938,0.1458,0.2604,15,0.1282,6,0.0513,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80514,,,9,20,2,,175,72,,,17602,293.4,64.58,30.68,72.68,68.88,26.89,56.63,67.36,36.55,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.0039,0.0423,,,,,,,,,,,0.0684,-0.0717,0.0312,0.0405,,0.034,,0.023,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80514,,,9,20,2,,175,72,,,,,65.75,19.67,77.13,43.54,68.93,70.13,27.24,73.74,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,61,,Transition,0.2234,0.9385,65,33,,9,6,2,4,12,3,9,0.598039,0.6471,0.1176,0.2353,9,0.1385,5,0.0769,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,89060,,,10,18,2,,185,79,,,6877,114.6,61.13,54.77,70.67,63.72,30.97,56.11,60.78,49.91,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,321,,Transition,0.2512,0.9093,353,143,,44,40,18,22,87,27,60,0.585502,0.5296,0.1481,0.3222,53,0.1501,31,0.0878,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,89060,,,10,18,2,,185,79,,,34523,575.4,57.24,68.37,67.84,39.58,40.35,75.97,56.71,55.48,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,-0.0278,0.0292,,,,,,,,,,,0.0125,0.1175,-0.0305,-0.0869,,-0.0116,,-0.0109,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,89060,,,10,18,2,,185,79,,,,,66.41,21.07,64.5,84.45,53.91,38.65,41.98,56.58,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,148,,Transition,0.2842,0.8087,183,78,,28,16,5,11,41,12,29,0.540741,0.5778,0.1185,0.3037,30,0.1639,18,0.0984,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32071,,,11,21,2,,184,84,,,15874,264.6,45.58,78.8,56.54,49.12,31.98,72.26,51.77,60.6,,,,,,,,,不在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,234,,Transition,0.225,0.9832,238,98,,25,30,15,15,58,18,40,0.621622,0.5269,0.1613,0.3118,33,0.1387,20,0.084,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32071,,,11,21,2,,184,84,,,25526,425.4,66.08,55.3,74.91,38.87,43.72,73.85,60.78,54.24,,,,,,,,,在场
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,,,Transition,0.0592,-0.1745,,,,,,,,,,,-0.0809,0.0509,-0.0428,-0.0081,,0.0252,,0.0144,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32071,,,11,21,2,,184,84,,,,,38.74,99.9,42.18,72.81,49.14,60.97,28.24,69.75,,,,,,,,,差值
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,4,,Transition,0.1461,0.3077,13,5,,3,2,0,2,4,0,4,0.181818,0.4545,0.1818,0.3636,1,0.0769,1,0.0769,,,,,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32071,,,11,19,2,,184,84,,,2051,34.2,5.56,8.33,2.78,36.11,27.78,86.11,94.44,60,,,,,,,,,不在场
