_group,_leagueName,teamId,teamName,有效投篮命中率,篮下比重,篮下命中率,中距离比重,中距离命中率,三分比重,三分命中率,对手有效命中率,对手篮下比重,对手篮下命中率,对手中距离比重,对手中距离命中率,对手三分比重,对手三分命中率,篮下近距离比重,短中距离命中率,远中距离比重,长中距离命中率,底角三分比重,底角三分命中率,侧翼三分比重,非底角三分命中率,对手近距离比重,对手近距离命中率,对手远中距离比重,对手远中距离命中率,对手底角三分比重,对手底角三分命中率,对手侧翼三分比重,对手侧翼三分命中率,leagueEventId,leagueEvent,seasonId,season,year,playerId,playerName,playerEnName,number,age,sex,position,height,weight,positionCn,上场时间(分钟),上场时间(秒),onOff,球队比赛场次,球队eFG%百分位,球队篮下出手占比百分位排名,球队篮下命中率百分位排名,球队中距离出手占比百分位排名,球队中距离命中率百分位排名,球队三分出手占比百分位排名,球队三分命中率百分位排名,对手eFG%百分位,对手篮下出手占比百分位排名,对手篮下命中率百分位排名,对手中距离出手占比百分位排名,对手中距离命中率百分位排名,对手三分出手占比百分位排名,对手三分命中率百分位排名,_playerName
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,-0.002345,-0.088224,0.018627,-0.002294,-0.003807,0.090517,0.023395,0.000072,0.025811,0.059047,0.024276,-0.065105,-0.050086,0.00881,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,40730,李嘉琳,,,19,,,,,,690,,差值,,47.28,10.74,56.3,49.86,47.71,88.54,62.61,48.42,33.95,26.79,34.1,74.5,80.52,47.13,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.519113,0.437309,0.671329,0.252294,0.375758,0.310398,0.280788,0.372744,0.238267,0.492424,0.371841,0.359223,0.389892,0.208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,40730,李嘉琳,,,19,,,,,,356.1,21365,在场,,81.62,63.91,82.28,44.54,72.35,38.41,60.93,65.56,84.93,62.58,19.04,33.61,31.29,67.55,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.516768,0.349085,0.689956,0.25,0.371951,0.400915,0.304183,0.372816,0.264078,0.551471,0.396117,0.294118,0.339806,0.217143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,40730,李嘉琳,,,19,,,,,,333.9,20035,不在场,,80.96,39.24,85.26,43.54,69.7,73.84,69.21,65.56,81.13,45.7,13.91,50.17,52.48,65.56,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,-0.015181,-0.11897,0.002678,0.028518,0.060108,0.090452,-0.016119,-0.036708,-0.004296,0,-0.021048,-0.006587,0.025345,-0.058593,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,40730,李嘉琳,,,18,,,,,,720,,差值,,36.62,5.21,49.01,66.43,75.4,90.48,37.52,72.17,52.06,47.04,66.61,51.35,30.88,78.99,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.517068,0.454819,0.649007,0.262048,0.329502,0.283133,0.319149,0.365724,0.242638,0.5,0.37338,0.271293,0.383981,0.248466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,40730,李嘉琳,,,18,,,,,,577.2,34630,在场,,84.46,86.52,69.48,27.15,58.99,29.03,77.34,64.61,70.97,69.1,37.08,60.67,31.65,50.37,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.501887,0.335849,0.651685,0.290566,0.38961,0.373585,0.30303,0.329016,0.238342,0.5,0.352332,0.264706,0.409326,0.189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,40730,李嘉琳,,,18,,,,,,142.8,8570,不在场,,80.34,58.05,70.04,35.21,79.4,64.42,72.28,78.46,72.28,69.1,42.51,62.55,23.41,72.1,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,-0.020295,0.063332,-0.006718,0.019786,-0.005127,-0.083117,-0.056414,-0.054952,-0.009997,-0.152471,0.036526,0.05456,-0.026528,-0.064616,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32072,吴语桐,,,20,,,,,,690,,差值,,36.39,78.65,45.42,61.89,46.85,13.61,21.63,80.23,55.73,94.41,24.93,27.51,70.63,78.94,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.508535,0.422475,0.676768,0.260313,0.371585,0.317212,0.264574,0.347487,0.246101,0.450704,0.400347,0.350649,0.353553,0.181373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32072,吴语桐,,,20,,,,,,376,22560,不在场,,79.8,59.93,82.62,47.35,69.7,40.23,53.81,76.49,83.77,72.02,13.41,36.26,45.7,76.82,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.52883,0.359143,0.683486,0.240527,0.376712,0.400329,0.320988,0.402439,0.256098,0.603175,0.363821,0.296089,0.380081,0.245989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32072,吴语桐,,,20,,,,,,314,18840,在场,,84.27,41.89,83.77,41.56,72.35,73.84,74.01,54.47,81.79,31.95,20.86,50,35.26,53.64,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.013753,-0.005398,0.064858,0.007435,0.02331,-0.002037,-0.0407,0.021332,0.061425,0.055728,-0.052094,0.064512,-0.00933,-0.049944,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32072,吴语桐,,,19,,,,,,720,,差值,,56.01,45.42,74.33,54.22,60.68,50.27,24.96,34.29,14.72,25.31,82.05,21.9,53.32,76.84,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.508152,0.432065,0.622642,0.264946,0.333333,0.302989,0.331839,0.350163,0.216612,0.473684,0.390879,0.245833,0.392508,0.257261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32072,吴语桐,,,19,,,,,,426.7,25602,在场,,81.84,82.4,63.67,27.9,62.36,36.89,79.78,71.35,80.15,73.78,30.9,69.29,29.03,44.57,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.521905,0.426667,0.6875,0.272381,0.356643,0.300952,0.291139,0.371495,0.278037,0.529412,0.338785,0.310345,0.383178,0.207317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32072,吴语桐,,,19,,,,,,293.3,17598,不在场,,85.58,81.09,79.78,29.78,68.16,36.52,68.35,62.55,59.18,61.24,46.25,47.57,32.02,63.48,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.031174,-0.02915,0.378947,0.058299,0,-0.02915,-0.157895,0.473015,0.126985,0.35,-0.234921,0.647059,0.107936,0.375,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32072,吴语桐,,,18,,,,,,40,,差值,,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.284615,0.292308,0.421053,0.415385,0.222222,0.292308,0.157895,0.455556,0.444444,0.65,0.377778,0.352941,0.177778,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32072,吴语桐,,,18,,,,,,32,1920,在场,,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.315789,0.263158,0.8,0.473684,0.222222,0.263158,0,0.928571,0.571429,1,0.142857,1,0.285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32072,吴语桐,,,18,,,,,,8,480,不在场,,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.029415,0.060192,0.004083,-0.005745,-0.011688,-0.054447,0.02902,-0.022035,-0.015506,-0.127423,0.03788,0.057445,-0.022375,-0.014258,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32064,王小青,,,22,,,,,,690,,差值,,68.77,77.51,50.57,47.99,44.7,23.78,66.62,64.47,59.03,89.54,24.36,26.07,68.62,59.17,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.528335,0.414404,0.680912,0.249115,0.369668,0.336482,0.305263,0.365193,0.245364,0.476744,0.396576,0.345324,0.35806,0.207171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32064,王小青,,,22,,,,,,458.1,27487,不在场,,83.94,58.11,83.28,43.54,69.37,46.52,69.7,69.04,83.77,66.72,13.74,37.42,43.71,67.72,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.49892,0.354212,0.676829,0.25486,0.381356,0.390929,0.276243,0.387228,0.26087,0.604167,0.358696,0.287879,0.380435,0.221429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32064,王小青,,,22,,,,,,231.9,13913,在场,,76.82,40.89,82.62,45.36,73.18,68.87,59.44,61.09,81.46,31.95,22.19,52.15,35.26,63.91,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,-0.027577,0.025088,-0.071562,-0.035532,-0.023326,0.010443,0.000664,-0.024678,-0.011603,-0.079446,0.014575,-0.061825,-0.002971,0.034771,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32064,王小青,,,21,,,,,,720,,差值,,31.42,61.94,22.8,31.42,35.91,57.09,49.73,65.35,57.63,79.35,44.17,76.3,49.73,30.52,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.500756,0.441755,0.616438,0.251135,0.331325,0.30711,0.315271,0.347273,0.236364,0.461538,0.376364,0.241546,0.387273,0.253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32064,王小青,,,21,,,,,,384.7,23083,不在场,,80.34,84.46,61.99,23.78,58.99,38.39,75.66,72.47,73.41,76.22,36.52,69.66,30.34,45.32,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.528333,0.416667,0.688,0.286667,0.354651,0.296667,0.314607,0.371951,0.247967,0.540984,0.361789,0.303371,0.390244,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32064,王小青,,,21,,,,,,335.3,20117,在场,,86.89,79.03,79.96,35.02,67.98,35.58,75.47,62.55,69.29,58.8,40.07,50.56,29.96,60.49,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,-0.078572,0,-0.3,0,-0.133333,0,0.15,-0.65625,-0.041667,-0.318182,0.104167,-0.647059,-0.0625,-0.888889,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32064,王小青,,,20,,,,,,40,,差值,,16.67,51.11,3.33,48.89,16.67,51.11,83.33,100,63.33,94.44,12.22,98.89,76.67,100,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.278571,0.285714,0.45,0.428571,0.2,0.285714,0.15,0.46875,0.458333,0.681818,0.354167,0.352941,0.1875,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32064,王小青,,,20,,,,,,35.5,2129,不在场,,6.25,80.36,74.11,93.75,72.32,28.57,17.86,33.93,4.46,2.68,12.5,9.82,94.64,92.86,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.357143,0.285714,0.75,0.428571,0.333333,0.285714,0,1.125,0.5,1,0.25,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32064,王小青,,,20,,,,,,4.5,271,在场,,25.89,80.36,100,93.75,89.29,28.57,0,0,0.89,0,27.68,0,80.36,0,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,-0.024218,-0.047129,0.076389,-0.024468,-0.078432,0.071597,-0.047311,-0.000648,0.008871,-0.076031,-0.005588,-0.032457,-0.003284,0.053012,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92064,刘琦,,,20,,,,,,690,,差值,,33.67,23.21,78.22,37.54,18.91,82.95,25.64,49.43,43.41,79.23,55.87,62.61,53.15,25.07,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.506015,0.369925,0.719512,0.239098,0.333333,0.390977,0.273077,0.372458,0.255083,0.485507,0.380776,0.31068,0.36414,0.238579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92064,刘琦,,,20,,,,,,337.6,20257,不在场,,78.81,45.36,89.4,41.39,59.11,68.87,58.94,65.73,81.79,63.91,16.56,46.69,41.56,55.96,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.530233,0.417054,0.643123,0.263566,0.411765,0.31938,0.320388,0.373106,0.246212,0.561538,0.386364,0.343137,0.367424,0.185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92064,刘琦,,,20,,,,,,352.4,21143,在场,,84.27,59.27,77.32,48.01,80.3,40.89,74.01,65.56,83.77,43.71,15.56,37.58,40.56,75.17,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.059302,0.045795,0.053949,-0.022127,0.112458,-0.023668,-0.011033,0.001884,0.02305,-0.025801,0.00087,-0.050761,-0.023921,0.041709,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92064,刘琦,,,19,,,,,,720,,差值,,79.17,73.61,70.2,36.45,90.66,36.98,40.75,47.94,36.45,57.09,53.14,71.45,64.45,27.65,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.492574,0.413366,0.628743,0.27599,0.304933,0.310644,0.318725,0.358285,0.234012,0.509317,0.369186,0.287402,0.396802,0.223443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,92064,刘琦,,,19,,,,,,479.5,28772,在场,,76.97,78.09,65.92,31.27,50.75,39.33,77.34,68.16,74.53,65.36,38.39,53.37,27.72,58.05,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.551876,0.459161,0.682692,0.253863,0.417391,0.286976,0.307692,0.360169,0.257062,0.483516,0.370056,0.236641,0.372881,0.265152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,92064,刘琦,,,19,,,,,,240.5,14428,不在场,,91.39,87.27,78.84,24.53,85.58,31.27,73.22,67.23,66.85,71.91,38.2,70.79,36.33,42.13,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.065173,0.095723,0.072311,-0.049014,0.001556,-0.046709,0.015792,-0.032088,0.004412,-0.07586,-0.023844,-0.037166,0.019431,0.000477,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32066,袁欣悦,,,21,,,,,,690,,差值,,84.1,88.83,77.08,23.07,49.43,27.08,58.74,68.77,46.28,79.08,67.91,65.04,36.1,51.29,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.562963,0.459259,0.725806,0.217284,0.375,0.323457,0.305344,0.350746,0.253731,0.470588,0.367164,0.300813,0.379104,0.212598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32066,袁欣悦,,,21,,,,,,221.5,13288,不在场,,90.56,71.85,89.9,32.78,71.69,42.38,69.7,75.5,81.95,68.21,20.7,48.18,35.43,66.39,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.49779,0.363536,0.653495,0.266298,0.373444,0.370166,0.289552,0.382834,0.249319,0.546448,0.391008,0.337979,0.359673,0.212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32066,袁欣悦,,,21,,,,,,468.5,28112,在场,,76.82,42.55,79.3,49.67,69.87,61.26,64.74,62.58,83.44,46.69,14.74,37.91,42.38,66.39,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,-0.026117,0.090256,-0.106412,0.012841,-0.0083,-0.103097,0.022523,0.070731,-0.038961,0.026056,-0.011072,0.000228,0.050033,0.11606,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32066,袁欣悦,,,20,,,,,,720,,差值,,32.32,89.05,15.26,56.73,42.91,8.08,58.89,10.23,75.04,36.27,61.76,47.4,17.59,4.85,
