_group,_leagueName,_seasonYear,底角三分命中率,有效投篮命中率,leagueEvent,leagueEventId,season,seasonId,year,长中距离命中率,中距离命中率,上场时间(分钟),非底角三分命中率,对手底角三分命中率,对手有效命中率,对手eFG%百分位,对手远中距离命中率,对手中距离命中率,对手中距离命中率百分位排名,对手侧翼三分命中率,对手底角三分比重,对手远中距离比重,对手中距离比重,对手中距离出手占比百分位排名,对手侧翼三分比重,对手篮下比重,对手篮下出手占比百分位排名,对手近距离比重,对手三分比重,对手三分出手占比百分位排名,对手篮下命中率,对手篮下命中率百分位排名,对手近距离命中率,对手三分命中率,对手三分命中率百分位排名,底角三分比重,远中距离比重,中距离比重,侧翼三分比重,篮下比重,篮下近距离比重,三分比重,篮下命中率,上场时间(秒),短中距离命中率,球队eFG%百分位,teamId,球队中距离命中率百分位排名,teamName,球队中距离出手占比百分位排名,球队篮下出手占比百分位排名,球队三分出手占比百分位排名,球队篮下命中率百分位排名,球队三分命中率百分位排名,三分命中率
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.5,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,29,0,,1003320453,,清华大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,5.6,0,0,0.555556,,0,0,,0,0,0,0.222222,,0,0.333333,,0,0.444444,,0.666667,,0,0.5,,0,0,0,0,0.5,0,0.5,0.75,335,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.571429,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,3.1,0,0,0.285714,,0,0,,0,0,0,0.285714,,0,0.285714,,0,0.428571,,1,,0,0,,0,0,0.142857,0,0.571429,0,0.285714,0.75,188,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,4.9,0,0,0.357143,,0,0,,0,0,0,0.285714,,0,0.142857,,0,0.571429,,1,,0,0.25,,0,0,0.333333,0,0.333333,0,0.333333,1,294,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.5,0,0,0,,0,0,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,0,,0,0,0,0,1,0,0,0,30,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.6,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.9,0,0,0.833333,,0,0.5,,0,0,0,0.333333,,0,0.333333,,0,0.333333,,0.5,,0,1,,0,0,0,0,0.8,0,0.2,0.75,171,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.318182,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,5,0,0,0.166667,,0,0,,0,0,0,0.333333,,0,0.111111,,0,0.555556,,0,,0,0.2,,0,0,0.090909,0,0.272727,0,0.636364,0.666667,297,0,,1003320453,,清华大学,,,,,,0.142857
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.369565,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.4,9.5,0,0,0.357143,,0,0.333333,,0,0,0,0.214286,,0,0.357143,,0,0.428571,,0.8,,0,0,,0,0,0.217391,0,0.304348,0,0.478261,0.714286,570,0,,1003320453,,清华大学,,,,,,0.090909
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.6,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,28.9,0,0,0.205128,99.34,0,0.285714,56.46,0,0,0,0.358974,22.19,0,0.25641,81.79,0,0.384615,33.94,0.4,83.11,0,0,100,0,0,0.2,0,0.416667,0,0.383333,0.72,1735,0,95.2,1003320453,93.71,清华大学,26.32,59.11,65.4,89.4,79.47,0.347826
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.608696,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,9.2,0,0,0.458333,,0,0.5,,0,0,0,0.333333,,0,0.333333,,0,0.333333,,0.5,,0,0.25,,0,0,0.173913,0,0.608696,0,0.217391,0.857143,553,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.431818,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.2,12.4,0,0,0.181818,,0,1,,0,0,0,0.090909,,0,0.272727,,0,0.636364,,0.333333,,0,0,,0,0,0.227273,0,0.409091,0,0.363636,0.777778,743,0,,1003320453,,清华大学,,,,,,0.125
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,6.9,0,0,0.555556,,0,0.5,,0,0,0,0.222222,,0,0.222222,,0,0.555556,,0.5,,0,0.4,,0,0,0.066667,0,0,0,0.933333,0,412,0,,1003320453,,清华大学,,,,,,0.357143
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.3125,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.1,0,0,0.2,,0,0,,0,0,0,0.2,,0,0.2,,0,0.6,,1,,0,0,,0,0,0,0,0.375,0,0.625,0.333333,188,0,,1003320453,,清华大学,,,,,,0.2
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.65,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,10,0,0,0.5,,0,1,,0,0,0,0.1,,0,0.45,,0,0.45,,0.555556,,0,0.222222,,0,0,0.2,0,0.2,0,0.6,0.75,600,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.4,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,0.5,0,0.5,1,83,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.2,0,0,0.5,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,1,,0,0,,0,0,0,0,1,0,0,1,73,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.2,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,11,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.833333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.5,0,0,1.5,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,1,,0,0,0,0,0.333333,0,0.666667,1,91,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,1,0,0,1,59,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.1,0,0,0.666667,,0,1,,0,0,0,0.333333,,0,0.333333,,0,0.333333,,1,,0,0,,0,0,0,0,0.5,0,0.5,1,124,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.9,0,0,0,,0,0,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,0,,0,0,0,0,1,0,0,1,55,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.410714,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,10.4,0,0,0.5,,0,0.5,,0,0,0,0.307692,,0,0.384615,,0,0.307692,,0.6,,0,0.25,,0,0,0.107143,0,0.392857,0,0.5,0.545455,621,0,,1003320453,,清华大学,,,,,,0.214286
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.6,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0.5,0,0.5,0,0,1,95,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.8,0,0,0,,0,0,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,0,,0,0,0.333333,0,0.666667,0,0,1,109,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.6,0,0,0.5,,0,0,,0,0,0,0.25,,0,0.5,,0,0.25,,1,,0,0,,0,0,0.166667,0,0.666667,0,0.166667,0.75,156,0,,1003320453,,清华大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.6,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2,0,0,0.25,,0,0.5,,0,0,0,0.5,,0,0.25,,0,0.25,,0,,0,0,,0,0,0,0,0.8,0,0.2,0.75,122,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,2.8,0,0,0,,0,0,,0,0,0,0.333333,,0,0.166667,,0,0.5,,0,,0,0,,0,0,0.571429,0,0.285714,0,0.142857,0.5,165,0,,1003320453,,清华大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.8,0,0,0.333333,,0,0,,0,0,0,0.666667,,0,0.333333,,0,0,,1,,0,0,,0,0,0,0,0.75,0,0.25,1,105,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.52,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.75,14,0,0,0.369565,,0,0.333333,,0,0,0,0.26087,,0,0.26087,,0,0.478261,,0.333333,,0,0.272727,,0,0,0.16,0,0.44,0,0.4,0.636364,839,0,,1003320453,,清华大学,,,,,,0.2
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.285714,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,7.9,0,0,0.333333,,0,0.5,,0,0,0,0.5,,0,0.166667,,0,0.333333,,0.5,,0,0,,0,0,0.285714,0,0.5,0,0.214286,0.571429,472,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.7,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,0.666667,0,0.333333,0.5,101,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.222222,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.9,0,0,0.166667,,0,0.5,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0,,0,0,0.111111,0,0.666667,0,0.222222,0.333333,231,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.75,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.6,0,0,1,,0,1,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,0.5,0,0.5,0,96,0,,1003320453,,清华大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.7,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0.5,0,0.5,0,40,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,4.1,0,0,0.8,,0,0,,0,0,0,0.2,,0,0.2,,0,0.6,,1,,0,0.666667,,0,0,0.2,0,0.6,0,0.2,0.333333,247,0,,1003320453,,清华大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.583333,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,2.4,0,0,0.333333,,0,0,,0,0,0,0.666667,,0,0.333333,,0,0,,1,,0,0,,0,0,0.166667,0,0.5,0,0.333333,0.333333,146,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.487179,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.6,19.5,0,0,0.40625,,0,0.454545,,0,0,0,0.34375,,0,0.34375,,0,0.3125,,0.727273,,0,0,,0,0,0.128205,0,0.435897,0,0.435897,0.764706,1172,0,,1003320453,,清华大学,,,,,,0.117647
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.416667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.4,0,0,0.833333,,0,0,,0,0,0,0,,0,0.333333,,0,0.666667,,1,,0,0.5,,0,0,0.166667,0,0.333333,0,0.5,0.5,145,0,,1003320453,,清华大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.9,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,56,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.625,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,37.7,0,0,0.453704,35.26,0,0.347826,37.42,0,0,0,0.425926,10.93,0,0.222222,86.92,0,0.351852,46.69,0.5,59.6,0,0.368421,15.73,0,0,0.294118,0,0.441176,0,0.264706,0.733333,2263,0,97.19,1003320453,93.71,清华大学,59.77,65.56,24.01,90.73,88.08,0.388889
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.462963,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.3,16,0,0,0.410714,,0,0.333333,,0,0,0,0.428571,,0,0.214286,,0,0.357143,,1,,0,0.1,,0,0,0.37037,0,0.333333,0,0.296296,0.555556,962,0,,1003320453,,清华大学,,,,,,0.375
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.1,0,0,0,,0,0,,0,0,0,0,,0,1,,0,0,,0,,0,0,,0,0,0,0,0.5,0,0.5,0,63,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,3.6,0,0,0.166667,,0,0.333333,,0,0,0,0.5,,0,0.333333,,0,0.166667,,0,,0,0,,0,0,0.333333,0,0.333333,0,0.333333,0.5,214,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,2.3,0,0,0.25,,0,1,,0,0,0,0.25,,0,0.25,,0,0.5,,0,,0,0,,0,0,0.666667,0,0.333333,0,0,0,135,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.7,0,0,1.5,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,1,,0,0,1,0,0,0,0,0,41,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.1,0,0,0.2,,0,0.333333,,0,0,0,0.6,,0,0.2,,0,0.2,,0,,0,0,,0,0,0.333333,0,0,0,0.666667,0,186,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.2,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,3,0,0,0.6,,0,0,,0,0,0,0.2,,0,0,,0,0.8,,0,,0,0.5,,0,0,0.4,0,0.2,0,0.4,0,182,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.555556,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,6.2,0,0,0.5,,0,0.75,,0,0,0,0.5,,0,0.375,,0,0.125,,0.333333,,0,0,,0,0,0.333333,0,0.333333,0,0.333333,0.333333,372,0,,1003320453,,清华大学,,,,,,0.666667
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.4,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0,0,0,0,84,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.8,0,0,0,,0,0,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,109,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.2,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,4,0,0,0.285714,,0,0.5,,0,0,0,0.571429,,0,0.285714,,0,0.142857,,0,,0,0,,0,0,0.2,0,0.4,0,0.4,0.5,241,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.527778,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,12.8,0,0,0.25,,0,0.272727,,0,0,0,0.392857,,0,0.214286,,0,0.392857,,0.166667,,0,0.181818,,0,0,0.222222,0,0.444444,0,0.333333,0.875,769,0,,1003320453,,清华大学,,,,,,0.166667
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.416667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,2.5,0,0,1,,0,1,,0,0,0,0.25,,0,0,,0,0.75,,0,,0,0.666667,,0,0,0.333333,0,0.333333,0,0.333333,0,149,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.3,0,0,0,,0,0,,0,0,0,0,,0,1,,0,0,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,78,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,5.4,0,0,0.277778,,0,0,,0,0,0,0.444444,,0,0.111111,,0,0.444444,,1,,0,0.25,,0,0,0.090909,0,0.727273,0,0.181818,0.5,325,0,,1003320453,,清华大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.7,0,0,0.2,,0,0,,0,0,0,0.2,,0,0.4,,0,0.4,,0.5,,0,0,,0,0,0.2,0,0.6,0,0.2,0.666667,219,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0.5,0,0.5,1,17,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.3,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.4,0,0,0.428571,,0,0,,0,0,0,0.142857,,0,0.571429,,0,0.285714,,0.75,,0,0,,0,0,0,0,0.4,0,0.6,0,203,0,,1003320453,,清华大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.7,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0.5,0,0.5,1,41,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,1.2,0,0,0,,0,0,,0,0,0,0,,0,1,,0,0,,0,,0,0,,0,0,0.666667,0,0,0,0.333333,0,72,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,1.8,0,0,1.5,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,1,,0,0,0.6,0,0.4,0,0,0.5,106,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.7,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,44,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.1,0,0,0,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,0,,0,0,,0,0,0,0,0.8,0,0.2,0.5,128,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.4,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,1,0,0,0,0,0,24,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.3,0,0,1,,0,1,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,78,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,2,0,0,0.2,,0,0.25,,0,0,0,0.8,,0,0,,0,0.2,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,119,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.166667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,4.4,0,0,0.625,,0,0.666667,,0,0,0,0.375,,0,0,,0,0.625,,0,,0,0.4,,0,0,0.333333,0,0.083333,0,0.583333,1,265,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.166667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.4,0,0,0.333333,,0,0,,0,0,0,0.666667,,0,0.333333,,0,0,,1,,0,0,,0,0,0.166667,0,0.166667,0,0.666667,1,141,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.25,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,4.5,0,0,0.5,,0,0,,0,0,0,0.2,,0,0.3,,0,0.5,,0.666667,,0,0.4,,0,0,0.333333,0,0.166667,0,0.5,0,268,0,,1003320453,,清华大学,,,,,,0.333333
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,2.8,0,0,0.583333,,0,0.333333,,0,0,0,0.5,,0,0.166667,,0,0.333333,,1,,0,0.5,,0,0,0.25,0,0.5,0,0.25,0.5,170,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,3,0,0,0,,0,0,,0,0,0,0.5,,0,0.25,,0,0.25,,0,,0,0,,0,0,0.4,0,0.2,0,0.4,1,179,0,,1003320453,,清华大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.1,0,0,0.5,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,1,,0,0,,0,0,0,0,0,0,1,0,66,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0,0,0,0,16,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.6,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,37,0,,1003320453,,清华大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,4.4,0,0,0.75,,0,0.75,,0,0,0,0.666667,,0,0,,0,0.333333,,0,,0,0.5,,0,0,0.333333,0,0.222222,0,0.444444,1,264,0,,1003320453,,清华大学,,,,,,0.5
