vid,gameMode,leagueId,leagueName,seasonId,season,eventId,videoCount,totalVideoDuration,stageName,scheduleId,teamId,playerId,number,playerName,teamName,opponentId,对手,result,videoUrl,videoTime,打法类型,scheduleTime,date,时间段,gameClock,gameClockTime,pbpName,pbpType,relatedEventList,shotZone,distance,shotDistance,shotX,shotY,labelKey,labelName,eventTime,quarter,madeMissed,score,ftScore,isHome,fgdMm,rpResult,videoType,_group
,,,,,,,,00:00,,200050010977,1003320449,31999,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.462,0.167,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,3PM,,,,,0.3,0.584,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,3PM,,,,,0.175,0.503,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,31999,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.651,0.148,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.461,0.136,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.43,0.146,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32012,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.877,0.437,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.444,0.161,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.074,0.342,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32012,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.217,0.581,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80548,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.723,0.284,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.411,0.158,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.5,0.235,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,3PM,,,,,0.526,0.62,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.227,0.189,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80546,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.597,0.144,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.435,0.269,,,,2,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.189,0.492,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.436,0.148,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32013,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.557,0.165,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.397,0.153,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.867,0.464,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.548,0.137,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.607,0.165,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,76061,,,,,,投篮,,,,,,全场,,,,3PM,,,,,0.905,0.405,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.462,0.134,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.416,0.155,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,76061,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.411,0.165,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.542,0.136,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,76061,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.542,0.134,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32012,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.928,0.349,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32012,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.043,0.118,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,3PM,,,,,0.952,0.125,,,,3,,,,,,,,awayShoots
