_group,_leagueName,teamId,teamName,有效投篮命中率,篮下比重,篮下命中率,中距离比重,中距离命中率,三分比重,三分命中率,对手有效命中率,对手篮下比重,对手篮下命中率,对手中距离比重,对手中距离命中率,对手三分比重,对手三分命中率,篮下近距离比重,短中距离命中率,远中距离比重,长中距离命中率,底角三分比重,底角三分命中率,侧翼三分比重,非底角三分命中率,对手近距离比重,对手近距离命中率,对手远中距离比重,对手远中距离命中率,对手底角三分比重,对手底角三分命中率,对手侧翼三分比重,对手侧翼三分命中率,leagueEventId,leagueEvent,seasonId,season,year,playerId,playerName,playerEnName,number,age,sex,position,height,weight,positionCn,上场时间(分钟),上场时间(秒),onOff,球队比赛场次,球队eFG%百分位,球队篮下出手占比百分位排名,球队篮下命中率百分位排名,球队中距离出手占比百分位排名,球队中距离命中率百分位排名,球队三分出手占比百分位排名,球队三分命中率百分位排名,对手eFG%百分位,对手篮下出手占比百分位排名,对手篮下命中率百分位排名,对手中距离出手占比百分位排名,对手中距离命中率百分位排名,对手三分出手占比百分位排名,对手三分命中率百分位排名,位置筛选(全部/按位置),_playerName
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.489928,0.420144,0.630137,0.279137,0.304124,0.300719,0.311005,0.363262,0.24547,0.52349,0.37397,0.277533,0.38056,0.229437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32071,张涛,,,20,,PF,,,大前锋,0.99,24756,,,76.4,79.4,65.92,32.21,49.44,36.52,74.53,66.1,70.79,63.3,36.89,58.8,32.77,56.55,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.25,0.75,0.333333,0.25,0,0,0,0.3,0,0,0.6,0,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32071,张涛,,,20,,C,,,中锋,0.006,157,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0,1,0,0,0,0,0,0.333333,0.333333,1,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32071,张涛,,,20,,SF,,,小前锋,0.004,101,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.294521,0.260274,0.473684,0.438356,0.25,0.30137,0.136364,0.476744,0.44186,0.684211,0.348837,0.4,1,0.023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32071,张涛,,,19,,总和,,,,34.2,2051,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.327273,0.272727,0.533333,0.472727,0.269231,0.254545,0.142857,0.5,0.5,0.75,0.3125,0.4,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32071,张涛,,,19,,PF,,,大前锋,0.735,1507,,,15.18,76.79,80.36,96.43,80.36,20.54,16.07,23.21,0.89,0,16.07,6.25,94.64,100,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.222222,0.444444,0.25,0.444444,0.25,0.111111,0,0.4,0.4,0.5,0.4,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32071,张涛,,,19,,SF,,,小前锋,0.137,280,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.166667,0,0,0.222222,0,0.777778,0.142857,0.416667,0.166667,0,0.5,0.333333,0.333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32071,张涛,,,19,,C,,,中锋,0.129,264,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.512887,0.35567,0.782609,0.201031,0.358974,0.443299,0.244186,0.375912,0.240876,0.606061,0.284672,0.384615,1,0.080292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32074,王思文,,,23,,总和,,,,95.3,5718,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.502778,0.338889,0.803279,0.205556,0.351351,0.455556,0.231707,0.353175,0.253968,0.59375,0.285714,0.416667,0.460317,0.12069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32074,王思文,,,23,,SF,,,小前锋,0.905,5175,,,78.64,36.09,95.86,27.81,63.74,88.41,41.56,74.34,81.79,34.27,42.55,18.87,10.93,90.56,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.590909,0.636364,0.571429,0.181818,0.5,0.181818,0.5,0.444444,0.111111,1,0.333333,0,0.555556,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32074,王思文,,,23,,SG,,,得分后卫,0.079,451,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.833333,0.333333,1,0,0,0.666667,0.5,1.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32074,王思文,,,23,,PF,,,大前锋,0.016,92,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.511928,0.491054,0.639676,0.242545,0.360656,0.266402,0.276119,0.358173,0.266827,0.495495,0.338942,0.241135,1,0.096154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32074,王思文,,,22,,总和,,,,288.3,17298,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.498728,0.516539,0.630542,0.24173,0.336842,0.24173,0.252632,0.351964,0.229607,0.473684,0.36858,0.254098,0.401813,0.24812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32074,王思文,,,22,,SG,,,得分后卫,0.781,13512,,,78.28,93.63,65.92,21.35,64.23,16.85,54.68,70.79,75.66,73.78,38.39,64.79,26.22,50.37,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.557471,0.448276,0.641026,0.241379,0.333333,0.310345,0.407407,0.392308,0.430769,0.464286,0.215385,0.142857,0.353846,0.304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32074,王思文,,,22,,SF,,,小前锋,0.169,2925,,,92.7,85.39,67.79,21.35,62.36,39.33,93.63,55.06,17.98,75.66,85.02,91.01,44.76,27.53,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.565217,0.217391,1,0.26087,0.833333,0.521739,0.166667,0.35,0.35,0.857143,0.25,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32074,王思文,,,22,,PF,,,大前锋,0.05,861,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.294521,0.260274,0.526316,0.424658,0.225806,0.315068,0.130435,0.533333,0.466667,0.714286,0.355556,0.375,1,0.044444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32074,王思文,,,21,,总和,,,,33.4,2004,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.301471,0.279412,0.526316,0.411765,0.214286,0.308824,0.142857,0.522727,0.454545,0.7,0.363636,0.375,0.181818,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32074,王思文,,,21,,SG,,,得分后卫,0.944,1891,,,9.82,78.57,80.36,91.07,74.11,36.61,16.07,17.86,4.46,2.68,10.71,9.82,95.54,50.89,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0,0,0,0.666667,0,0.333333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32074,王思文,,,21,,SF,,,小前锋,0.046,93,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.5,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32074,王思文,,,21,,PG,,,控球后卫,0.01,20,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.501025,0.366803,0.631285,0.268443,0.396947,0.364754,0.297753,0.384416,0.264935,0.578431,0.363636,0.335714,1,0.072727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,88706,孙楷文,,,18,,总和,,,,256.3,15379,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.5,0.373576,0.634146,0.264237,0.387931,0.362187,0.295597,0.380466,0.276968,0.568421,0.344023,0.305085,0.379009,0.207692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,88706,孙楷文,,,18,,C,,,中锋,0.889,13667,,,77.98,45.86,74.5,48.18,74.5,57.78,66.89,63.74,78.15,41.89,25,47.68,35.43,67.72,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.510204,0.306122,0.6,0.306122,0.466667,0.387755,0.315789,0.416667,0.166667,0.714286,0.52381,0.5,0.309524,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,88706,孙楷文,,,18,,PF,,,大前锋,0.111,1712,,,79.97,28.64,66.89,62.75,89.07,67.55,72.68,48.01,94.87,11.09,4.3,6.29,62.09,95.7,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.530827,0.416541,0.693141,0.264662,0.386364,0.318797,0.292453,0.374132,0.229167,0.522727,0.411458,0.345992,0.359375,0.207729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32067,高梓悦,,,21,,C,,,中锋,1,21702,,,84.44,58.94,85.76,48.18,74.17,40.4,65.73,65.4,85.93,53.48,12.25,37.42,42.55,67.72,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.530827,0.416541,0.693141,0.264662,0.386364,0.318797,0.292453,0.374132,0.229167,0.522727,0.411458,0.345992,0.359375,0.207729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32067,高梓悦,,,21,,总和,,,,361.7,21702,,,84.44,58.94,85.76,48.18,74.17,40.4,65.73,65.4,85.93,53.48,12.25,37.42,42.55,67.72,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.504747,0.416139,0.653992,0.286392,0.314917,0.297468,0.319149,0.356846,0.228216,0.5,0.379668,0.311475,0.392116,0.21164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32067,高梓悦,,,20,,C,,,中锋,1,19820,,,80.34,78.84,71.35,35.02,53.37,35.58,77.34,68.54,76.03,69.1,35.21,47.38,29.21,62.55,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.504747,0.416139,0.653992,0.286392,0.314917,0.297468,0.319149,0.356846,0.228216,0.5,0.379668,0.311475,0.392116,0.21164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32067,高梓悦,,,20,,总和,,,,330.3,19820,,,80.34,78.84,71.35,35.02,53.37,35.58,77.34,68.54,76.03,69.1,35.21,47.38,29.21,62.55,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.303571,0.392857,0.454545,0.464286,0.153846,0.142857,0.25,0.583333,0.555556,0.7,0.222222,0.5,0.222222,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32067,高梓悦,,,19,,C,,,中锋,1,828,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.303571,0.392857,0.454545,0.464286,0.153846,0.142857,0.25,0.583333,0.555556,0.7,0.222222,0.5,0.222222,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32067,高梓悦,,,19,,总和,,,,13.8,828,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.5,0.315789,0.833333,0.263158,0.6,0.421053,0.125,0.538462,0.153846,0.5,0.153846,0,1,0.307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32073,金耘可,,,21,,总和,,,,11.7,704,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.541667,0.25,1,0.25,0.666667,0.5,0.166667,0.5,0.166667,0,0,0,0.833333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32073,金耘可,,,21,,C,,,中锋,0.693,488,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.428571,0.428571,0.666667,0.285714,0.5,0.285714,0,0.571429,0.142857,1,0.285714,0,0.571429,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32073,金耘可,,,21,,PF,,,大前锋,0.307,216,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.497159,0.371212,0.632653,0.278409,0.401361,0.350379,0.286486,0.392272,0.269321,0.556522,0.367681,0.305732,1,0.086651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,93035,李瑜婧,,,21,,总和,,,,276.5,16592,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.510067,0.412752,0.601626,0.308725,0.391304,0.278523,0.337349,0.378543,0.259109,0.515625,0.40081,0.353535,0.340081,0.202381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,93035,李瑜婧,,,21,,SF,,,小前锋,0.575,9539,,,79.97,57.95,68.05,63.74,75.5,28.15,78.15,64.24,81.62,56.79,13.41,34.77,52.48,68.71,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.533742,0.319018,0.711538,0.245399,0.425,0.435583,0.309859,0.454198,0.29771,0.615385,0.320611,0.238095,0.381679,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,93035,李瑜婧,,,21,,SG,,,得分后卫,0.309,5121,,,84.77,30.79,88.08,42.55,82.78,84.44,71.19,34.93,73.84,29.97,32.45,69.87,34.77,21.85,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.345238,0.309524,0.615385,0.142857,0.333333,0.547619,0.130435,0.267857,0.25,0.714286,0.25,0.142857,0.5,0.071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,93035,李瑜婧,,,21,,PG,,,控球后卫,0.064,1055,,,22.68,29.3,70.03,9.44,59.11,96.69,11.09,93.87,83.11,11.09,56.46,90.89,6.29,96.52,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.36,0.32,0.625,0.36,0.444444,0.32,0,0.333333,0.238095,0.4,0.428571,0.222222,0.333333,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,93035,李瑜婧,,,21,,PF,,,大前锋,0.053,877,,,,,,,,,,,,,,,,,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.548128,0.411765,0.688312,0.224599,0.428571,0.363636,0.308824,0.306667,0.226667,0.5,0.34,0.27451,1,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,93035,李瑜婧,,,20,,总和,,,,107,6421,,,,,,,,,,,,,,,,,true,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.536145,0.421687,0.685714,0.240964,0.35,0.337349,0.321429,0.335714,0.242857,0.411765,0.385714,0.333333,0.371429,0.192308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,93035,李瑜婧,,,20,,SF,,,小前锋,0.443,2842,,,88.2,80.15,79.21,21.35,66.85,47.57,77.9,75.66,70.97,84.46,33.33,37.64,36.89,70.04,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.595588,0.338235,0.782609,0.205882,0.642857,0.455882,0.290323,0.321429,0.232143,0.615385,0.321429,0.222222,0.446429,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,93035,李瑜婧,,,20,,SG,,,得分后卫,0.385,2471,,,96.44,58.05,93.07,13.11,99.81,86.33,67.98,80.9,74.72,39.33,52.62,74.53,15.92,79.78,false,
CUBAL一级联赛,CUBAL一级联赛,1003320453,清华大学,0.486111,0.527778,0.578947,0.222222,0.25,0.25,0.333333,0.1875,0.166667,0.5,0.25,0.166667,0.583333,0.071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,93035,李瑜婧,,,20,,PG,,,控球后卫,0.173,1108,,,,,,,,,,,,,,,,,false,
undefined,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郑梓怡
